seed,episode_index,walk_direction,reset_phase,commanded_step_length_m,commanded_step_height_m,controller,display_label,time_s,state_index,action_index,selected_sign,q1_deg,q2_deg,q3_deg,q4_deg,dq1_rad_s,dq2_rad_s,dq3_rad_s,dq4_rad_s,com_x_m,com_y_m,signed_com_displacement_m,support_knee_torque_nm,hip_torque_nm,swing_knee_torque_nm,support_knee_motor_rate_rad_s,hip_motor_rate_rad_s,swing_knee_motor_rate_rad_s,support_knee_positive_power_w,hip_positive_power_w,swing_knee_positive_power_w,support_knee_cumulative_positive_work_j,hip_cumulative_positive_work_j,swing_knee_cumulative_positive_work_j,running_cmt,terminal_reason,formal_final_cmt,replayed_final_cmt
20260719,1155,-1.0,touchdown,0.3,0.01,passive_sign_selector,Online selector,0.09,9,9,1.0,51.42031179349826,71.54859980332799,-64.2163774833703,26.24263562163471,-2.174175896289491,4.607001490531656,-0.4254552511786538,3.564664670038636,-0.02383928361242233,0.3104943864304056,0.008454487622480808,-0.2,4.0,-0.2,4.682607859920095,-1.6137072788643765,0.9802780622587974,0.0,0.0,0.0,0.0008918525308412991,0.0,0.014079758497706582,0.0709680142106944,,,
20260719,1155,-1.0,touchdown,0.3,0.01,passive_sign_selector,Online selector,0.1,10,9,1.0,50.22529094388734,74.16095134419075,-63.8074022759976,29.69348683365437,-2.003477244905188,4.52731533698561,1.8197080387344409,8.383342449289565,-0.024010845947762243,0.3041050448424481,0.00862604995782072,-0.2,4.0,-0.2,4.567158413758633,0.6971263937778935,5.974003559664101,0.0,2.788505575111574,0.0,0.0008918525308412991,0.02788505575111574,0.014079758497706582,0.1991075973840795,,,
20260719,1155,-1.0,touchdown,0.3,0.01,passive_sign_selector,Online selector,0.11,11,3,1.0,48.982964506827344,76.9193824595803,-62.94943769695402,33.98932705057763,-2.3278556960729215,5.0906942844577925,1.1867443834406026,6.633620141286513,-0.023957281288869484,0.2970727618161038,0.008572485298927962,0.0,0.0,-0.2,4.809004810721701,1.5032262110875219,7.508481295288039,0.0,0.0,0.0,0.0008918525308412991,0.02788505575111574,0.014079758497706582,0.20035170923320317,,,
20260719,1155,-1.0,touchdown,0.3,0.01,passive_sign_selector,Online selector,0.12,12,3,1.0,47.56331297700346,79.98306857058427,-62.43551858667233,37.31763894914972,-2.623193053348171,5.594399763187628,0.6164510177296836,5.001889540962873,-0.02385792439485838,0.28913840347453734,0.008473128404916859,0.0,0.0,-0.2,5.342547023822711,0.9015977005851431,5.817754841124692,0.0,0.0,0.0,0.0008918525308412991,0.02788505575111574,0.014079758497706582,0.2027010567926802,,,
20260719,1155,-1.0,touchdown,0.3,0.01,passive_sign_selector,Online selector,0.13,13,3,1.0,45.981692312817245,83.32039137452222,-62.23378065532437,39.73836977518012,-2.893995660965693,6.047268177611665,0.09466932820838081,3.460760511069908,-0.023715699478011037,0.28029772926323115,0.008330903488069514,0.0,0.0,-0.2,5.820833970399646,0.3555601729690322,4.231325026016391,0.0,0.0,0.0,0.0008918525308412991,0.02788505575111574,0.014079758497706582,0.2061615627256193,success,0.2061615627256193,0.2061615627256193
20260719,1155,-1.0,touchdown,0.3,0.01,passive_oracle_envelope,Oracle envelope,0.0,0,,,56.613073456604674,59.31476625997926,-58.55115100369986,19.738053813752796,0.7281631125007952,-0.811061171060985,-0.24245632669221728,-0.48814829806389437,-0.015384795989941523,0.3352719618102884,-0.0,,,,,,,,,,0.0,0.0,0.0,nan,,,
20260719,1155,-1.0,touchdown,0.3,0.01,passive_oracle_envelope,Oracle envelope,0.01,1,0,-1.0,56.90755715843414,59.05961280604061,-58.87520036857613,18.994774162711572,0.2991821805378219,-0.07766595140860144,-0.8907545218138015,-2.1091562975716407,-0.016570867279493365,0.33586036642893236,0.001186071289551843,-0.2,-0.0,-0.2,-0.4443635612347932,-0.5666054242530094,-1.2986522978177675,0.08887271224695864,0.0,0.2597304595635535,0.0008887271224695864,0.0,0.002597304595635535,0.1177882451132477,,,
20260719,1155,-1.0,touchdown,0.3,0.01,passive_oracle_envelope,Oracle envelope,0.02,2,0,-1.0,56.95558397531071,59.22727707323958,-59.574706827707175,17.315743524472545,-0.1314998236996039,0.6636308987334533,-1.5537997318064565,-3.7582354681003434,-0.017692837072608197,0.33564926475618534,0.002308041082666674,-0.2,-0.0,-0.2,0.2929824736624259,-1.2222771268101291,-2.933695882835992,0.0,0.0,0.5867391765671984,0.0008887271224695864,0.0,0.00846469636130752,0.16240839460994008,,,
20260719,1155,-1.0,touchdown,0.3,0.01,passive_oracle_envelope,Oracle envelope,0.03,3,0,-1.0,56.75728470049541,59.82020754532475,-60.65925510086882,14.679069842227557,-0.5600107269544228,1.4056442456553149,-2.2352230218737867,-5.454452998984464,-0.01875107177157043,0.3346383421056,0.0033662757816289076,-0.2,-0.0,-0.2,1.0346375721943841,-1.8945113768401216,-4.606344233542403,0.0,0.0,0.9212688467084806,0.0008887271224695864,0.0,0.017677384828392324,0.22103074257861546,,,
20260719,1155,-1.0,touchdown,0.3,0.01,passive_oracle_envelope,Oracle envelope,0.04,4,2,-1.0,56.331788283925896,60.82791837132122,-61.91003609577911,12.05685230701156,-0.9217815306097523,2.104998270583879,-2.1246701677114075,-3.688715960687989,-0.019750508431555954,0.33282089109433355,0.0043657124416144315,-0.2,-0.0,0.2,1.755321258119597,-2.179946594792597,-4.571584479836226,0.0,0.0,0.0,0.0008887271224695864,0.0,0.017677384828392324,0.17043047284687818,,,
20260719,1155,-1.0,touchdown,0.3,0.01,passive_oracle_envelope,Oracle envelope,0.05,5,2,-1.0,55.70512909445741,62.2241933290437,-63.08797642815212,10.460144789806138,-1.26199412961479,2.761743535019462,-1.9827677806581963,-1.8804391818286872,-0.020696927671018935,0.3301886538267984,0.005312131681077413,-0.2,-0.0,0.2,2.433370902801671,-2.053718974184802,-2.784577571258338,0.0,0.0,0.0,0.0008887271224695864,0.0,0.017677384828392324,0.14006626349046705,,,
20260719,1155,-1.0,touchdown,0.3,0.01,passive_oracle_envelope,Oracle envelope,0.06,6,0,-1.0,54.872052829652795,63.995702328987406,-64.41283086507885,8.887846758234296,-1.6429849344186294,3.4165731412404474,-2.6414001604262505,-3.612567136200746,-0.021589405533125362,0.3267398794226374,0.00620460954318384,-0.2,-0.0,-0.2,3.0891583381299546,-2.3120839705422234,-2.7465031590147166,0.0,0.0,0.5493006318029433,0.0008887271224695864,0.0,0.02317039114642176,0.15539844226355468,,,
20260719,1155,-1.0,touchdown,0.3,0.01,passive_oracle_envelope,Oracle envelope,0.07,7,2,-1.0,53.84468430986094,66.11948169964064,-65.87575036536781,7.340117882202158,-1.9390252978713056,3.9885110654879066,-2.4608472173341216,-1.7874679856807252,-0.022431010680371514,0.322468001729357,0.007046214690429991,-0.2,-0.0,0.2,3.702542103364177,-2.5511236888801863,-2.7000175609407355,0.0,0.0,0.0,0.0008887271224695864,0.0,0.02317039114642176,0.13683753621272576,,,
20260719,1155,-1.0,touchdown,0.3,0.01,passive_oracle_envelope,Oracle envelope,0.08,8,2,-1.0,52.65469482353056,68.55720322879843,-67.22873471476709,6.84058075459354,-2.2109911936375077,4.513396934589058,-2.2591686524251404,0.04332528874299846,-0.023228318246620923,0.3173628745823971,0.0078435222566794,-0.2,-0.0,0.2,4.250954000038482,-2.360007934879631,-0.8720713484688634,0.0,0.0,0.0,0.0008887271224695864,0.0,0.02317039114642176,0.1229277646332004,success,0.1229277646332004,0.1229277646332004
