seed,episode_index,walk_direction,reset_phase,commanded_step_length_m,commanded_step_height_m,hold_success,requery_success,hold_valid_for_cmt,requery_valid_for_cmt,both_valid_for_cmt,hold_cmt,requery_cmt,requery_minus_hold_cmt,requery_lower_cmt,hold_energy_j,requery_energy_j,hold_displacement_m,requery_displacement_m,hold_terminal_reason,requery_terminal_reason,hold_sign_switch_count,requery_sign_switch_count,hold_sign_sequence_rle,requery_sign_sequence_rle
20260702,84,1.0,mid_cross,0.3,0.02,False,False,False,False,False,nan,nan,nan,,1.0441422860292653,3.8374127137548237,0.07043260007278908,-0.09600503972121484,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_before_ready,0,1,+x30,+x11|-x26
20260702,85,1.0,mid_cross,0.3,0.02,False,False,False,False,False,nan,nan,nan,,0.277160877471358,0.3270069316386264,0.06823703759866522,0.05608313432860777,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_before_ready,0,1,+x16,+x4|-x10
20260702,86,1.0,mid_cross,0.3,0.02,False,False,False,False,False,nan,nan,nan,,0.1030709597680303,0.16302775914334294,0.023486592901556864,0.0210528932966677,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_before_ready,0,3,+x13,+x8|-x1|+x1|-x2
20260702,87,1.0,mid_cross,0.3,0.02,False,False,False,False,False,nan,nan,nan,,0.12927459128190122,0.16357435273913734,-0.04859230861956522,-0.030899430098850142,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_before_ready,0,1,+x20,+x2|-x12
20260702,88,1.0,touchdown,0.3,0.02,True,True,True,True,True,0.008954000878686029,0.008954000878686029,0.0,False,0.005461154207637768,0.005461154207637768,0.024442674130628728,0.024442674130628728,success,success,0,0,+x6,+x6
20260702,89,1.0,touchdown,0.3,0.02,False,False,False,False,False,nan,nan,nan,,0.04952814952902417,0.0892388635441752,-0.029550890216367837,-0.02973138541151832,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_before_ready,0,1,+x14,+x2|-x12
20260702,90,1.0,touchdown,0.3,0.02,True,True,False,False,False,nan,nan,nan,,0.0015099421935773328,0.0015099421935773328,-0.0036416166106743864,-0.0036416166106743864,success,success,0,0,-x2,-x2
20260702,91,1.0,mid_cross,0.3,0.02,False,False,False,False,False,nan,nan,nan,,0.5878215467139007,0.7434066666053349,0.0006034840631080479,0.0007320409989584192,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_before_ready,0,1,+x24,+x4|-x16
20260702,92,1.0,mid_cross,0.3,0.02,False,False,False,False,False,nan,nan,nan,,0.5953645310570307,0.7125796544028107,0.10555593272529151,0.049786884501204796,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_before_ready,0,1,+x25,+x4|-x9
20260702,93,1.0,touchdown,0.3,0.02,True,True,False,False,False,nan,nan,nan,,0.016211360875800336,0.0089581864093393,-0.0010179346068943107,-0.0008990025815494296,success,success,0,1,-x6,-x2|+x4
20260702,94,1.0,touchdown,0.3,0.02,False,False,False,False,False,nan,nan,nan,,0.10893363277695084,0.10893363277695084,-0.020544302561606775,-0.020544302561606775,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_before_ready,0,0,-x12,-x12
20260702,95,1.0,touchdown,0.3,0.02,True,True,True,True,True,0.029598079864064673,0.029598079864064673,0.0,False,0.014492955433095258,0.014492955433095258,0.019623425890751667,0.019623425890751667,success,success,0,0,+x5,+x5
20260702,96,1.0,mid_cross,0.3,0.02,False,False,False,False,False,nan,nan,nan,,0.996053402144696,0.996053402144696,-0.023878280576057093,-0.023878280576057093,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_before_ready,0,0,-x13,-x13
20260702,97,1.0,touchdown,0.3,0.02,True,True,True,True,True,0.01707281664605104,0.01707281664605104,0.0,False,0.009858745767283085,0.009858745767283085,0.023141840801607222,0.023141840801607222,success,success,0,1,+x8,+x6|-x2
20260702,98,1.0,touchdown,0.3,0.02,True,True,False,False,False,nan,nan,nan,,0.27471494698133797,0.27471494698133797,-0.005921158194095083,-0.005921158194095083,success,success,0,0,-x7,-x7
20260702,99,1.0,touchdown,0.3,0.02,False,False,False,False,False,nan,nan,nan,,0.007622004039000113,0.009397569794459576,0.040151038824038116,0.03824739800159288,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_before_ready,0,2,+x12,+x6|-x3|+x3
20260702,100,1.0,touchdown,0.3,0.02,True,True,True,True,True,0.023624402211377626,0.023624402211377626,0.0,False,0.018524124068681355,0.018524124068681355,0.03142376827942758,0.03142376827942758,success,success,0,0,+x7,+x7
20260702,101,1.0,touchdown,0.3,0.02,False,False,False,False,False,nan,nan,nan,,0.31612879086853085,0.31612879086853085,-0.04036605463053708,-0.04036605463053708,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_before_ready,0,0,-x12,-x12
20260702,102,1.0,touchdown,0.3,0.02,True,True,False,False,False,nan,nan,nan,,0.0138614087177488,0.0138614087177488,-0.002421503905502581,-0.0024679173711656954,success,success,0,2,-x7,-x3|+x1|-x3
20260702,103,1.0,pre_cross,0.3,0.02,False,False,False,False,False,nan,nan,nan,,1.5734569339508142,0.8879242511225711,0.05718370993636285,0.046636066399622506,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_bad_clearance,0,1,+x12,+x5|-x6
20260702,104,1.0,touchdown,0.3,0.02,True,True,True,True,True,0.028119111931938296,0.028119111931938296,0.0,False,0.013024030544900712,0.013024030544900712,0.01856201913643782,0.01856201913643782,success,success,0,0,+x6,+x6
