seed,episode_index,schedule,steps,initial_selector_sign,initial_selector_confidence,sign_switch_count,positive_sign_steps,negative_sign_steps,sign_sequence,sign_sequence_rle
20260702,1,hold,8,+,0.7252114415168762,0,8,0,++++++++,+x8
20260702,2,hold,25,+,0.9850940704345703,0,25,0,+++++++++++++++++++++++++,+x25
20260702,3,hold,23,+,0.9961293935775757,0,23,0,+++++++++++++++++++++++,+x23
20260702,4,hold,6,+,0.7624968886375427,0,6,0,++++++,+x6
20260702,5,hold,13,+,0.9942305088043213,0,13,0,+++++++++++++,+x13
20260702,6,hold,2,+,0.7146410942077637,0,2,0,++,+x2
20260702,7,hold,13,+,0.983146607875824,0,13,0,+++++++++++++,+x13
20260702,8,hold,23,+,0.9712029099464417,0,23,0,+++++++++++++++++++++++,+x23
20260702,9,hold,3,+,0.937215268611908,0,3,0,+++,+x3
20260702,10,hold,8,-,0.9992626309394836,0,0,8,--------,-x8
20260702,11,hold,25,+,0.9933927655220032,0,25,0,+++++++++++++++++++++++++,+x25
20260702,12,hold,10,+,0.7177350521087646,0,10,0,++++++++++,+x10
20260702,13,hold,12,-,0.9970505237579346,0,0,12,------------,-x12
20260702,14,hold,7,-,0.9203827977180481,0,0,7,-------,-x7
20260702,15,hold,9,-,0.6275936961174011,0,0,9,---------,-x9
20260702,16,hold,8,+,0.7976948022842407,0,8,0,++++++++,+x8
20260702,17,hold,12,+,0.7822593450546265,0,12,0,++++++++++++,+x12
20260702,18,hold,6,+,0.8143894672393799,0,6,0,++++++,+x6
20260702,19,hold,14,+,0.9947543144226074,0,14,0,++++++++++++++,+x14
20260702,20,hold,6,+,0.7435641288757324,0,6,0,++++++,+x6
20260702,21,hold,8,-,0.9931672215461731,0,0,8,--------,-x8
20260702,22,hold,16,+,0.9940502047538757,0,16,0,++++++++++++++++,+x16
20260702,23,hold,23,+,0.595910370349884,0,23,0,+++++++++++++++++++++++,+x23
20260702,24,hold,20,+,0.986003577709198,0,20,0,++++++++++++++++++++,+x20
20260702,25,hold,14,+,0.997142493724823,0,14,0,++++++++++++++,+x14
20260702,26,hold,11,+,0.9972628355026245,0,11,0,+++++++++++,+x11
20260702,27,hold,12,+,0.9183482527732849,0,12,0,++++++++++++,+x12
20260702,28,hold,23,+,0.9789493083953857,0,23,0,+++++++++++++++++++++++,+x23
20260702,29,hold,13,+,0.9984896183013916,0,13,0,+++++++++++++,+x13
20260702,30,hold,7,-,0.977253794670105,0,0,7,-------,-x7
20260702,31,hold,7,-,0.9955912828445435,0,0,7,-------,-x7
20260702,32,hold,14,+,0.9868674278259277,0,14,0,++++++++++++++,+x14
20260702,33,hold,21,+,0.9823295474052429,0,21,0,+++++++++++++++++++++,+x21
20260702,34,hold,6,+,0.8725515604019165,0,6,0,++++++,+x6
20260702,35,hold,16,+,0.7849303483963013,0,16,0,++++++++++++++++,+x16
20260702,36,hold,12,+,0.993477463722229,0,12,0,++++++++++++,+x12
20260702,37,hold,10,-,0.974796712398529,0,0,10,----------,-x10
20260702,38,hold,9,-,0.9850157499313354,0,0,9,---------,-x9
20260702,39,hold,10,-,0.778037428855896,0,0,10,----------,-x10
20260702,40,hold,13,+,0.9953219294548035,0,13,0,+++++++++++++,+x13
20260702,41,hold,22,+,0.5624325275421143,0,22,0,++++++++++++++++++++++,+x22
20260702,42,hold,25,+,0.9973835349082947,0,25,0,+++++++++++++++++++++++++,+x25
20260702,43,hold,15,+,0.9954635500907898,0,15,0,+++++++++++++++,+x15
20260702,44,hold,9,-,0.9221453666687012,0,0,9,---------,-x9
20260702,45,hold,15,+,0.9905968904495239,0,15,0,+++++++++++++++,+x15
20260702,46,hold,14,-,0.6292269825935364,0,0,14,--------------,-x14
20260702,47,hold,7,+,0.7087686061859131,0,7,0,+++++++,+x7
20260702,48,hold,7,-,0.9990649819374084,0,0,7,-------,-x7
20260702,49,hold,7,-,0.9916658997535706,0,0,7,-------,-x7
20260702,50,hold,22,+,0.9961601495742798,0,22,0,++++++++++++++++++++++,+x22
20260702,51,hold,5,+,0.9127020239830017,0,5,0,+++++,+x5
20260702,52,hold,5,+,0.7713341116905212,0,5,0,+++++,+x5
20260702,53,hold,16,-,0.9551502466201782,0,0,16,----------------,-x16
20260702,54,hold,8,-,0.9285243153572083,0,0,8,--------,-x8
20260702,55,hold,8,-,0.7774840593338013,0,0,8,--------,-x8
20260702,56,hold,28,+,0.9826375842094421,0,28,0,++++++++++++++++++++++++++++,+x28
20260702,57,hold,13,-,0.9755229949951172,0,0,13,-------------,-x13
20260702,58,hold,29,+,0.9714937806129456,0,29,0,+++++++++++++++++++++++++++++,+x29
20260702,59,hold,12,-,0.9904065728187561,0,0,12,------------,-x12
20260702,60,hold,21,+,0.9865902662277222,0,21,0,+++++++++++++++++++++,+x21
20260702,61,hold,12,-,0.9689124822616577,0,0,12,------------,-x12
20260702,62,hold,9,-,0.9928718209266663,0,0,9,---------,-x9
20260702,63,hold,25,+,0.9893189072608948,0,25,0,+++++++++++++++++++++++++,+x25
20260702,64,hold,4,-,0.9667750000953674,0,0,4,----,-x4
20260702,65,hold,3,-,0.9884109497070312,0,0,3,---,-x3
20260702,66,hold,11,-,0.8789768815040588,0,0,11,-----------,-x11
20260702,67,hold,30,+,0.9927379488945007,0,30,0,++++++++++++++++++++++++++++++,+x30
20260702,68,hold,5,-,0.9901648163795471,0,0,5,-----,-x5
20260702,69,hold,8,-,0.6992616057395935,0,0,8,--------,-x8
20260702,70,hold,14,-,0.9797279238700867,0,0,14,--------------,-x14
20260702,71,hold,21,+,0.9832468628883362,0,21,0,+++++++++++++++++++++,+x21
20260702,72,hold,7,-,0.997379720211029,0,0,7,-------,-x7
20260702,73,hold,15,+,0.7987948656082153,0,15,0,+++++++++++++++,+x15
20260702,74,hold,12,+,0.6035149097442627,0,12,0,++++++++++++,+x12
20260702,75,hold,23,+,0.9980201721191406,0,23,0,+++++++++++++++++++++++,+x23
20260702,76,hold,3,+,0.9752464890480042,0,3,0,+++,+x3
20260702,77,hold,7,+,0.8752228021621704,0,7,0,+++++++,+x7
20260702,78,hold,19,+,0.9813157320022583,0,19,0,+++++++++++++++++++,+x19
20260702,79,hold,26,+,0.9425836205482483,0,26,0,++++++++++++++++++++++++++,+x26
20260702,80,hold,45,+,0.9905661940574646,0,45,0,+++++++++++++++++++++++++++++++++++++++++++++,+x45
20260702,81,hold,8,-,0.9734259247779846,0,0,8,--------,-x8
20260702,82,hold,4,-,0.7217906713485718,0,0,4,----,-x4
20260702,83,hold,22,+,0.9890194535255432,0,22,0,++++++++++++++++++++++,+x22
20260702,84,hold,30,+,0.9971399307250977,0,30,0,++++++++++++++++++++++++++++++,+x30
20260702,85,hold,16,+,0.996042013168335,0,16,0,++++++++++++++++,+x16
20260702,86,hold,13,+,0.978221595287323,0,13,0,+++++++++++++,+x13
20260702,87,hold,20,+,0.7365909814834595,0,20,0,++++++++++++++++++++,+x20
20260702,88,hold,6,+,0.791527509689331,0,6,0,++++++,+x6
20260702,89,hold,14,+,0.5683827996253967,0,14,0,++++++++++++++,+x14
20260702,90,hold,2,-,0.9200326204299927,0,0,2,--,-x2
20260702,91,hold,24,+,0.989854633808136,0,24,0,++++++++++++++++++++++++,+x24
20260702,92,hold,25,+,0.994601845741272,0,25,0,+++++++++++++++++++++++++,+x25
20260702,93,hold,6,-,0.6138426661491394,0,0,6,------,-x6
20260702,94,hold,12,-,0.968280017375946,0,0,12,------------,-x12
20260702,95,hold,5,+,0.9036458134651184,0,5,0,+++++,+x5
20260702,96,hold,13,-,0.9988831877708435,0,0,13,-------------,-x13
20260702,97,hold,8,+,0.857354462146759,0,8,0,++++++++,+x8
20260702,98,hold,7,-,0.8576046228408813,0,0,7,-------,-x7
20260702,99,hold,12,+,0.8987782001495361,0,12,0,++++++++++++,+x12
20260702,100,hold,7,+,0.7569807767868042,0,7,0,+++++++,+x7
20260702,101,hold,12,-,0.9792952537536621,0,0,12,------------,-x12
20260702,102,hold,7,-,0.5337106585502625,0,0,7,-------,-x7
20260702,103,hold,12,+,0.9971490502357483,0,12,0,++++++++++++,+x12
20260702,104,hold,6,+,0.9108291268348694,0,6,0,++++++,+x6
20260702,105,hold,23,+,0.9934043288230896,0,23,0,+++++++++++++++++++++++,+x23
20260702,106,hold,27,+,0.9618232846260071,0,27,0,+++++++++++++++++++++++++++,+x27
20260702,107,hold,21,+,0.9880770444869995,0,21,0,+++++++++++++++++++++,+x21
20260702,108,hold,11,+,0.9943670630455017,0,11,0,+++++++++++,+x11
20260702,109,hold,6,+,0.8394564986228943,0,6,0,++++++,+x6
20260702,110,hold,24,+,0.9978771209716797,0,24,0,++++++++++++++++++++++++,+x24
20260702,111,hold,25,+,0.9948893785476685,0,25,0,+++++++++++++++++++++++++,+x25
20260702,112,hold,31,+,0.9859659075737,0,31,0,+++++++++++++++++++++++++++++++,+x31
20260702,113,hold,29,+,0.9753589630126953,0,29,0,+++++++++++++++++++++++++++++,+x29
20260702,114,hold,18,+,0.9889953136444092,0,18,0,++++++++++++++++++,+x18
20260702,115,hold,13,+,0.9885623455047607,0,13,0,+++++++++++++,+x13
20260702,116,hold,5,-,0.9819797277450562,0,0,5,-----,-x5
20260702,117,hold,13,+,0.9951601624488831,0,13,0,+++++++++++++,+x13
20260702,118,hold,21,+,0.8530871272087097,0,21,0,+++++++++++++++++++++,+x21
20260702,119,hold,25,+,0.8238122463226318,0,25,0,+++++++++++++++++++++++++,+x25
20260702,120,hold,9,-,0.9565577507019043,0,0,9,---------,-x9
20260702,121,hold,5,-,0.7025207877159119,0,0,5,-----,-x5
20260702,122,hold,16,+,0.7601628303527832,0,16,0,++++++++++++++++,+x16
20260702,123,hold,13,+,0.6498409509658813,0,13,0,+++++++++++++,+x13
20260702,124,hold,4,+,0.6482388973236084,0,4,0,++++,+x4
20260702,125,hold,28,+,0.9889994263648987,0,28,0,++++++++++++++++++++++++++++,+x28
20260702,126,hold,22,+,0.9950196743011475,0,22,0,++++++++++++++++++++++,+x22
20260702,127,hold,8,+,0.9158784747123718,0,8,0,++++++++,+x8
20260702,128,hold,4,-,0.8195416331291199,0,0,4,----,-x4
20260702,129,hold,7,+,0.9750270247459412,0,7,0,+++++++,+x7
20260702,130,hold,6,-,0.8518269658088684,0,0,6,------,-x6
20260702,131,hold,14,+,0.9957789182662964,0,14,0,++++++++++++++,+x14
20260702,132,hold,7,-,0.9948621392250061,0,0,7,-------,-x7
20260702,133,hold,11,-,0.9391106963157654,0,0,11,-----------,-x11
20260702,134,hold,24,+,0.9969793558120728,0,24,0,++++++++++++++++++++++++,+x24
20260702,135,hold,16,+,0.9969442486763,0,16,0,++++++++++++++++,+x16
20260702,136,hold,14,+,0.9889427423477173,0,14,0,++++++++++++++,+x14
20260702,137,hold,9,-,0.9479618072509766,0,0,9,---------,-x9
20260702,138,hold,5,+,0.9059706926345825,0,5,0,+++++,+x5
20260702,139,hold,12,-,0.9669862985610962,0,0,12,------------,-x12
20260702,140,hold,24,+,0.9983676075935364,0,24,0,++++++++++++++++++++++++,+x24
20260702,141,hold,15,+,0.5826715230941772,0,15,0,+++++++++++++++,+x15
20260702,142,hold,19,+,0.9867689609527588,0,19,0,+++++++++++++++++++,+x19
20260702,143,hold,28,+,0.9953199028968811,0,28,0,++++++++++++++++++++++++++++,+x28
20260702,144,hold,6,+,0.9168999791145325,0,6,0,++++++,+x6
20260702,145,hold,6,+,0.960555911064148,0,6,0,++++++,+x6
20260702,146,hold,7,-,0.8078379034996033,0,0,7,-------,-x7
20260702,147,hold,19,-,0.9797977209091187,0,0,19,-------------------,-x19
20260702,148,hold,9,-,0.9416261315345764,0,0,9,---------,-x9
20260702,149,hold,6,+,0.9789820313453674,0,6,0,++++++,+x6
20260702,150,hold,14,+,0.9320893287658691,0,14,0,++++++++++++++,+x14
20260702,151,hold,13,+,0.9850799441337585,0,13,0,+++++++++++++,+x13
20260702,152,hold,11,+,0.9989792108535767,0,11,0,+++++++++++,+x11
20260702,153,hold,25,+,0.9952659606933594,0,25,0,+++++++++++++++++++++++++,+x25
20260702,154,hold,17,+,0.9824991226196289,0,17,0,+++++++++++++++++,+x17
20260702,155,hold,9,-,0.978124737739563,0,0,9,---------,-x9
20260702,156,hold,24,+,0.9987428784370422,0,24,0,++++++++++++++++++++++++,+x24
20260702,157,hold,23,+,0.9989718198776245,0,23,0,+++++++++++++++++++++++,+x23
20260702,158,hold,9,-,0.9125485420227051,0,0,9,---------,-x9
20260702,159,hold,11,-,0.985393226146698,0,0,11,-----------,-x11
20260702,160,hold,4,-,0.7472246289253235,0,0,4,----,-x4
20260702,161,hold,7,+,0.7877359986305237,0,7,0,+++++++,+x7
20260702,162,hold,12,-,0.587699830532074,0,0,12,------------,-x12
20260702,163,hold,6,+,0.992347240447998,0,6,0,++++++,+x6
20260702,164,hold,26,+,0.9954267740249634,0,26,0,++++++++++++++++++++++++++,+x26
20260702,165,hold,13,+,0.9983245730400085,0,13,0,+++++++++++++,+x13
20260702,166,hold,5,-,0.7165637612342834,0,0,5,-----,-x5
20260702,167,hold,20,+,0.659395158290863,0,20,0,++++++++++++++++++++,+x20
20260702,168,hold,11,+,0.7670978903770447,0,11,0,+++++++++++,+x11
20260702,169,hold,22,+,0.9971053004264832,0,22,0,++++++++++++++++++++++,+x22
20260702,170,hold,3,+,0.8617275953292847,0,3,0,+++,+x3
20260702,171,hold,13,-,0.9746329188346863,0,0,13,-------------,-x13
20260702,172,hold,7,-,0.6843876838684082,0,0,7,-------,-x7
20260702,173,hold,20,+,0.9870004057884216,0,20,0,++++++++++++++++++++,+x20
20260702,174,hold,10,-,0.6511635780334473,0,0,10,----------,-x10
20260702,175,hold,7,-,0.9945989847183228,0,0,7,-------,-x7
20260702,176,hold,6,+,0.9901579022407532,0,6,0,++++++,+x6
20260702,177,hold,14,+,0.9976375102996826,0,14,0,++++++++++++++,+x14
20260702,178,hold,11,-,0.8033297061920166,0,0,11,-----------,-x11
20260702,179,hold,9,-,0.9932304620742798,0,0,9,---------,-x9
20260702,180,hold,27,+,0.9983906745910645,0,27,0,+++++++++++++++++++++++++++,+x27
20260702,181,hold,9,+,0.8581937551498413,0,9,0,+++++++++,+x9
20260702,182,hold,6,+,0.9867033958435059,0,6,0,++++++,+x6
20260702,183,hold,24,+,0.9864469766616821,0,24,0,++++++++++++++++++++++++,+x24
20260702,184,hold,7,-,0.9824051260948181,0,0,7,-------,-x7
20260702,185,hold,4,+,0.9154762625694275,0,4,0,++++,+x4
20260702,186,hold,6,-,0.991503894329071,0,0,6,------,-x6
20260702,187,hold,5,-,0.9349848031997681,0,0,5,-----,-x5
20260702,188,hold,7,-,0.9900373220443726,0,0,7,-------,-x7
20260702,189,hold,28,+,0.9956153631210327,0,28,0,++++++++++++++++++++++++++++,+x28
20260702,190,hold,20,+,0.9844231009483337,0,20,0,++++++++++++++++++++,+x20
20260702,191,hold,44,+,0.9961714148521423,0,44,0,++++++++++++++++++++++++++++++++++++++++++++,+x44
20260702,192,hold,31,+,0.9974339604377747,0,31,0,+++++++++++++++++++++++++++++++,+x31
20260702,193,hold,16,+,0.9211345911026001,0,16,0,++++++++++++++++,+x16
20260702,194,hold,19,+,0.9945829510688782,0,19,0,+++++++++++++++++++,+x19
20260702,195,hold,24,+,0.9974580407142639,0,24,0,++++++++++++++++++++++++,+x24
20260702,196,hold,12,+,0.9997475743293762,0,12,0,++++++++++++,+x12
20260702,197,hold,33,+,0.9900680780410767,0,33,0,+++++++++++++++++++++++++++++++++,+x33
20260702,198,hold,25,+,0.809778094291687,0,25,0,+++++++++++++++++++++++++,+x25
20260702,199,hold,28,+,0.9946341514587402,0,28,0,++++++++++++++++++++++++++++,+x28
20260702,200,hold,9,-,0.9997497200965881,0,0,9,---------,-x9
20260702,201,hold,6,-,0.9110863208770752,0,0,6,------,-x6
20260702,202,hold,14,+,0.9978650212287903,0,14,0,++++++++++++++,+x14
20260702,203,hold,26,+,0.9982498288154602,0,26,0,++++++++++++++++++++++++++,+x26
20260702,204,hold,9,-,0.5230486392974854,0,0,9,---------,-x9
20260702,205,hold,9,-,0.8814806342124939,0,0,9,---------,-x9
20260702,206,hold,11,-,0.9859275817871094,0,0,11,-----------,-x11
20260702,207,hold,7,-,0.6508927345275879,0,0,7,-------,-x7
20260702,208,hold,4,-,0.8020742535591125,0,0,4,----,-x4
20260702,209,hold,5,+,0.6119316220283508,0,5,0,+++++,+x5
20260702,210,hold,26,+,0.9620042443275452,0,26,0,++++++++++++++++++++++++++,+x26
20260702,211,hold,6,+,0.8838163018226624,0,6,0,++++++,+x6
20260702,212,hold,22,+,0.9107803106307983,0,22,0,++++++++++++++++++++++,+x22
20260702,213,hold,10,-,0.9234201312065125,0,0,10,----------,-x10
20260702,214,hold,20,+,0.9971780776977539,0,20,0,++++++++++++++++++++,+x20
20260702,215,hold,6,+,0.9553212523460388,0,6,0,++++++,+x6
20260702,216,hold,13,+,0.9984363913536072,0,13,0,+++++++++++++,+x13
20260702,217,hold,14,-,0.9998237490653992,0,0,14,--------------,-x14
20260702,218,hold,24,+,0.9982693195343018,0,24,0,++++++++++++++++++++++++,+x24
20260702,219,hold,12,-,0.7231303453445435,0,0,12,------------,-x12
20260702,220,hold,21,+,0.971968948841095,0,21,0,+++++++++++++++++++++,+x21
20260702,221,hold,5,+,0.6898629665374756,0,5,0,+++++,+x5
20260702,222,hold,10,-,0.9804136157035828,0,0,10,----------,-x10
20260702,223,hold,17,+,0.992631196975708,0,17,0,+++++++++++++++++,+x17
20260702,224,hold,12,-,0.8527637720108032,0,0,12,------------,-x12
20260702,225,hold,19,+,0.8786760568618774,0,19,0,+++++++++++++++++++,+x19
20260702,226,hold,12,-,0.9858056902885437,0,0,12,------------,-x12
20260702,227,hold,14,+,0.5998766422271729,0,14,0,++++++++++++++,+x14
20260702,228,hold,25,+,0.9979890584945679,0,25,0,+++++++++++++++++++++++++,+x25
20260702,229,hold,25,+,0.9987745881080627,0,25,0,+++++++++++++++++++++++++,+x25
20260702,230,hold,1,+,0.9402992725372314,0,1,0,+,+x1
20260702,231,hold,7,-,0.9866829514503479,0,0,7,-------,-x7
20260702,232,hold,27,+,0.9719431400299072,0,27,0,+++++++++++++++++++++++++++,+x27
20260702,233,hold,40,+,0.9751805067062378,0,40,0,++++++++++++++++++++++++++++++++++++++++,+x40
20260702,234,hold,2,+,0.5439844131469727,0,2,0,++,+x2
20260702,235,hold,5,+,0.9653603434562683,0,5,0,+++++,+x5
20260702,236,hold,35,+,0.9965511560440063,0,35,0,+++++++++++++++++++++++++++++++++++,+x35
20260702,237,hold,14,+,0.8227280378341675,0,14,0,++++++++++++++,+x14
20260702,238,hold,7,-,0.6162128448486328,0,0,7,-------,-x7
20260702,239,hold,13,+,0.9990361928939819,0,13,0,+++++++++++++,+x13
20260702,240,hold,20,+,0.9968318343162537,0,20,0,++++++++++++++++++++,+x20
20260702,241,hold,7,-,0.7299167513847351,0,0,7,-------,-x7
20260702,242,hold,7,-,0.7751638889312744,0,0,7,-------,-x7
20260702,243,hold,23,+,0.9993023872375488,0,23,0,+++++++++++++++++++++++,+x23
20260702,244,hold,11,-,0.9888773560523987,0,0,11,-----------,-x11
20260702,245,hold,24,+,0.9989246726036072,0,24,0,++++++++++++++++++++++++,+x24
20260702,246,hold,5,+,0.7976756691932678,0,5,0,+++++,+x5
20260702,247,hold,20,+,0.9947368502616882,0,20,0,++++++++++++++++++++,+x20
20260702,248,hold,6,-,0.9950245022773743,0,0,6,------,-x6
20260702,249,hold,11,-,0.9395302534103394,0,0,11,-----------,-x11
20260702,250,hold,26,+,0.9724285006523132,0,26,0,++++++++++++++++++++++++++,+x26
20260702,251,hold,21,+,0.915837287902832,0,21,0,+++++++++++++++++++++,+x21
20260702,252,hold,26,+,0.9868414402008057,0,26,0,++++++++++++++++++++++++++,+x26
20260702,253,hold,18,+,0.9997811913490295,0,18,0,++++++++++++++++++,+x18
20260702,254,hold,5,-,0.9966526627540588,0,0,5,-----,-x5
20260702,255,hold,13,+,0.9993022680282593,0,13,0,+++++++++++++,+x13
20260702,256,hold,23,+,0.9992294311523438,0,23,0,+++++++++++++++++++++++,+x23
20260702,257,hold,9,+,0.600288987159729,0,9,0,+++++++++,+x9
20260702,258,hold,24,+,0.8883315324783325,0,24,0,++++++++++++++++++++++++,+x24
20260702,259,hold,22,+,0.9902254939079285,0,22,0,++++++++++++++++++++++,+x22
20260702,260,hold,14,-,0.7437649369239807,0,0,14,--------------,-x14
20260702,261,hold,14,+,0.9988188147544861,0,14,0,++++++++++++++,+x14
20260702,262,hold,13,+,0.9988127946853638,0,13,0,+++++++++++++,+x13
20260702,263,hold,22,+,0.9991464614868164,0,22,0,++++++++++++++++++++++,+x22
20260702,264,hold,22,+,0.9988947510719299,0,22,0,++++++++++++++++++++++,+x22
20260702,265,hold,20,+,0.9729952812194824,0,20,0,++++++++++++++++++++,+x20
20260702,266,hold,8,+,0.9755216240882874,0,8,0,++++++++,+x8
20260702,267,hold,5,-,0.9259617924690247,0,0,5,-----,-x5
20260702,268,hold,10,-,0.9709758758544922,0,0,10,----------,-x10
20260702,269,hold,6,-,0.9993284940719604,0,0,6,------,-x6
20260702,270,hold,6,-,0.9235339760780334,0,0,6,------,-x6
20260702,271,hold,12,+,0.9984508752822876,0,12,0,++++++++++++,+x12
20260702,272,hold,23,+,0.9963905215263367,0,23,0,+++++++++++++++++++++++,+x23
20260702,273,hold,22,+,0.9994288086891174,0,22,0,++++++++++++++++++++++,+x22
20260702,274,hold,6,-,0.5167549848556519,0,0,6,------,-x6
20260702,275,hold,25,+,0.9966539144515991,0,25,0,+++++++++++++++++++++++++,+x25
20260702,276,hold,18,+,0.9986306428909302,0,18,0,++++++++++++++++++,+x18
20260702,277,hold,7,-,0.5709071159362793,0,0,7,-------,-x7
20260702,278,hold,22,+,0.999256432056427,0,22,0,++++++++++++++++++++++,+x22
20260702,279,hold,22,+,0.9016228318214417,0,22,0,++++++++++++++++++++++,+x22
20260702,280,hold,18,+,0.8965733051300049,0,18,0,++++++++++++++++++,+x18
20260702,281,hold,20,+,0.9925547242164612,0,20,0,++++++++++++++++++++,+x20
20260702,282,hold,29,+,0.9973227381706238,0,29,0,+++++++++++++++++++++++++++++,+x29
20260702,283,hold,3,+,0.6249220967292786,0,3,0,+++,+x3
20260702,284,hold,27,+,0.8925833106040955,0,27,0,+++++++++++++++++++++++++++,+x27
20260702,285,hold,12,-,0.9272361397743225,0,0,12,------------,-x12
20260702,286,hold,10,+,0.9966611862182617,0,10,0,++++++++++,+x10
20260702,287,hold,16,+,0.999180257320404,0,16,0,++++++++++++++++,+x16
20260702,288,hold,5,-,0.5851600170135498,0,0,5,-----,-x5
20260702,289,hold,14,+,0.9982373714447021,0,14,0,++++++++++++++,+x14
20260702,290,hold,14,+,0.9994387030601501,0,14,0,++++++++++++++,+x14
20260702,291,hold,22,+,0.9979731440544128,0,22,0,++++++++++++++++++++++,+x22
20260702,292,hold,6,-,0.6628859043121338,0,0,6,------,-x6
20260702,293,hold,26,+,0.9957841038703918,0,26,0,++++++++++++++++++++++++++,+x26
20260702,294,hold,11,-,0.9939736723899841,0,0,11,-----------,-x11
20260702,295,hold,14,+,0.8149093389511108,0,14,0,++++++++++++++,+x14
20260702,296,hold,14,+,0.9887732863426208,0,14,0,++++++++++++++,+x14
20260702,297,hold,5,+,0.9595599174499512,0,5,0,+++++,+x5
20260702,298,hold,8,+,0.9871813654899597,0,8,0,++++++++,+x8
20260702,299,hold,10,-,0.9182299375534058,0,0,10,----------,-x10
20260702,300,hold,7,+,0.9830754995346069,0,7,0,+++++++,+x7
20260702,301,hold,9,-,0.8884830474853516,0,0,9,---------,-x9
20260702,302,hold,23,+,0.9983664155006409,0,23,0,+++++++++++++++++++++++,+x23
20260702,303,hold,4,-,0.5790603756904602,0,0,4,----,-x4
20260702,304,hold,22,+,0.9992819428443909,0,22,0,++++++++++++++++++++++,+x22
20260702,305,hold,28,+,0.9979885816574097,0,28,0,++++++++++++++++++++++++++++,+x28
20260702,306,hold,21,+,0.8014594316482544,0,21,0,+++++++++++++++++++++,+x21
20260702,307,hold,11,+,0.9992659687995911,0,11,0,+++++++++++,+x11
20260702,308,hold,21,+,0.9967783093452454,0,21,0,+++++++++++++++++++++,+x21
20260702,309,hold,10,+,0.7788199186325073,0,10,0,++++++++++,+x10
20260702,310,hold,22,+,0.997605562210083,0,22,0,++++++++++++++++++++++,+x22
20260702,311,hold,25,+,0.9951189756393433,0,25,0,+++++++++++++++++++++++++,+x25
20260702,312,hold,24,+,0.9930452704429626,0,24,0,++++++++++++++++++++++++,+x24
20260702,313,hold,24,+,0.9989057779312134,0,24,0,++++++++++++++++++++++++,+x24
20260702,314,hold,5,+,0.9111465215682983,0,5,0,+++++,+x5
20260702,315,hold,12,+,0.5348237752914429,0,12,0,++++++++++++,+x12
20260702,316,hold,3,+,0.7670930624008179,0,3,0,+++,+x3
20260702,317,hold,31,+,0.9694645404815674,0,31,0,+++++++++++++++++++++++++++++++,+x31
20260702,318,hold,23,+,0.9986820816993713,0,23,0,+++++++++++++++++++++++,+x23
20260702,319,hold,6,+,0.5881535410881042,0,6,0,++++++,+x6
20260702,320,hold,9,-,0.9962673783302307,0,0,9,---------,-x9
20260702,321,hold,1,-,0.9366582036018372,0,0,1,-,-x1
20260702,322,hold,16,-,0.9986577033996582,0,0,16,----------------,-x16
20260702,323,hold,33,+,0.9959926009178162,0,33,0,+++++++++++++++++++++++++++++++++,+x33
20260702,324,hold,24,+,0.9991948008537292,0,24,0,++++++++++++++++++++++++,+x24
20260702,325,hold,23,+,0.999392032623291,0,23,0,+++++++++++++++++++++++,+x23
20260702,326,hold,5,-,0.8621151447296143,0,0,5,-----,-x5
20260702,327,hold,18,+,0.8069835901260376,0,18,0,++++++++++++++++++,+x18
20260702,328,hold,8,+,0.7876380085945129,0,8,0,++++++++,+x8
20260702,329,hold,33,+,0.9980359673500061,0,33,0,+++++++++++++++++++++++++++++++++,+x33
20260702,330,hold,18,+,0.9979774355888367,0,18,0,++++++++++++++++++,+x18
20260702,331,hold,21,+,0.9722346663475037,0,21,0,+++++++++++++++++++++,+x21
20260702,332,hold,14,+,0.9967100620269775,0,14,0,++++++++++++++,+x14
20260702,333,hold,7,-,0.9256635308265686,0,0,7,-------,-x7
20260702,334,hold,7,+,0.9835422039031982,0,7,0,+++++++,+x7
20260702,335,hold,23,+,0.9998356103897095,0,23,0,+++++++++++++++++++++++,+x23
20260702,336,hold,20,+,0.9981325268745422,0,20,0,++++++++++++++++++++,+x20
20260702,337,hold,13,+,0.9993219375610352,0,13,0,+++++++++++++,+x13
20260702,338,hold,7,-,0.9655641317367554,0,0,7,-------,-x7
20260702,339,hold,6,-,0.5722005367279053,0,0,6,------,-x6
20260702,340,hold,16,+,0.995210587978363,0,16,0,++++++++++++++++,+x16
20260702,341,hold,14,+,0.9988369345664978,0,14,0,++++++++++++++,+x14
20260702,342,hold,3,+,0.9703401327133179,0,3,0,+++,+x3
20260702,343,hold,15,-,0.9826123714447021,0,0,15,---------------,-x15
20260702,344,hold,13,+,0.5619442462921143,0,13,0,+++++++++++++,+x13
20260702,345,hold,4,-,0.6203604936599731,0,0,4,----,-x4
20260702,346,hold,18,+,0.997819185256958,0,18,0,++++++++++++++++++,+x18
20260702,347,hold,7,+,0.8345889449119568,0,7,0,+++++++,+x7
20260702,348,hold,13,-,0.9838539361953735,0,0,13,-------------,-x13
20260702,349,hold,1,+,0.9142950773239136,0,1,0,+,+x1
20260702,350,hold,4,+,0.8941246867179871,0,4,0,++++,+x4
20260702,351,hold,22,+,0.9817758202552795,0,22,0,++++++++++++++++++++++,+x22
20260702,352,hold,11,+,0.954647421836853,0,11,0,+++++++++++,+x11
