length_m,height_m,n,active_success_rate,proposed_success_rate,active_valid_rate,proposed_valid_rate,common_valid_count,active_common_mean_cmt,proposed_common_mean_cmt
0.3,0.0,1200,0.4866666666666667,0.48333333333333334,0.25666666666666665,0.2625,294,1.6073973794587524,1.027298881641084
0.3,0.01,1200,0.4825,0.48583333333333334,0.2683333333333333,0.2758333333333333,305,1.3340613347671044,0.8177296501363261
0.3,0.02,1200,0.505,0.49916666666666665,0.265,0.27666666666666667,306,1.8229947742784862,1.2491902140280713
0.35,0.0,1200,0.4866666666666667,0.49166666666666664,0.2475,0.2708333333333333,282,1.5027699830226064,0.6822539028946388
0.35,0.01,1200,0.48583333333333334,0.49583333333333335,0.23666666666666666,0.2608333333333333,279,1.4513967317118457,0.7775865286529339
0.35,0.02,1200,0.49333333333333335,0.4875,0.25666666666666665,0.27,296,1.6127257889375792,0.7385505969660172
0.4,0.0,1200,0.4633333333333333,0.4683333333333333,0.22083333333333333,0.25333333333333335,254,1.3735325774376548,0.469960246204266
0.4,0.01,1200,0.48333333333333334,0.48333333333333334,0.21333333333333335,0.23166666666666666,243,1.541913739872122,0.6489311484985096
0.4,0.02,1200,0.4708333333333333,0.4775,0.245,0.26166666666666666,280,1.4260973341598906,0.6460687030115372
