eval_label,controller,reason_group,reason,count,fraction_of_all,fraction_of_failures,fraction_of_successes,n_all,n_failures,n_successes
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,passive_oracle_envelope,failure_reason_token,foot_ground_bad_clearance,89,0.0412037037037037,0.07600341588385995,0.0,2160,1171,989
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,passive_oracle_envelope,failure_reason_token,clearance,87,0.04027777777777778,0.07429547395388557,0.0,2160,1171,989
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,passive_oracle_envelope,failure_reason_token,knee_ground,32,0.014814814814814815,0.027327070879590094,0.0,2160,1171,989
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,passive_oracle_envelope,failure_reason_token,foot_ground_after_ready,23,0.010648148148148148,0.01964133219470538,0.0,2160,1171,989
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,passive_oracle_envelope,failure_reason_token,q1_low_limit,23,0.010648148148148148,0.01964133219470538,0.0,2160,1171,989
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,passive_oracle_envelope,failure_reason_token,speed,7,0.0032407407407407406,0.005977796754910333,0.0,2160,1171,989
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,passive_oracle_envelope,failure_reason_token,q3_high_limit,2,0.000925925925925926,0.0017079419299743809,0.0,2160,1171,989
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,passive_oracle_envelope,success_terminal_reason,success,987,0.45694444444444443,0.0,0.9979777553083923,2160,1171,989
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,passive_oracle_envelope,success_terminal_reason,success+touchdown_event,2,0.000925925925925926,0.0,0.0020222446916076846,2160,1171,989
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,passive_sign_selector,failure_exact_terminal_reason,clearance_ground+foot_ground_before_ready,950,0.4398148148148148,0.794314381270903,0.0,2160,1196,964
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,passive_sign_selector,failure_exact_terminal_reason,clearance_ground+foot_ground_bad_clearance,85,0.03935185185185185,0.07107023411371237,0.0,2160,1196,964
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,passive_sign_selector,failure_exact_terminal_reason,clearance,61,0.02824074074074074,0.05100334448160535,0.0,2160,1196,964
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,passive_sign_selector,failure_exact_terminal_reason,clearance_ground+foot_ground_after_ready,36,0.016666666666666666,0.030100334448160536,0.0,2160,1196,964
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,passive_sign_selector,failure_exact_terminal_reason,clearance_ground+knee_ground,32,0.014814814814814815,0.026755852842809364,0.0,2160,1196,964
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,passive_sign_selector,failure_exact_terminal_reason,q1_low_limit,20,0.009259259259259259,0.016722408026755852,0.0,2160,1196,964
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,passive_sign_selector,failure_exact_terminal_reason,speed,9,0.004166666666666667,0.007525083612040134,0.0,2160,1196,964
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,passive_sign_selector,failure_exact_terminal_reason,q1_high_limit,1,0.000462962962962963,0.0008361204013377926,0.0,2160,1196,964
