eval_label,reference_controller,comparison_controller,total_pairs,both_valid_pairs,reference_valid_only_pairs,comparison_valid_only_pairs,neither_valid_pairs,both_valid_rate,reference_valid_rate,comparison_valid_rate,reference_mean_cmt_on_both_valid,comparison_mean_cmt_on_both_valid,mean_comparison_minus_reference_cmt,median_comparison_minus_reference_cmt,mean_comparison_over_reference_cmt,fraction_comparison_lower_cmt
4DoF_V22_3_3x3_grid_4Nm_legacy_success_true_action_mask_scratch_c090,true_action_mask_scratch,passive_sign_selector,2160,395,35,85,1645,0.18287037037037038,0.19907407407407407,0.2222222222222222,1.3029621667246876,0.27827288399435546,-1.0246892827303322,-0.5727749455497219,0.30123164218379667,0.8962025316455696
