seed,episode_index,reset_phase,route,p_positive,p_negative,p_active,success,valid_for_cmt,cmt
20260702,62,touchdown,negative,0.0126626743003726,0.6197738647460938,0.36756351590156555,True,False,nan
20260702,63,mid_cross,active,4.26742445824857e-07,3.719204055840919e-09,0.9999995231628418,False,False,nan
20260702,64,touchdown,active,0.26534223556518555,0.2825163006782532,0.45214149355888367,True,False,nan
20260702,65,touchdown,negative,0.2294820249080658,0.7587854862213135,0.01173243299126625,True,False,nan
20260702,66,touchdown,active,0.0002044085704255849,0.0023546451702713966,0.9974409341812134,False,False,nan
20260702,67,mid_cross,positive,0.901322066783905,0.0009438677807338536,0.09773404151201248,False,False,nan
20260702,68,touchdown,negative,0.08380844444036484,0.7638250589370728,0.152366504073143,True,False,nan
20260702,69,touchdown,active,0.361519455909729,0.0819658488035202,0.5565146207809448,False,False,nan
20260702,70,touchdown,active,1.3344784832725054e-08,8.518029972037766e-06,0.9999914169311523,False,False,nan
20260702,71,pre_cross,active,6.712736649205908e-06,4.090935590284062e-09,0.9999933242797852,False,False,nan
20260702,72,touchdown,negative,0.0800163671374321,0.9036527276039124,0.016330905258655548,True,False,nan
20260702,73,mid_cross,active,4.5129216336148303e-11,5.755396714768324e-10,1.0,False,False,nan
20260702,74,touchdown,active,0.5625856518745422,0.41254082322120667,0.024873526766896248,True,True,1.1063754347357655
20260702,75,mid_cross,active,4.805371645488776e-06,3.7139209485559377e-09,0.999995231628418,False,False,nan
20260702,76,touchdown,positive,0.9623059630393982,0.031955160200595856,0.005738868843764067,True,True,0.11591036022383056
20260702,77,touchdown,positive,0.8927666544914246,0.10189425945281982,0.0053390986286103725,True,True,0.05242610033844759
20260702,78,mid_cross,active,0.44867268204689026,0.004417686723172665,0.5469096302986145,False,False,nan
20260702,79,mid_cross,active,4.208181394460553e-07,1.8320221784051682e-08,0.9999995231628418,False,False,nan
20260702,80,mid_cross,positive,0.7079964876174927,5.505295848706737e-05,0.29194843769073486,False,False,nan
20260702,81,touchdown,negative,0.33574429154396057,0.6606616377830505,0.003594108624383807,True,False,nan
20260702,82,touchdown,positive,0.8769034147262573,0.12156682461500168,0.001529717817902565,True,False,nan
20260702,83,mid_cross,active,1.5584852008032613e-05,7.445518690474273e-07,0.9999836683273315,False,False,nan
20260702,84,mid_cross,active,0.11834084242582321,7.99413555796491e-06,0.8816512227058411,False,False,nan
20260702,85,mid_cross,active,1.4045956220343214e-07,5.6345386134637465e-09,0.9999998807907104,False,False,nan
20260702,86,mid_cross,active,4.971545877197059e-07,1.0774508751865142e-07,0.9999994039535522,False,False,nan
20260702,87,mid_cross,active,9.874104867080291e-10,1.3214234684255644e-07,0.9999998807907104,False,False,nan
20260702,88,touchdown,positive,0.8734613060951233,0.12494774162769318,0.001590970205143094,True,True,0.008954000878686029
20260702,89,touchdown,active,0.0874030590057373,0.018876507878303528,0.8937203884124756,False,False,nan
20260702,90,touchdown,active,0.7432556748390198,0.2566715478897095,7.270379137480631e-05,True,False,nan
20260702,91,mid_cross,active,5.800752660434227e-07,1.0857491572480171e-09,0.9999994039535522,False,False,nan
20260702,92,mid_cross,active,9.934789204635308e-07,6.365686999743048e-08,0.999998927116394,False,False,nan
20260702,93,touchdown,positive,0.914467990398407,0.08036305010318756,0.005168976727873087,True,False,nan
20260702,94,touchdown,active,0.00027385802241042256,0.004124076571315527,0.995602011680603,False,False,nan
20260702,95,touchdown,positive,0.9159663915634155,0.08126664161682129,0.0027668848633766174,True,True,0.029598079864064673
20260702,96,mid_cross,active,3.141208182455557e-08,0.0017605979228392243,0.9982393980026245,False,False,nan
20260702,97,touchdown,active,0.8157786130905151,0.17609648406505585,0.008124942891299725,True,True,0.12465671347445967
20260702,98,touchdown,negative,0.1611814796924591,0.7256640195846558,0.11315450817346573,True,False,nan
20260702,99,touchdown,active,0.38626018166542053,0.05966224521398544,0.5540775656700134,False,False,nan
20260702,100,touchdown,positive,0.8919164538383484,0.10422757267951965,0.0038559497334063053,True,True,0.023624402211377626
20260702,101,touchdown,active,7.137704187698546e-07,0.00047819025348871946,0.9995211362838745,False,False,nan
20260702,102,touchdown,positive,0.8756712079048157,0.12116026133298874,0.0031684550922363997,True,False,nan
20260702,103,pre_cross,active,0.0001980878587346524,9.184781788462715e-07,0.999800980091095,False,False,nan
20260702,104,touchdown,positive,0.8832791447639465,0.11166573315858841,0.005055128131061792,True,True,0.028119111931938296
20260702,105,mid_cross,active,5.428624263004167e-06,6.279724118485319e-08,0.9999945163726807,False,False,nan
20260702,106,mid_cross,active,3.9883339923107997e-05,2.2003584376761864e-07,0.9999599456787109,False,False,nan
20260702,107,mid_cross,active,2.269595142934122e-06,2.7894100362857444e-09,0.9999977350234985,False,False,nan
20260702,108,pre_cross,active,8.799478905530123e-07,4.3359291157507585e-10,0.9999991655349731,False,False,nan
20260702,109,touchdown,positive,0.9794405698776245,0.01961108297109604,0.0009483547764830291,True,True,0.5288448539480802
20260702,110,mid_cross,active,1.2481431440392043e-05,1.7017875997282772e-09,0.9999874830245972,False,False,nan
20260702,111,mid_cross,active,0.051555123180150986,0.00018162300693802536,0.9482632875442505,False,False,nan
20260702,112,pre_cross,positive,0.6324575543403625,0.0010536545887589455,0.36648881435394287,False,False,nan
20260702,113,pre_cross,positive,0.5993050336837769,0.00139835465233773,0.3992966115474701,False,False,nan
20260702,114,mid_cross,active,2.170165862480644e-05,2.0114334802201483e-06,0.9999762773513794,False,False,nan
20260702,115,mid_cross,positive,0.9526689052581787,0.011011900380253792,0.03631916269659996,True,True,1.2037742692022981
20260702,116,touchdown,active,0.5373902320861816,0.462403267621994,0.00020653058891184628,True,False,nan
20260702,117,pre_cross,active,5.845914074598113e-06,1.3805054877025214e-09,0.999994158744812,False,False,nan
20260702,118,mid_cross,active,0.0009216690086759627,5.66751486985595e-06,0.9990726709365845,False,False,nan
20260702,119,mid_cross,active,1.125224343923037e-06,2.5424904848136975e-08,0.9999988079071045,False,False,nan
20260702,120,touchdown,active,0.009063645265996456,0.06719403713941574,0.9237422943115234,False,False,nan
20260702,121,touchdown,active,0.844060480594635,0.154531329870224,0.0014081754488870502,True,True,2.565210460954793
20260702,122,mid_cross,active,2.9605413676137005e-09,3.500636225339804e-08,1.0,False,False,nan
20260702,123,touchdown,active,0.7548581957817078,0.23887193202972412,0.006269851699471474,True,True,0.2482523116059364
20260702,124,touchdown,positive,0.9471816420555115,0.05254632979631424,0.0002719683398026973,True,False,nan
20260702,125,mid_cross,active,4.425912266015075e-06,6.216923509327899e-08,0.9999954700469971,False,False,nan
20260702,126,mid_cross,active,1.599371898919344e-06,2.9044622351648286e-07,0.9999980926513672,False,False,nan
20260702,127,touchdown,positive,0.9597053527832031,0.039781998842954636,0.0005126945325173438,True,True,0.021185442551719693
20260702,128,touchdown,active,0.8082106113433838,0.18976399302482605,0.002025411231443286,True,False,nan
20260702,129,touchdown,positive,0.9081388115882874,0.08782060444355011,0.004040574189275503,True,True,0.03165465382194089
20260702,130,touchdown,negative,0.2994004487991333,0.6935606598854065,0.007038869895040989,True,True,0.5426126852157975
20260702,131,mid_cross,active,7.779870543345169e-07,1.4596238884223567e-07,0.9999990463256836,False,False,nan
20260702,132,touchdown,negative,0.004437183029949665,0.7715071439743042,0.22405564785003662,True,False,nan
20260702,133,touchdown,active,2.0150571799604222e-05,0.0008588513592258096,0.9991210103034973,False,False,nan
20260702,134,mid_cross,active,2.393183603999205e-05,1.034830347634852e-06,0.9999750852584839,False,False,nan
20260702,135,pre_cross,active,0.04887136444449425,6.218631460797042e-05,0.9510664939880371,False,False,nan
20260702,136,mid_cross,active,0.002355351811274886,0.0002112891525030136,0.9974333643913269,False,False,nan
20260702,137,touchdown,active,0.0007485977257601917,0.013773140497505665,0.9854782819747925,False,False,nan
20260702,138,touchdown,positive,0.8732100129127502,0.10120625793933868,0.025583742186427116,True,True,0.024178013129601793
20260702,139,touchdown,active,3.003802476087003e-06,0.0007425724761560559,0.9992544054985046,False,False,nan
20260702,140,mid_cross,active,1.0755869794820683e-07,6.829557808174513e-09,0.9999998807907104,False,False,nan
20260702,141,mid_cross,active,4.395355607256235e-12,2.5896468303088227e-10,1.0,False,False,nan
20260702,142,mid_cross,active,2.1636424207827076e-08,1.244591008031648e-08,1.0,False,False,nan
20260702,143,pre_cross,active,0.08935154229402542,0.00037765526212751865,0.9102708101272583,False,False,nan
20260702,144,touchdown,active,0.81614089012146,0.08409436792135239,0.09976468235254288,True,False,nan
20260702,145,touchdown,positive,0.8909950852394104,0.09321919083595276,0.015785720199346542,True,True,0.026993631351066978
20260702,146,touchdown,active,0.502903163433075,0.46978163719177246,0.027315154671669006,True,False,nan
20260702,147,mid_cross,active,4.0703006937148345e-11,2.3714838448540831e-07,0.9999997615814209,False,False,nan
20260702,148,touchdown,active,0.003274360205978155,0.04842553660273552,0.9483001232147217,False,False,nan
20260702,149,touchdown,positive,0.9174920916557312,0.07535171508789062,0.007156169041991234,True,True,0.02976549613517318
20260702,150,touchdown,active,0.5409724116325378,0.12373387813568115,0.3352937400341034,False,False,nan
20260702,151,mid_cross,active,9.246411991625791e-07,2.8799300366699754e-07,0.9999988079071045,False,False,nan
20260702,152,pre_cross,active,6.184894232319493e-07,3.948430915556855e-09,0.9999994039535522,False,False,nan
20260702,153,mid_cross,active,0.16988305747509003,0.0008393325260840356,0.8292775750160217,False,False,nan
20260702,154,mid_cross,positive,0.5922524333000183,0.016984188929200172,0.39076346158981323,False,False,nan
20260702,155,touchdown,active,4.3959989852737635e-05,0.014137002639472485,0.9858189821243286,False,False,nan
20260702,156,mid_cross,active,3.97534022340551e-05,8.323770117613094e-09,0.99996018409729,False,False,nan
20260702,157,pre_cross,active,1.5844020708755124e-06,4.069507841819586e-09,0.9999984502792358,False,False,nan
20260702,158,touchdown,negative,0.046722568571567535,0.7776616215705872,0.1756158173084259,True,False,nan
20260702,159,touchdown,active,0.0009343575802631676,0.018734296783804893,0.9803313612937927,False,False,nan
20260702,160,touchdown,active,0.3943313658237457,0.5047669410705566,0.10090164840221405,True,False,nan
20260702,161,touchdown,positive,0.9235994815826416,0.07559692859649658,0.0008036796352826059,True,True,0.022724645627305175
20260702,162,mid_cross,active,1.9299161227448458e-11,7.894531695029627e-10,1.0,False,False,nan
20260702,163,touchdown,positive,0.9095085263252258,0.053979020565748215,0.03651249036192894,True,True,0.03059061464329249
20260702,164,mid_cross,active,2.3987922759260982e-08,1.260364146382642e-09,1.0,False,False,nan
20260702,165,pre_cross,active,4.777375124831451e-06,5.55840207194791e-10,0.999995231628418,False,False,nan
20260702,166,touchdown,active,0.5288851261138916,0.3208058476448059,0.15030896663665771,True,False,nan
20260702,167,mid_cross,active,9.583042137606412e-10,3.061327191744567e-08,1.0,False,False,nan
20260702,168,touchdown,active,0.7910996675491333,0.1982286274433136,0.010671745985746384,True,True,0.9540441790874362
20260702,169,pre_cross,active,7.761457709420938e-06,1.5780345918869898e-08,0.9999922513961792,False,False,nan
20260702,170,touchdown,positive,0.9692649245262146,0.030386338010430336,0.00034869846422225237,True,False,nan
20260702,171,touchdown,active,4.797798737854464e-06,0.0012701534433290362,0.9987249970436096,False,False,nan
20260702,172,touchdown,active,0.778677225112915,0.20610827207565308,0.015214509330689907,True,False,nan
20260702,173,mid_cross,active,7.172122423071414e-06,5.200427821705489e-08,0.9999927282333374,False,False,nan
20260702,174,touchdown,active,0.5101341009140015,0.21617281436920166,0.27369317412376404,False,False,nan
20260702,175,touchdown,active,0.002353635150939226,0.21153751015663147,0.7861089110374451,False,False,nan
20260702,176,touchdown,positive,0.9733009338378906,0.02357008494436741,0.0031289614271372557,True,True,0.03306840453784245
20260702,177,pre_cross,active,0.010919613763689995,8.958283433457837e-05,0.9889907836914062,False,False,nan
20260702,178,mid_cross,active,1.2994208573730015e-12,1.347057743128488e-10,1.0,False,False,nan
20260702,179,touchdown,active,0.008602363988757133,0.0943446010351181,0.897053062915802,False,False,nan
20260702,180,mid_cross,active,0.21909749507904053,0.0005178404389880598,0.7803846001625061,False,False,nan
20260702,181,touchdown,positive,0.9445376396179199,0.05430316925048828,0.0011592189548537135,True,True,0.05775299119378801
20260702,182,pre_cross,active,2.5671388357295655e-06,3.1212143980496876e-09,0.9999973773956299,False,False,nan
20260702,183,mid_cross,active,0.0002046349400188774,8.18730222817976e-06,0.9997871518135071,False,False,nan
20260702,184,touchdown,negative,0.045548755675554276,0.9118378162384033,0.04261342063546181,True,False,nan
20260702,185,touchdown,positive,0.9747666716575623,0.024986684322357178,0.00024664265220053494,True,True,0.07618005960936798
20260702,186,touchdown,negative,0.0042999498546123505,0.8686895370483398,0.1270104944705963,True,False,nan
20260702,187,touchdown,negative,0.06092182919383049,0.8564210534095764,0.08265706896781921,True,True,3.068929224449787
20260702,188,touchdown,negative,0.015503883361816406,0.8557617664337158,0.12873433530330658,True,False,nan
20260702,189,mid_cross,active,3.833332812064327e-06,1.8696358239367328e-08,0.9999961853027344,False,False,nan
20260702,190,mid_cross,active,2.262955376863829e-06,6.601078439416597e-08,0.999997615814209,False,False,nan
20260702,191,pre_cross,active,1.7008893337333575e-05,7.593278894546529e-08,0.9999829530715942,False,False,nan
20260702,192,mid_cross,active,5.357875124900602e-05,5.408111860560894e-07,0.999945878982544,False,False,nan
20260702,193,mid_cross,active,9.71956453099665e-08,1.6108266720493702e-07,0.9999997615814209,False,False,nan
20260702,194,mid_cross,active,1.6069687802655608e-08,2.6325273072558275e-09,1.0,False,False,nan
20260702,195,mid_cross,active,5.645303644996602e-06,3.516061042319052e-07,0.9999940395355225,False,False,nan
20260702,196,mid_cross,active,1.1496736988192424e-05,7.537921078437648e-07,0.9999877214431763,False,False,nan
20260702,197,pre_cross,active,0.0006059742881916463,8.53580743864768e-08,0.9993939399719238,False,False,nan
20260702,198,mid_cross,active,1.3427603335003369e-05,6.8034801188332494e-06,0.9999797344207764,False,False,nan
20260702,199,pre_cross,active,1.7374071603626362e-06,5.30410604326903e-09,0.9999982118606567,False,False,nan
20260702,200,touchdown,active,3.827286946034292e-06,0.13168635964393616,0.8683097958564758,False,False,nan
20260702,201,touchdown,negative,0.4043012857437134,0.5890395641326904,0.006659172009676695,True,False,nan
20260702,202,pre_cross,active,4.7157405788311735e-05,1.4697474171043723e-07,0.9999526739120483,False,False,nan
20260702,203,mid_cross,active,1.0058532780021778e-06,2.9221052244565726e-08,0.999998927116394,False,False,nan
20260702,204,touchdown,active,0.06274271011352539,0.14217056334018707,0.795086681842804,False,False,nan
20260702,205,touchdown,active,0.08519114553928375,0.32540932297706604,0.589399516582489,True,False,nan
20260702,206,touchdown,active,9.044297257787548e-06,0.00207113241776824,0.9979198575019836,False,False,nan
20260702,207,touchdown,active,0.7667867541313171,0.22269432246685028,0.010518932715058327,True,False,nan
20260702,208,touchdown,active,0.6374403238296509,0.352710485458374,0.00984920747578144,True,False,nan
20260702,209,touchdown,active,0.8472884297370911,0.10093741118907928,0.051774170249700546,True,False,nan
20260702,210,mid_cross,active,0.07938600331544876,0.0009820600971579552,0.9196319580078125,False,False,nan
20260702,211,touchdown,active,0.8478670120239258,0.14447113871574402,0.007661889307200909,True,True,1.3760529984382124
20260702,212,mid_cross,active,1.7923137818343093e-07,1.5100138739398972e-07,0.9999996423721313,False,False,nan
20260702,213,touchdown,active,0.0036619401071220636,0.024265678599476814,0.9720723032951355,False,False,nan
20260702,214,mid_cross,active,2.996195325977169e-05,1.0980576803376607e-07,0.9999699592590332,False,False,nan
20260702,215,touchdown,positive,0.922308623790741,0.07018417119979858,0.00750728091225028,True,True,0.2538045835762017
20260702,216,pre_cross,active,4.5249655045154213e-07,5.920545997906146e-11,0.9999995231628418,False,False,nan
20260702,217,touchdown,active,2.123084641425521e-08,0.00014705576177220792,0.9998528957366943,False,False,nan
20260702,218,mid_cross,active,2.2054427972761914e-06,2.313195857084338e-08,0.9999977350234985,False,False,nan
20260702,219,touchdown,active,0.157037153840065,0.31220391392707825,0.5307589173316956,True,False,nan
20260702,220,mid_cross,active,2.678117141385883e-07,9.391137467673616e-08,0.9999996423721313,False,False,nan
20260702,221,touchdown,positive,0.9693236351013184,0.03012043982744217,0.0005559672135859728,True,False,nan
20260702,222,touchdown,active,0.0003382116265129298,0.01329172495752573,0.9863700866699219,False,False,nan
20260702,223,pre_cross,active,5.967607421553112e-07,4.8685615539056926e-09,0.9999994039535522,False,False,nan
20260702,224,mid_cross,active,4.001408232534587e-11,2.7066972663192246e-08,1.0,False,False,nan
20260702,225,mid_cross,active,1.3194056514009844e-08,1.7071348779040818e-08,1.0,False,False,nan
20260702,226,touchdown,active,7.339956482610432e-07,0.0001854325528256595,0.9998138546943665,False,False,nan
20260702,227,touchdown,active,0.65928053855896,0.18349169194698334,0.15722770988941193,False,False,nan
20260702,228,mid_cross,active,0.46617716550827026,0.000619116413872689,0.5332037806510925,True,True,0.802910742579921
20260702,229,mid_cross,active,1.6083553191492683e-06,3.493933320442011e-08,0.9999983310699463,False,False,nan
20260702,230,touchdown,active,0.724094569683075,0.16710565984249115,0.1087997555732727,True,True,0.009965893480873246
20260702,231,touchdown,negative,0.01326765213161707,0.6048736572265625,0.3818586766719818,False,False,nan
20260702,232,mid_cross,active,9.877330739982426e-07,2.520204986922181e-07,0.9999988079071045,False,False,nan
20260702,233,mid_cross,active,0.3269807994365692,0.06065996363759041,0.6123591661453247,False,False,nan
20260702,234,touchdown,positive,0.9623396396636963,0.037649497389793396,1.0871325685002375e-05,True,False,nan
20260702,235,touchdown,positive,0.9620489478111267,0.03597292676568031,0.001978065585717559,True,True,0.02397292187229142
20260702,236,pre_cross,active,1.4252300388761796e-05,3.173927509703134e-10,0.9999856948852539,False,False,nan
20260702,237,mid_cross,active,8.476411039737286e-07,2.853909677469346e-07,0.9999988079071045,False,False,nan
20260702,238,touchdown,negative,0.11131999641656876,0.6693161129951477,0.21936388313770294,True,True,0.85537261967563
20260702,239,pre_cross,active,1.0641601875249762e-06,2.1310772591043303e-10,0.999998927116394,False,False,nan
20260702,240,mid_cross,active,0.00016884486831258982,5.4667445681388926e-08,0.9998310804367065,False,False,nan
20260702,241,touchdown,negative,0.2736055254936218,0.7200351357460022,0.006359304301440716,True,True,1.5551001843320886
20260702,242,touchdown,negative,0.393871545791626,0.5842618346214294,0.021866586059331894,True,False,nan
20260702,243,mid_cross,active,4.278604137653019e-06,1.0877421630084427e-07,0.9999955892562866,False,False,nan
20260702,244,mid_cross,active,1.7954518080620652e-11,2.6610553760519906e-09,1.0,False,False,nan
20260702,245,mid_cross,active,1.8725035261013545e-05,7.705767188781465e-07,0.9999804496765137,False,False,nan
20260702,246,touchdown,active,0.8292982578277588,0.16867077350616455,0.002031003823503852,True,True,0.051331970970318795
20260702,247,pre_cross,active,0.13639120757579803,0.00026370552950538695,0.8633450865745544,False,False,nan
20260702,248,touchdown,negative,0.10478108376264572,0.8879075646400452,0.00731134507805109,True,False,nan
20260702,249,touchdown,active,0.002231994876638055,0.054265446960926056,0.9435026049613953,False,False,nan
20260702,250,mid_cross,active,1.0433170245960355e-05,3.2796319828776177e-06,0.9999862909317017,False,False,nan
20260702,251,mid_cross,active,5.2712287867962004e-08,2.6464837432627064e-08,0.9999998807907104,False,False,nan
20260702,252,mid_cross,active,1.4543052202498075e-06,2.73291664854014e-08,0.9999985694885254,False,False,nan
20260702,253,mid_cross,active,0.4242878556251526,0.008848987519741058,0.5668631196022034,False,False,nan
20260702,254,touchdown,negative,0.0023702022153884172,0.9388615489006042,0.058768242597579956,True,True,2.4472831639941486
20260702,255,pre_cross,active,2.9212924346211366e-07,1.6263077995404274e-08,0.9999996423721313,False,False,nan
20260702,256,mid_cross,active,6.008322543493705e-06,9.853187066255487e-07,0.9999929666519165,False,False,nan
20260702,257,touchdown,positive,0.9761113524436951,0.02067692205309868,0.0032116384245455265,True,False,nan
20260702,258,mid_cross,active,6.0503766441399875e-09,1.0749221068806492e-08,1.0,False,False,nan
20260702,259,mid_cross,active,3.628793479037995e-07,4.239324624677465e-08,0.9999996423721313,False,False,nan
20260702,260,mid_cross,active,5.670451087846917e-13,2.0788246124503473e-10,1.0,False,False,nan
20260702,261,pre_cross,active,1.7905696267916937e-06,7.972248972087925e-10,0.9999982118606567,False,False,nan
20260702,262,mid_cross,active,4.3016298150178045e-05,7.797476428095251e-06,0.9999492168426514,False,False,nan
20260702,263,pre_cross,active,0.0013649256434291601,0.00010031888086814433,0.9985347986221313,False,False,nan
20260702,264,mid_cross,active,6.828292498539668e-06,7.809076123521663e-07,0.9999923706054688,False,False,nan
20260702,265,mid_cross,active,3.888410446961643e-06,3.537525117280893e-08,0.9999960660934448,False,False,nan
20260702,266,touchdown,positive,0.984050452709198,0.013386333361268044,0.0025631848257035017,True,True,0.0063033267966585045
20260702,267,touchdown,negative,0.16387519240379333,0.8272858262062073,0.008839007467031479,True,False,nan
20260702,268,touchdown,active,0.00015251779404934496,0.055465538054704666,0.9443819522857666,False,False,nan
20260702,269,touchdown,negative,0.0004581145476549864,0.8274776935577393,0.17206420004367828,False,False,nan
20260702,270,touchdown,negative,0.056407928466796875,0.6957847476005554,0.2478073239326477,True,False,nan
20260702,271,mid_cross,active,0.000915624899789691,0.00016021599003579468,0.9989240765571594,False,False,nan
20260702,272,mid_cross,active,4.0042431237452547e-07,4.36476099707761e-08,0.9999995231628418,False,False,nan
20260702,273,pre_cross,active,2.840365368683706e-06,1.7520247475033557e-09,0.9999971389770508,False,False,nan
