case_id,controller,transition_index,source,terminal_theta1_rad,terminal_theta2_rad,target_theta1_rad,target_theta2_rad,corrected_foot_x_m,corrected_target_foot_x_m,landing_residual_actual_minus_target_m,landing_residual_abs_m,legacy_foot_x_recomputed_m,legacy_foot_x_archived_m,legacy_x_recompute_error_m,corrected_foot_y_m
flat_1.145_r2,discrete,3,learned_archived_terminal_state,1.1333119203429345,0.4827794455466623,1.0471975511965976,0.5235987755982988,0.4440287301980331,0.501,-0.05697126980196693,0.05697126980196693,0.4625984399084733,0.4625984399084733,0.0,0.04590681910918731
flat_1.145_r2,passive,1,learned_archived_terminal_state,0.9874411345616346,0.44018477734919986,1.0471975511965976,0.5235987755982988,0.4919383357067964,0.501,-0.009061664293203597,0.009061664293203597,0.5089826011231047,0.5089826011231047,0.0,-0.0003110725862678354
flat_1.145_r2,passive,2,learned_archived_terminal_state,1.1287569767225138,0.45511299112675935,1.0471975511965976,0.5235987755982988,0.43430549000450613,0.501,-0.06669450999549387,0.06669450999549387,0.4518880422655473,0.4518880422655473,0.0,0.03888240778905783
flat_1.145_r2,passive,3,learned_archived_terminal_state,0.9959359178337741,0.6066422869093037,1.0471975511965976,0.5235987755982988,0.5575008080734729,0.501,0.05650080807347291,0.05650080807347291,0.5803052917964248,0.5803052917964248,0.0,0.04208504900922655
flat_1.145_r3,continuous,1,learned_archived_terminal_state,1.1340273335701219,0.4886484201298237,1.0471975511965976,0.5235987755982988,0.44618752009145984,0.501,-0.05481247990854016,0.05481247990854016,0.4649648367051248,0.4649648367051248,0.0,0.04738248616615709
flat_1.145_r3,continuous,2,learned_archived_terminal_state,1.046511886432774,0.4432585660527494,1.0471975511965976,0.5235987755982988,0.46710318348845065,0.501,-0.033896816511549355,0.033896816511549355,0.4842585991500529,0.4842585991500529,0.0,0.016504877769887905
flat_1.145_r3,continuous,3,learned_archived_terminal_state,1.1197036542478125,0.473277502806995,1.0471975511965976,0.5235987755982988,0.4463721858615691,0.501,-0.054627814138430875,0.054627814138430875,0.46460442447193073,0.46460442447193073,0.0,0.04075696317288957
flat_1.145_r3,discrete,1,learned_archived_terminal_state,1.074615769044794,0.4463072567904004,1.0471975511965976,0.5235987755982988,0.45565017696470755,0.501,-0.04534982303529245,0.04534982303529245,0.47291567520779587,0.47291567520779587,0.0,0.02428650908020158
flat_1.145_r3,discrete,2,learned_archived_terminal_state,1.1066274451748943,0.439936378095145,1.0471975511965976,0.5235987755982988,0.43809035778795624,0.501,-0.06290964221204376,0.06290964221204376,0.45512563387514654,0.45512563387514654,0.0,0.03067646379401423
flat_1.145_r3,discrete,3,learned_archived_terminal_state,1.1193948884517417,0.5128470316684918,1.0471975511965976,0.5235987755982988,0.46328173962505415,0.501,-0.037718260374945856,0.037718260374945856,0.48290813947694106,0.48290813947694106,0.0,0.04969500293720697
flat_1.145_r3,passive,1,learned_archived_terminal_state,1.1147409231475618,0.4411260650216586,1.0471975511965976,0.5235987755982988,0.4348204603793402,0.501,-0.06617953962065981,0.06617953962065981,0.4518987805394025,0.4518987805394025,0.0,0.03279752055122287
