step_length_m,step_height_m,n,active_success_rate,selector_success_rate,active_valid_rate,selector_valid_rate,both_valid_pairs,both_valid_rate,left_mean,right_mean,left_median,right_median,mean_left_minus_right,mean_left_minus_right_bootstrap95,mean_pairwise_reduction,mean_pairwise_reduction_bootstrap95,fraction_right_lower,fraction_right_lower_wilson95
0.3,0.0,240,0.44583333333333336,0.475,0.20416666666666666,0.2125,45,0.1875,1.1492381337687643,0.21456820836603743,0.507628583612263,0.0568023945798587,0.9346699254027266,"[0.6158186937159706, 1.281155261492292]",0.6536172969247728,"[0.4560135077902111, 0.8006752703863653]",0.9333333333333333,"[0.8214339803640811, 0.977067967400749]"
0.3,0.01,240,0.42916666666666664,0.42083333333333334,0.20833333333333334,0.20833333333333334,44,0.18333333333333332,0.9958186352628448,0.19769214289157955,0.3694851992146139,0.06838403495037346,0.7981264923712651,"[0.42549767295966834, 1.317837022349818]",0.4784070842528047,"[0.12717278358683265, 0.704766351595036]",0.8636363636363636,"[0.7329054695148456, 0.9359704550244412]"
0.3,0.02,240,0.475,0.475,0.22083333333333333,0.22916666666666666,50,0.20833333333333334,0.8331567596978767,0.22184597580166357,0.2996075254797264,0.04887380722186445,0.6113107838962134,"[0.36108154970785367, 0.8855901091028173]",0.2575150515674549,"[-0.05527952316230109, 0.5273783149852427]",0.7,"[0.562496495355466, 0.8089644649911906]"
0.35,0.0,240,0.4791666666666667,0.4583333333333333,0.225,0.24166666666666667,52,0.21666666666666667,2.5396641214317293,0.7462666758155294,0.7237085865297719,0.0355276672403515,1.7933974456161996,"[0.7612777154903013, 3.423035348357255]",0.5462322425774929,"[0.21357229013479342, 0.7683548387301593]",0.8461538461538461,"[0.7247591482358985, 0.9199231498321968]"
0.35,0.01,240,0.4625,0.45,0.20416666666666666,0.21666666666666667,44,0.18333333333333332,0.9251572681888901,0.41632755881677386,0.5137935563371803,0.1335235750660582,0.5088297093721162,"[0.2744404321095034, 0.7634486872194003]",0.43732834837269174,"[0.162372865144899, 0.6342211377363228]",0.8181818181818182,"[0.6803944911281533, 0.9048719428437227]"
0.35,0.02,240,0.44583333333333336,0.43333333333333335,0.22916666666666666,0.2375,49,0.20416666666666666,1.228741172104854,0.4131490157075617,0.2671135241062111,0.0974894628215517,0.8155921563972923,"[0.42225264978523896, 1.3033683857692209]",0.3027426229366658,"[0.0340407590815758, 0.5247800854305199]",0.7346938775510204,"[0.5973771102868921, 0.8378871786504258]"
0.4,0.0,240,0.44583333333333336,0.44166666666666665,0.175,0.2,38,0.15833333333333333,2.0308103595160687,0.49009809401716065,1.504175837125231,0.0547399136375799,1.5407122654989085,"[0.774404596871202, 2.4231021181988943]",0.6105687710002163,"[0.37508856985202754, 0.7931162708348648]",0.8421052631578947,"[0.6958318822077686, 0.9255613658484106]"
0.4,0.01,240,0.4166666666666667,0.42083333333333334,0.2125,0.225,48,0.2,1.5141224619519784,0.19929324571122234,0.4429903808761186,0.060367866993561795,1.3148292162407558,"[0.5418187868614593, 2.4869381773678176]",0.41062815463395735,"[0.21675707504149735, 0.5897801888747336]",0.7291666666666666,"[0.5900303501775939, 0.8343404237254355]"
0.4,0.02,240,0.4625,0.44166666666666665,0.22916666666666666,0.22916666666666666,49,0.20416666666666666,1.5031481257400323,0.4143587155917804,0.5057016337347842,0.0442920576831751,1.0887894101482516,"[0.663558113121856, 1.5863619650596454]",0.5706545288774747,"[0.4487083206497078, 0.686667597414474]",0.7346938775510204,"[0.5973771102868921, 0.8378871786504258]"
