controller,n,n_success,success_rate,success_wilson95_low,success_wilson95_high,n_valid_cmt,valid_rate,valid_wilson95_low,valid_wilson95_high,mean_cmt_valid,median_cmt_valid,mean_support_knee_cmt_valid,mean_hip_cmt_valid,mean_swing_knee_cmt_valid
active,2160,975,0.4513888888888889,0.43050768167021186,0.4724426943178463,458,0.21203703703703702,0.19531825232102715,0.22977826067489862,1.455232278938847,0.586007550814527,0.0297757401811828,1.308621151062391,0.1168353876952734
active_full,2160,984,0.45555555555555555,0.4346505724076637,0.4766183427814181,474,0.21944444444444444,0.2024972854739364,0.2373877416571424,1.240285563660208,0.5165516846398418,0.0133254163888899,1.1198186017198102,0.1071415455515076
passive_oracle_envelope,2160,989,0.45787037037037037,0.43695281716927403,0.4789375086870431,508,0.2351851851851852,0.2177793758830038,0.25353124378527525,0.4033629226980563,0.0569283755291962,0.0038350332870345,0.32758968575177,0.0719382036592518
passive_sign_selector,2160,964,0.4462962962962963,0.4254461606188827,0.46733711190125776,480,0.2222222222222222,0.20519153482537605,0.24023918510638514,0.4270115173863903,0.0635169116104827,0.0037556480222988,0.3602885697151622,0.0629672996489291
per_step_sign,2160,983,0.4550925925925926,0.43419017817256117,0.47615445488307356,473,0.21898148148148147,0.20204835463093263,0.2369123903666991,1.4239550572058908,0.5070142190058224,0.0271063983669855,1.272473924412218,0.1243747344266876
