eval_label,controller,reason_group,reason,count,fraction_of_all,fraction_of_failures,fraction_of_successes,n_all,n_failures,n_successes
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,passive_oracle_envelope,success_terminal_reason,success,987,0.4569444444444444,0.0,0.9979777553083924,2160,1171,989
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,passive_oracle_envelope,success_terminal_reason,success+touchdown_event,2,0.0009259259259259,0.0,0.0020222446916076,2160,1171,989
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,passive_sign_selector,failure_exact_terminal_reason,clearance_ground+foot_ground_before_ready,950,0.4398148148148148,0.794314381270903,0.0,2160,1196,964
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,passive_sign_selector,failure_exact_terminal_reason,clearance_ground+foot_ground_bad_clearance,85,0.0393518518518518,0.0710702341137123,0.0,2160,1196,964
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,passive_sign_selector,failure_exact_terminal_reason,clearance,61,0.0282407407407407,0.0510033444816053,0.0,2160,1196,964
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,passive_sign_selector,failure_exact_terminal_reason,clearance_ground+foot_ground_after_ready,36,0.0166666666666666,0.0301003344481605,0.0,2160,1196,964
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,passive_sign_selector,failure_exact_terminal_reason,clearance_ground+knee_ground,32,0.0148148148148148,0.0267558528428093,0.0,2160,1196,964
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,passive_sign_selector,failure_exact_terminal_reason,q1_low_limit,20,0.0092592592592592,0.0167224080267558,0.0,2160,1196,964
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,passive_sign_selector,failure_exact_terminal_reason,speed,9,0.0041666666666666,0.0075250836120401,0.0,2160,1196,964
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,passive_sign_selector,failure_exact_terminal_reason,q1_high_limit,1,0.0004629629629629,0.0008361204013377,0.0,2160,1196,964
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,passive_sign_selector,failure_exact_terminal_reason,q1_low_limit+q3_high_limit,1,0.0004629629629629,0.0008361204013377,0.0,2160,1196,964
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,passive_sign_selector,failure_exact_terminal_reason,q3_high_limit,1,0.0004629629629629,0.0008361204013377,0.0,2160,1196,964
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,passive_sign_selector,success_terminal_reason,success,961,0.4449074074074074,0.0,0.9968879668049792,2160,1196,964
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,passive_sign_selector,success_terminal_reason,success+touchdown_event,3,0.0013888888888888,0.0,0.0031120331950207,2160,1196,964
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,per_step_sign,failure_exact_terminal_reason,clearance_ground+foot_ground_before_ready,948,0.4388888888888889,0.8054375531011045,0.0,2160,1177,983
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,per_step_sign,failure_exact_terminal_reason,clearance_ground+foot_ground_bad_clearance,80,0.037037037037037,0.0679694137638062,0.0,2160,1177,983
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,per_step_sign,failure_exact_terminal_reason,clearance_ground+knee_ground,55,0.0254629629629629,0.0467289719626168,0.0,2160,1177,983
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,per_step_sign,failure_exact_terminal_reason,clearance,41,0.0189814814814814,0.0348343245539507,0.0,2160,1177,983
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,per_step_sign,failure_exact_terminal_reason,clearance_ground+foot_ground_after_ready,31,0.0143518518518518,0.0263381478334749,0.0,2160,1177,983
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,per_step_sign,failure_exact_terminal_reason,q1_low_limit,11,0.0050925925925925,0.0093457943925233,0.0,2160,1177,983
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,per_step_sign,failure_exact_terminal_reason,speed,10,0.0046296296296296,0.0084961767204757,0.0,2160,1177,983
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,per_step_sign,failure_exact_terminal_reason,q1_low_limit+q3_low_limit,1,0.0004629629629629,0.0008496176720475,0.0,2160,1177,983
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,per_step_sign,success_terminal_reason,success,979,0.4532407407407407,0.0,0.9959308240081384,2160,1177,983
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,per_step_sign,success_terminal_reason,success+touchdown_event,4,0.0018518518518518,0.0,0.0040691759918616,2160,1177,983
