comparison_controller,both_valid_pairs,both_valid_rate,left_mean,right_mean,left_median,right_median,mean_left_minus_right,mean_left_minus_right_bootstrap95,mean_pairwise_reduction,mean_pairwise_reduction_bootstrap95,fraction_right_lower,fraction_right_lower_wilson95,success_difference_comparison_minus_reference,valid_difference_comparison_minus_reference
active_full,439,0.20324074074074075,1.441219522369286,1.0919176416467804,0.5608175142986006,0.4972328194475315,0.3493018807225054,"[0.17741982233025894, 0.5559828405197155]",-0.5986384188984419,"[-0.9678140709451023, -0.3044779261570619]",0.4646924829157175,"[0.4185453194732227, 0.5114522013493434]",0.004166666666666667,0.007407407407407408
per_step_sign,437,0.2023148148148148,1.4266657513664718,1.1689715743192461,0.525322469174192,0.4736992646457088,0.25769417704722586,"[0.11006071608132482, 0.42533057864689067]",-0.4737922504726032,"[-0.7471872660369911, -0.2431205520991167]",0.43935926773455375,"[0.39355501498198725, 0.4862203579110668]",0.003703703703703704,0.006944444444444444
