commanded_step_length_m,commanded_step_height_m,controller,n,success_count,success_rate,success_wilson_95_low,success_wilson_95_high,valid_count,valid_rate,valid_wilson_95_low,valid_wilson_95_high,self_valid_mean_cmt,self_valid_sample_sd_cmt,self_valid_median_cmt,self_valid_q25_cmt,self_valid_q75_cmt,route_positive_count,route_negative_count,route_active_count,route_hard_mask_count
0.35,0.01,positive_expert,1200,474,0.395,0.36771836389772544,0.42295174622884885,280,0.23333333333333334,0.21027697421450603,0.25809155944028594,0.10199958308749228,0.18645531601166512,0.04115448539058356,0.018175377193518708,0.09414863236380198,1200,0,0,0
0.35,0.01,negative_expert,1200,554,0.46166666666666667,0.4336273812437108,0.4899505954691654,278,0.23166666666666666,0.20867501689786389,0.2563708200922705,0.6828278001933857,1.695600728158155,0.12143533785073549,0.053213606989139337,0.541967939395513,0,1200,0,0
0.35,0.01,proposed_phase_aware_three_expert,1200,595,0.49583333333333335,0.4676031356149634,0.5240901227233926,313,0.2608333333333333,0.236781092786312,0.2864119358353294,0.7492685905988642,2.332507874924798,0.09304507289701852,0.03306806695491883,0.6466492328363487,158,257,785,0
0.35,0.01,released_two_expert_selector,1200,581,0.4841666666666667,0.45598683949450003,0.5124475421912532,310,0.25833333333333336,0.23436623122284447,0.28384275240181067,0.40036228644192867,1.4272254092939018,0.050212045867537254,0.02096388244089157,0.13915040734852024,567,633,0,0
0.35,0.01,true_hard_mask,1200,552,0.46,0.43197340691974107,0.4882818731284777,256,0.21333333333333335,0.191088691634904,0.23740748204399736,1.3407212832535356,1.7772690044112907,0.7276228740605022,0.3957815374989479,1.4932705167136175,0,0,0,1200
0.35,0.02,active,1200,592,0.49333333333333335,0.4651126382373479,0.5215965751040218,308,0.25666666666666665,0.23275690489083312,0.2821293820691645,1.6203941154217127,3.346247026230744,0.5278326229038532,0.11859436274801098,1.6566125314768088,0,0,1200,0
0.35,0.02,positive_expert,1200,444,0.37,0.3431385707217022,0.39769108943500886,273,0.2275,0.20467240595227312,0.2520666893762174,0.12303844857284073,0.21863130315764623,0.0492666190779005,0.021776665600045923,0.1355775685624338,1200,0,0,0
0.35,0.02,negative_expert,1200,537,0.4475,0.4195786859616125,0.4757563691016745,291,0.2425,0.21909686006855766,0.2675465052418508,0.9623893734794506,3.0060464010010044,0.14899377328414662,0.05610596293732295,0.6211179150526677,0,1200,0,0
0.35,0.02,proposed_phase_aware_three_expert,1200,585,0.4875,0.4593042159580064,0.5157755590570618,324,0.27,0.24564439303155106,0.29582346724570696,0.7218225468708325,2.4441264373958975,0.08623342610743301,0.03263290849547456,0.5184868417622538,155,274,771,0
0.35,0.02,released_two_expert_selector,1200,567,0.4725,0.4443858969573734,0.5007896080757769,315,0.2625,0.2383915776628475,0.2881241476234516,0.5107614443843895,2.3758859409123114,0.0580730429267201,0.025066522819112605,0.19458886644564471,580,620,0,0
0.35,0.02,true_hard_mask,1200,547,0.4558333333333333,0.427839853499117,0.48410868488745773,270,0.225,0.20227242443479926,0.24948262589670495,1.7699191649212485,2.657633695971057,0.9147816395842787,0.439118841276096,1.9896947218339203,0,0,0,1200
0.4,0.0,active,1200,556,0.4633333333333333,0.4352816711641747,0.4916190022133591,265,0.22083333333333333,0.19827514192228965,0.24517316674757064,1.559716116834845,2.6663767210334375,0.7721449919100563,0.33390893912963227,1.5642717559832133,0,0,1200,0
0.4,0.0,positive_expert,1200,453,0.3775,0.35050444108888296,0.405277354058787,264,0.22,0.19747609324705118,0.2443108670904804,0.21021233194196826,0.35497910394474436,0.06018098872428884,0.023357491025830502,0.25421436417390575,1200,0,0,0
0.4,0.0,negative_expert,1200,520,0.43333333333333335,0.4055529750363869,0.4615391583773111,260,0.21666666666666667,0.19428127641047555,0.2408602905977409,0.7803314424578275,1.6417178635189795,0.223834252740423,0.062494262294183825,0.8578363835675633,0,1200,0,0
0.4,0.0,proposed_phase_aware_three_expert,1200,562,0.4683333333333333,0.44024643218672155,0.4966223311847848,304,0.25333333333333335,0.2295396608347833,0.27870123279589926,0.44887528732714294,0.9540263233818433,0.08846980088984294,0.028997180167286134,0.4720954013850446,150,312,738,0
0.4,0.0,released_two_expert_selector,1200,554,0.46166666666666667,0.4336273812437108,0.4899505954691654,294,0.245,0.22150491142451276,0.27012249888288203,0.28741937789804106,0.9242265697963091,0.059559707673115,0.02372126291478376,0.23891780582891137,560,640,0,0
0.4,0.0,true_hard_mask,1200,542,0.45166666666666666,0.4237082783113904,0.47993351841354054,262,0.21833333333333332,0.19587840812781374,0.24258585554506026,1.5221467172897094,2.1069010647122406,0.8761322807341647,0.42504212368100314,1.6446618623939135,0,0,0,1200
0.4,0.01,active,1200,580,0.48333333333333334,0.45515769115924815,0.5116153421941763,256,0.21333333333333335,0.191088691634904,0.23740748204399736,1.6384968907395883,2.8042341603559446,0.6252707283956611,0.2566364256423442,1.4759906711656785,0,0,1200,0
0.4,0.01,positive_expert,1200,453,0.3775,0.35050444108888296,0.405277354058787,245,0.20416666666666666,0.1823209070191887,0.2279004350040961,0.2271107761990716,0.40417228498988156,0.06687207095980485,0.020899662007690594,0.275812559136412,1200,0,0,0
0.4,0.01,negative_expert,1200,529,0.44083333333333335,0.4129754752503311,0.46906879315432576,244,0.20333333333333334,0.18152471583455596,0.22703527785640013,0.9425568833199577,2.069266520421114,0.19648424187200497,0.061653247419292796,0.7301250123186124,0,1200,0,0
0.4,0.01,proposed_phase_aware_three_expert,1200,580,0.48333333333333334,0.45515769115924815,0.5116153421941763,278,0.23166666666666666,0.20867501689786389,0.2563708200922705,0.6681450672689334,1.9280481202035082,0.08963269542473094,0.026501214309865406,0.4158685144007628,153,344,703,0
0.4,0.01,released_two_expert_selector,1200,574,0.47833333333333333,0.4501844467082737,0.506620496651178,274,0.22833333333333333,0.2054726653195151,0.2529277783413042,0.4848763383258508,1.692746387635634,0.06192869571110107,0.02252502025632356,0.3006959742085472,516,684,0,0
0.4,0.01,true_hard_mask,1200,555,0.4625,0.4344544867694592,0.4907848382757458,243,0.2025,0.1807286742040306,0.2261699711545967,1.427036931159283,2.1444708831779127,0.6995869788949836,0.33568415051816247,1.4778785612374679,0,0,0,1200
0.4,0.02,active,1200,565,0.4708333333333333,0.44272987520669216,0.49912293316180056,294,0.245,0.22150491142451276,0.27012249888288203,1.5459440400106716,2.5185008417880286,0.6542170078881251,0.20162388136041354,1.5060116155121284,0,0,1200,0
0.4,0.02,positive_expert,1200,446,0.37166666666666665,0.344774826000899,0.3993775308204695,260,0.21666666666666667,0.19428127641047555,0.2408602905977409,0.3254467211375844,0.568794870691903,0.07593598236343835,0.021991973473003763,0.4367938605975701,1200,0,0,0
0.4,0.02,negative_expert,1200,539,0.44916666666666666,0.4212302846482005,0.4774274670797441,278,0.23166666666666666,0.20867501689786389,0.2563708200922705,0.9260330136042977,2.012300426245579,0.1793651604279735,0.05473718203991774,0.845535465122002,0,1200,0,0
0.4,0.02,proposed_phase_aware_three_expert,1200,573,0.4775,0.4493558470331762,0.5057877479939467,314,0.26166666666666666,0.2375862777452548,0.28726809920871543,0.6333233965654032,1.6425768033549255,0.09099877260391841,0.026130349096099955,0.49022236431064237,163,344,693,0
0.4,0.02,released_two_expert_selector,1200,569,0.4741666666666667,0.44604223295524487,0.502455968742563,303,0.2525,0.22873564548387454,0.27784389981447916,0.4069073229931198,1.0128955318384434,0.06842472241886906,0.02487713671732028,0.2767980737227082,555,645,0,0
0.4,0.02,true_hard_mask,1200,547,0.4558333333333333,0.427839853499117,0.48410868488745773,277,0.23083333333333333,0.20787423288501322,0.2555102557727924,1.6386969429084888,3.073933730629647,0.8813366814929022,0.36800591801342725,1.7658108041561336,0,0,0,1200
