seed,controller,n,success_count,success_rate,success_wilson_95_low,success_wilson_95_high,valid_count,valid_rate,valid_wilson_95_low,valid_wilson_95_high,self_valid_mean_cmt,self_valid_sample_sd_cmt,self_valid_median_cmt,self_valid_q25_cmt,self_valid_q75_cmt,route_positive_count,route_negative_count,route_active_count,route_hard_mask_count
20263112,proposed_phase_aware_three_expert,720,337,0.46805555555555556,0.4318743736197501,0.5045757986666721,184,0.25555555555555554,0.22505139032727006,0.2886542758644818,0.9637613412220535,4.883147730907681,0.1317123583912762,0.036036758211027226,0.6575467689297059,86,179,455,0
20263112,released_two_expert_selector,720,326,0.4527777777777778,0.41676560364171056,0.4892911727816961,169,0.23472222222222222,0.20522255255243174,0.26703757382611715,0.2943679974460458,0.7161482818712614,0.05916239351726672,0.024470278668226323,0.2154731465866707,347,373,0,0
20263112,true_hard_mask,720,321,0.44583333333333336,0.4099092981230546,0.4823322983626179,146,0.20277777777777778,0.1750222438670629,0.23368805479790805,1.5216396485611203,1.8518692525542448,0.879591134630777,0.40264516829663344,1.6877365821229358,0,0,0,720
20263113,active,720,354,0.49166666666666664,0.4552911922594949,0.528130591815224,189,0.2625,0.23168240396742637,0.2958384421620598,2.2855678587824824,5.059850676304683,0.769798527943593,0.2189686728576184,2.006197547362809,0,0,720,0
20263113,positive_expert,720,281,0.3902777777777778,0.35531842874756553,0.4264017282362322,173,0.24027777777777778,0.21050054262617912,0.2728117277025572,0.12385590970143534,0.235557491960455,0.04335206405727011,0.021286437966109937,0.1074649235136548,720,0,0,0
20263113,negative_expert,720,339,0.4708333333333333,0.4346250858563248,0.5073511584051912,188,0.2611111111111111,0.23035537416171228,0.2944024359802271,1.1506511822034706,4.19239584081034,0.15610761195677864,0.06271445061516702,0.6871889181331804,0,720,0,0
20263113,proposed_phase_aware_three_expert,720,359,0.4986111111111111,0.4621938895204084,0.5350430744920447,203,0.28194444444444444,0.2503028982247383,0.31590045173040393,1.2101510811571843,4.4944137029662325,0.12106582281409978,0.03627093325227379,0.7715835783437531,99,167,454,0
20263113,released_two_expert_selector,720,351,0.4875,0.45115292986867855,0.5239797462433998,198,0.275,0.2436438494821863,0.3087443205352217,0.7720138836161964,3.9751884672321185,0.05382142765361198,0.022986318067075073,0.17062254621066564,351,369,0,0
20263113,true_hard_mask,720,336,0.4666666666666667,0.430499439341274,0.5031876969576013,177,0.24583333333333332,0.21578568149936367,0.2785787327795601,1.6615532987285389,2.247081320789245,0.8850409961168857,0.49311118163388035,1.7250701171186893,0,0,0,720
20263114,active,720,355,0.4930555555555556,0.4566711724742301,0.5295136475880357,177,0.24583333333333332,0.21578568149936367,0.2785787327795601,1.835466777846101,4.574875064121869,0.5339006226358124,0.16532081429131115,1.6097977113234108,0,0,720,0
20263114,positive_expert,720,275,0.3819444444444444,0.3471705641657098,0.4179713768928067,159,0.22083333333333333,0.1920600198610661,0.25256974664201404,0.19037997420866634,0.4060163352018444,0.051907092807331606,0.020643477200643415,0.14561859289258064,720,0,0,0
20263114,negative_expert,720,326,0.4527777777777778,0.41676560364171056,0.4892911727816961,174,0.24166666666666667,0.2118211636943297,0.27425414262195347,0.5872138274167907,1.2927318526652147,0.1471499126319965,0.05801866647277622,0.5435057888085576,0,720,0,0
20263114,proposed_phase_aware_three_expert,720,353,0.49027777777777776,0.4539114917246651,0.526747256362507,189,0.2625,0.23168240396742637,0.2958384421620598,0.5992048888847247,1.3007871390266077,0.11797646636616668,0.03257172845955048,0.5145313095720104,90,175,455,0
20263114,released_two_expert_selector,720,339,0.4708333333333333,0.4346250858563248,0.5073511584051912,183,0.25416666666666665,0.223726439065001,0.28721619113920394,0.29732586692951013,0.6803271352588217,0.05488123101852646,0.02285897143249557,0.26655623228685577,336,384,0,0
20263114,true_hard_mask,720,346,0.48055555555555557,0.44426142334986973,0.5170560728244743,167,0.23194444444444445,0.20258629213649237,0.26414776226696274,1.492536830724607,2.010891477952069,0.7307387942076854,0.3098633634136684,1.712511817811885,0,0,0,720
20263115,active,720,327,0.45416666666666666,0.41813771565412927,0.4906820967568243,168,0.23333333333333334,0.20390419213881325,0.2655928982521888,1.5593344092656085,2.8691746889687426,0.5797093407710627,0.18198378154051642,1.454745517403333,0,0,720,0
20263115,positive_expert,720,247,0.34305555555555556,0.3092946221014054,0.37848231130579896,152,0.2111111111111111,0.18287509942327157,0.24241341516698056,0.1291044443448528,0.24811829012818906,0.04593280915018387,0.021175934324127472,0.10988651211027947,720,0,0,0
20263115,negative_expert,720,300,0.4166666666666667,0.38119092720100495,0.45302691354618324,159,0.22083333333333333,0.1920600198610661,0.25256974664201404,0.8299402548582481,1.9966024643136144,0.16961914658746835,0.056883008731290895,0.7293366210565684,0,720,0,0
20263115,proposed_phase_aware_three_expert,720,326,0.4527777777777778,0.41676560364171056,0.4892911727816961,179,0.24861111111111112,0.2184308803076465,0.281459605946371,0.6914213675429621,2.043129209955081,0.08104556610098472,0.026136751118233,0.598036619719244,105,162,453,0
20263115,released_two_expert_selector,720,314,0.4361111111111111,0.40032242890952724,0.472577915663317,172,0.2388888888888889,0.20918036830816716,0.2713688660330223,0.5086005045575189,1.8249825895069973,0.049478456483151516,0.02208747668075615,0.20892311373661623,336,384,0,0
20263115,true_hard_mask,720,309,0.42916666666666664,0.3934832551641797,0.4656019094709303,149,0.20694444444444443,0.17894631604703892,0.2380530905805726,1.393554598410907,2.223297827109528,0.7183386801524623,0.3319695677981083,1.4820196474606209,0,0,0,720
