eval_label,seed,episode_index,walk_direction,reset_phase,commanded_step_length_m,commanded_step_height_m,passive_controller,passive_policy_mode,passive_selected_from,active_success,passive_success,active_valid,passive_valid,active_cmt,passive_cmt,active_support_knee_cmt,active_hip_cmt,active_swing_knee_cmt,passive_support_knee_cmt,passive_hip_cmt,passive_swing_knee_cmt,active_energy_j,passive_energy_j,active_support_knee_energy_j,active_hip_energy_j,active_swing_knee_energy_j,passive_support_knee_energy_j,passive_hip_energy_j,passive_swing_knee_energy_j,active_displacement_m,passive_displacement_m,initial_q1_deg,initial_q2_deg,initial_q3_deg,initial_q4_deg,initial_dq1_rad_s,initial_dq2_rad_s,initial_dq3_rad_s,initial_dq4_rad_s,active_terminal_reason,passive_terminal_reason,selector_success,selector_valid,selector_cmt,selector_selected_from,selector_energy_j,selector_displacement_m,selector_terminal_reason,oracle_success,oracle_valid,oracle_cmt,oracle_selected_from,oracle_energy_j,oracle_displacement_m,oracle_terminal_reason,selector_minus_oracle_cmt,selector_over_oracle_cmt,selector_matches_oracle_sign,selector_sign_branch
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,11,1.0,mid_cross,0.3,0.0,passive_oracle_envelope,oracle_best_cmt,positive,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,1.9219602936208475,1.272187746044059,0.031944500922981414,1.6544948215858732,0.2355209711119927,0.015007510341086463,1.1552334736119239,0.10194676209104861,0.14942392251776604,0.11278145296445982,69.65666223500146,33.563519883364094,-10.636592441027739,88.2587545025531,-0.18845970636435405,-0.9344504082762992,0.3085730130237849,0.04597047225341433,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_before_ready,False,False,nan,three_expert_active_p0.999,1.9219602936208475,0.14942392251776604,clearance_ground+foot_ground_before_ready,False,False,nan,positive,1.272187746044059,0.11278145296445982,clearance_ground+foot_ground_before_ready,nan,nan,,
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,12,1.0,touchdown,0.3,0.0,passive_oracle_envelope,oracle_best_cmt,positive,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,0.11436053653381661,0.013989190655451926,0.007278604862230811,0.06611962687186078,0.04096230479972503,0.0,0.0,0.013989190655451926,0.005497180729400419,0.005305524113339732,57.2252133583826,30.808849399790848,46.98349925759238,62.583887859294784,0.02945083757535727,0.01178344404111309,-0.9832877245559231,-0.2650817985977705,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_before_ready,False,False,nan,three_expert_active_p0.606,0.11436053653381661,0.005497180729400419,clearance_ground+foot_ground_before_ready,False,False,nan,positive,0.013989190655451926,0.005305524113339732,clearance_ground+foot_ground_before_ready,nan,nan,,
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,13,1.0,touchdown,0.3,0.0,passive_oracle_envelope,oracle_best_cmt,negative,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,0.5108477040059065,0.29141600208587687,0.0,0.44905808875141595,0.061789615254490546,0.0,0.2527381365690294,0.03867786551684747,-0.04868927576770346,-0.04950900035903874,54.18216910500422,34.515349117157115,57.28113391577824,68.90629504185623,0.9346469741811363,0.2854906125658705,-0.23853199874733888,0.292922583932552,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_before_ready,False,False,nan,three_expert_active_p1.000,0.5108477040059065,-0.04868927576770346,clearance_ground+foot_ground_before_ready,False,False,nan,negative,0.29141600208587687,-0.04950900035903874,clearance_ground+foot_ground_before_ready,nan,nan,,
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,14,1.0,touchdown,0.3,0.0,passive_oracle_envelope,oracle_best_cmt,negative,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,0.3251075380091743,0.05580427247905537,0.0,0.28296951866964537,0.042138019339528925,0.0,0.0,0.05580427247905537,-0.006933200928207289,-0.006866967869094909,52.32499267800712,33.854473708188586,48.09867829761406,62.46159617157774,-0.13245295179599403,0.7827293307782628,-0.8486803439813619,0.40815004925536336,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_before_ready,False,False,nan,three_expert_active_p0.563,0.3251075380091743,-0.006933200928207289,clearance_ground+foot_ground_before_ready,False,False,nan,negative,0.05580427247905537,-0.006866967869094909,clearance_ground+foot_ground_before_ready,nan,nan,,
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,15,1.0,touchdown,0.3,0.0,passive_oracle_envelope,oracle_best_cmt,positive,True,True,False,False,nan,nan,nan,nan,nan,nan,nan,nan,0.9737599406486621,0.00876032080996911,0.03761366218847201,0.8901645941006873,0.045981684359502895,0.0004838778810906829,0.0,0.008276442928878426,-0.010045147362006707,-0.001786869196356955,47.441556665009585,21.274360139228893,72.74851650513972,82.32472863011338,0.6258747078035023,-0.657341361825742,-0.393616191402991,0.25396264081292386,success,success,True,False,nan,three_expert_positive_p0.859,0.00876032080996911,-0.001786869196356955,success,True,False,nan,positive,0.00876032080996911,-0.001786869196356955,success,nan,nan,True,positive
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,16,1.0,touchdown,0.3,0.0,passive_oracle_envelope,oracle_best_cmt,positive,True,True,True,True,2.8574888844264956,0.056802394579858785,0.0,2.452315521808778,0.40517336261771775,0.0033089527523705135,0.0,0.05349344182748827,0.39656149674264385,0.013901524455754566,0.0,0.34033165242176905,0.05622984432087483,0.0008098159936786495,0.0,0.013091708462075916,0.0055616980370521985,0.009807926310130805,65.64235893881931,17.03530774462917,56.25865968989096,47.96722326856721,0.15692188031236332,-0.7980531062564615,-0.842133600877498,0.49794368137090494,success,success,True,True,0.056802394579858785,three_expert_positive_p0.861,0.013901524455754566,0.009807926310130805,success,True,True,0.056802394579858785,positive,0.013901524455754566,0.009807926310130805,success,0.0,1.0,True,positive
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,17,1.0,mid_cross,0.3,0.0,passive_oracle_envelope,oracle_best_cmt,positive,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,0.740814224351575,0.33223571929842977,0.034543296662915154,0.7058672302121423,0.0004036974765175461,0.0,0.28378338229316225,0.0484523370052675,-0.003017439450629676,-0.004979025105196332,54.847660576164465,61.649529386554164,-1.6166907149738627,77.77071382912997,0.16829954529746316,0.6841537003512075,-0.6628971301818765,-0.07890368686266125,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_before_ready,False,False,nan,three_expert_active_p1.000,0.740814224351575,-0.003017439450629676,clearance_ground+foot_ground_before_ready,False,False,nan,positive,0.33223571929842977,-0.004979025105196332,clearance_ground+foot_ground_before_ready,nan,nan,,
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,18,1.0,touchdown,0.3,0.0,passive_oracle_envelope,oracle_best_cmt,positive,True,True,True,True,0.13819023632526603,0.004510392790385533,0.008458393371197378,0.11434384168247057,0.015388001271598083,0.0017293017150527461,0.0,0.002781091075332787,0.09001777955185919,0.0037071455698583586,0.005509837815597837,0.07448412425794082,0.010023817478320521,0.0014213336819736886,0.0,0.00228581188788467,0.026105519918421888,0.0329387175484481,49.99139985112016,37.27300302335545,54.375483284323565,61.73257232953932,-0.9011858690845804,-0.9716733785198457,-0.727634958782279,0.41497608802445685,success,success,True,True,0.004510392790385533,three_expert_positive_p0.781,0.0037071455698583586,0.0329387175484481,success,True,True,0.004510392790385533,positive,0.0037071455698583586,0.0329387175484481,success,0.0,1.0,True,positive
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,19,1.0,mid_cross,0.3,0.0,passive_oracle_envelope,oracle_best_cmt,positive,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,1.7946477424662601,1.2952736314956799,0.07947554773433775,1.613338213405403,0.10183398132651919,0.02374640717062556,1.2529874517369393,0.018539772588115032,0.06878770032022546,0.08282864790625272,53.19424989272037,24.274377495785007,-4.9770920218160954,93.65763227967341,-0.7876460270092487,0.4119782201437989,0.18907670715860148,0.02432411888964303,clearance_ground+foot_ground_bad_clearance,clearance,False,False,nan,three_expert_active_p0.843,1.7946477424662601,0.06878770032022546,clearance_ground+foot_ground_bad_clearance,False,False,nan,positive,1.2952736314956799,0.08282864790625272,clearance,nan,nan,,
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,20,1.0,touchdown,0.3,0.0,passive_oracle_envelope,oracle_best_cmt,positive,True,True,True,True,0.03300176716382268,0.004327609859243194,0.0,0.0,0.03300176716382268,8.59842082665678e-05,0.0,0.004241625650976626,0.014249227413838796,0.0025557275164063355,0.0,0.0,0.014249227413838796,5.0779116923841746e-05,0.0,0.002504948399482494,0.01730356275472897,0.023667253242607517,51.79835920286255,18.91684930915175,62.99343920977764,74.56825341859884,-0.941459972565377,0.09669261574838495,-0.6519142673603306,0.46265099224042117,success,success,True,True,0.004327609859243194,three_expert_positive_p0.675,0.0025557275164063355,0.023667253242607517,success,True,True,0.004327609859243194,positive,0.0025557275164063355,0.023667253242607517,success,0.0,1.0,True,positive
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,21,1.0,touchdown,0.3,0.0,passive_oracle_envelope,oracle_best_cmt,negative,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,0.45008965557173186,0.20809411142904333,0.0,0.3744839288358895,0.07560572673584236,0.0,0.17116186461171842,0.03693224681732491,-0.016260854428071014,-0.01851693639081925,50.05426241922607,34.939601522183835,47.93642001869537,68.77580147493566,0.4527204056186147,0.5925402055712161,0.9324304242546955,-0.29729003887392436,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_before_ready,False,False,nan,three_expert_active_p0.781,0.45008965557173186,-0.016260854428071014,clearance_ground+foot_ground_before_ready,False,False,nan,negative,0.20809411142904333,-0.01851693639081925,clearance_ground+foot_ground_before_ready,nan,nan,,
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,22,1.0,mid_cross,0.3,0.0,passive_oracle_envelope,oracle_best_cmt,positive,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,1.8251133284553198,1.0521936848702762,0.015782711201404738,1.7894463571186465,0.019884260135268342,0.011698251883999582,1.028358464545275,0.012136968441001612,0.15917762733750315,0.09111718684821793,51.29829179746749,33.417550910361676,15.719287215048304,93.09536147634157,-0.14023805498191622,-0.8111988704852897,0.2777335585751133,0.16297803601741323,q1_low_limit,clearance_ground+foot_ground_before_ready,False,False,nan,three_expert_positive_p0.850,1.0521936848702762,0.09111718684821793,clearance_ground+foot_ground_before_ready,False,False,nan,positive,1.0521936848702762,0.09111718684821793,clearance_ground+foot_ground_before_ready,nan,nan,True,positive
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,23,1.0,mid_cross,0.3,0.0,passive_oracle_envelope,oracle_best_cmt,negative,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,1.875419036076325,0.09735755651427752,0.0,1.8105995300483402,0.0648195060279847,0.0,0.0,0.09735755651427752,-0.10135239818100733,-0.04266288050300343,87.69160187896861,38.81066393023882,12.00079797950688,102.89990109414984,0.618489492189435,0.9795005507167505,-0.9763476686019326,0.3749565255957862,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_bad_clearance,False,False,nan,three_expert_active_p1.000,1.875419036076325,-0.10135239818100733,clearance_ground+foot_ground_before_ready,False,False,nan,negative,0.09735755651427752,-0.04266288050300343,clearance_ground+foot_ground_bad_clearance,nan,nan,,
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,24,1.0,mid_cross,0.3,0.0,passive_oracle_envelope,oracle_best_cmt,positive,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,0.533235742864145,0.2160203094018321,0.0013665673351291852,0.4844710762802274,0.047398099248788385,0.0009067606788235532,0.08887852248520885,0.1262350262377997,0.04545157305456424,0.035638328049675434,88.80960980691898,33.44267652590038,17.008466773676446,82.46819298334063,-0.4627742753430335,-0.21153890063862724,-0.09198112688240867,0.05612456429196977,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_before_ready,False,False,nan,three_expert_active_p1.000,0.533235742864145,0.04545157305456424,clearance_ground+foot_ground_before_ready,False,False,nan,positive,0.2160203094018321,0.035638328049675434,clearance_ground+foot_ground_before_ready,nan,nan,,
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,25,1.0,mid_cross,0.3,0.0,passive_oracle_envelope,oracle_best_cmt,positive,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,1.2650239442523332,0.7029419281520772,0.01733405521724016,1.206745811532022,0.04094407750307109,0.0008790351987492248,0.6201071005762655,0.08195579237706249,0.11290245966921765,0.06666582349267469,58.05317358658515,54.528664191565056,-0.9046650420407653,100.85522287571571,-0.6469274101869427,-0.5635012381298821,-0.23745552891702393,-0.4922006657199467,q1_low_limit,clearance_ground+foot_ground_before_ready,False,False,nan,three_expert_active_p1.000,1.2650239442523332,0.11290245966921765,q1_low_limit,False,False,nan,positive,0.7029419281520772,0.06666582349267469,clearance_ground+foot_ground_before_ready,nan,nan,,
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,26,1.0,pre_cross,0.3,0.0,passive_oracle_envelope,oracle_best_cmt,positive,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,1.5859411690451242,0.66207972250504,0.033383549486414525,1.5418505688801372,0.010707050678572461,0.0,0.6122761920078088,0.049803530497231185,0.016190232151231998,0.01054371463196875,46.32145413122258,54.39613329924936,-5.893057911453531,91.4431431567062,-0.09243729166586334,0.7408823596807341,-0.2834371023425588,0.10036874646194849,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_before_ready,False,False,nan,three_expert_active_p1.000,1.5859411690451242,0.016190232151231998,clearance_ground+foot_ground_before_ready,False,False,nan,positive,0.66207972250504,0.01054371463196875,clearance_ground+foot_ground_before_ready,nan,nan,,
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,27,1.0,mid_cross,0.3,0.0,passive_oracle_envelope,oracle_best_cmt,positive,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,1.0306385711180075,0.7616867653036001,0.0,1.0306385711180075,0.0,0.0,0.7393014296492373,0.022385335654362796,0.000363534813539651,0.0005716988053888761,46.15096746981734,46.44393426715452,0.30152229324025337,58.360430879414686,0.7328407095690266,0.16459476746268664,0.38971834112366643,-0.1989149869483332,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_before_ready,False,False,nan,three_expert_active_p0.999,1.0306385711180075,0.000363534813539651,clearance_ground+foot_ground_before_ready,False,False,nan,positive,0.7616867653036001,0.0005716988053888761,clearance_ground+foot_ground_before_ready,nan,nan,,
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,28,1.0,mid_cross,0.3,0.0,passive_oracle_envelope,oracle_best_cmt,positive,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,0.37942709002995634,0.37012473927497946,0.003087371053431454,0.31626106460101266,0.06007865437551224,0.0008764326188304161,0.28947665496543906,0.07977165169070996,-0.00929043973004494,-0.00963957849396696,74.66462844710786,26.836946207408833,13.411503734275815,86.36693901919985,0.029349518127065544,0.6531123767284426,-0.9463470756601089,0.3863279694251024,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_before_ready,False,False,nan,three_expert_active_p1.000,0.37942709002995634,-0.00929043973004494,clearance_ground+foot_ground_before_ready,False,False,nan,positive,0.37012473927497946,-0.00963957849396696,clearance_ground+foot_ground_before_ready,nan,nan,,
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,29,1.0,pre_cross,0.3,0.0,passive_oracle_envelope,oracle_best_cmt,positive,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,2.369573377726181,1.386326181248514,0.001042792942254692,2.2989096397807267,0.06962094500319985,0.018175607182325245,1.336148983832275,0.032001590233913704,0.027218446267126703,0.02366088741748995,55.81378036919947,36.37485869944592,-31.06751040366221,81.97015682551542,-0.07955579809478586,0.5993350555296137,0.38843245689742134,-0.22988736185827585,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_bad_clearance,False,False,nan,three_expert_active_p1.000,2.369573377726181,0.027218446267126703,clearance_ground+foot_ground_before_ready,False,False,nan,positive,1.386326181248514,0.02366088741748995,clearance_ground+foot_ground_bad_clearance,nan,nan,,
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,30,1.0,mid_cross,0.3,0.0,passive_oracle_envelope,oracle_best_cmt,negative,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,0.18998386278919466,0.05148064919776019,0.0,0.1702980916552324,0.019685771133962256,0.0,0.0,0.05148064919776019,-0.04905268628538243,-0.026317687621287313,61.016364331749365,49.542640967190835,19.796700697902573,67.66234681263288,0.6762807762263143,0.7064057804203754,-0.843091051169589,0.22156407976192172,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_before_ready,False,False,nan,three_expert_active_p1.000,0.18998386278919466,-0.04905268628538243,clearance_ground+foot_ground_before_ready,False,False,nan,negative,0.05148064919776019,-0.026317687621287313,clearance_ground+foot_ground_before_ready,nan,nan,,
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,31,1.0,touchdown,0.3,0.0,passive_oracle_envelope,oracle_best_cmt,negative,True,True,False,True,nan,2.801675598193403,nan,nan,nan,0.0,2.0603193150307066,0.7413562831626967,0.6768341505593584,0.1886723374126689,0.011902807824661254,0.588578239504106,0.07635310323059111,0.0,0.13874742002035245,0.04992491739231644,-0.0019458258989487331,0.0026988067816263728,45.912781558044756,36.48503943913641,64.6051045582201,83.63658791896762,-0.08463286852001084,-0.2224455744830336,0.6838698343819907,-0.20279472506813379,success,success,True,True,2.801675598193403,three_expert_negative_p0.625,0.1886723374126689,0.0026988067816263728,success,True,True,2.801675598193403,negative,0.1886723374126689,0.0026988067816263728,success,0.0,1.0,True,negative
