eval_label,reference_controller,comparison_controller,total_pairs,both_valid_pairs,reference_valid_only_pairs,comparison_valid_only_pairs,neither_valid_pairs,both_valid_rate,reference_valid_rate,comparison_valid_rate,reference_mean_cmt_on_both_valid,comparison_mean_cmt_on_both_valid,mean_comparison_minus_reference_cmt,median_comparison_minus_reference_cmt,mean_comparison_over_reference_cmt,fraction_comparison_lower_cmt
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,true_action_mask_scratch,three_expert_selector,2160,393,37,99,1631,0.18194444444444444,0.19907407407407407,0.22777777777777777,1.3272212091852458,0.282237497271473,-1.0449837119137728,-0.5856857962145893,0.3159530947024849,0.8905852417302799
