eval_label,passive_controller,passive_policy_mode,total_pairs,both_valid_pairs,active_valid_only_pairs,passive_valid_only_pairs,neither_valid_pairs,both_valid_rate,active_valid_rate,passive_valid_rate,active_mean_cmt_on_both_valid,passive_mean_cmt_on_both_valid,active_median_cmt_on_both_valid,passive_median_cmt_on_both_valid,mean_passive_minus_active_cmt,median_passive_minus_active_cmt,mean_passive_over_active_cmt,fraction_passive_lower_cmt,active_support_knee_mean_cmt_on_both_valid,passive_support_knee_mean_cmt_on_both_valid,mean_passive_minus_active_support_knee_cmt,active_hip_mean_cmt_on_both_valid,passive_hip_mean_cmt_on_both_valid,mean_passive_minus_active_hip_cmt,active_swing_knee_mean_cmt_on_both_valid,passive_swing_knee_mean_cmt_on_both_valid,mean_passive_minus_active_swing_knee_cmt
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,passive_oracle_envelope,oracle_best_cmt,2160,432,26,76,1626,0.2,0.21203703703703702,0.2351851851851852,1.4165066459665072,0.34087319685373874,0.5207275345582875,0.05096081698456321,-1.0756334491127686,-0.3717201443596405,0.4394542676749322,0.8495370370370371,0.029826751965774535,0.003658754238055245,-0.02616799772771929,1.2677970792767257,0.27739297725651796,-0.9904041020202079,0.11888281472400676,0.05982146535916547,-0.059061349364841295
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,three_expert_selector,2160,427,31,65,1637,0.19768518518518519,0.21203703703703702,0.22777777777777777,1.442369296396156,0.42231560871870205,0.5414666386348859,0.057674375622350664,-1.020053687677454,-0.30325432420709475,0.5190631857662003,0.7892271662763466,0.029710251377910495,0.003862533245054744,-0.025847718132855746,1.2978263280837012,0.3528591741024961,-0.9449671539812051,0.11483271693454432,0.06559390137115113,-0.04923881556339319
