eval_label,controller,category,value,count,fraction_of_successes,fraction_of_all,n_successes,n_all
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,active,terminal_reason,success+touchdown_event,4,0.0041025641025641026,0.001851851851851852,975,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,active,passive_selected_from,none,975,1.0,0.4513888888888889,975,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,active_full,reset_phase,touchdown,906,0.9207317073170732,0.41944444444444445,984,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,active_full,reset_phase,mid_cross,75,0.07621951219512195,0.034722222222222224,984,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,active_full,reset_phase,pre_cross,3,0.003048780487804878,0.001388888888888889,984,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,active_full,walk_direction,backward,618,0.6280487804878049,0.2861111111111111,984,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,active_full,walk_direction,forward,366,0.3719512195121951,0.16944444444444445,984,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,active_full,commanded_step_length_m,0.300,334,0.3394308943089431,0.15462962962962962,984,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,active_full,commanded_step_length_m,0.350,331,0.3363821138211382,0.15324074074074073,984,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,active_full,commanded_step_length_m,0.400,319,0.3241869918699187,0.1476851851851852,984,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,active_full,commanded_step_height_m,0.000,335,0.3404471544715447,0.1550925925925926,984,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,active_full,commanded_step_height_m,0.020,331,0.3363821138211382,0.15324074074074073,984,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,active_full,commanded_step_height_m,0.010,318,0.3231707317073171,0.14722222222222223,984,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,active_full,command_pair,L0.300_H0.020,117,0.11890243902439024,0.05416666666666667,984,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,active_full,command_pair,L0.300_H0.000,115,0.11686991869918699,0.05324074074074074,984,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,active_full,command_pair,L0.350_H0.000,113,0.11483739837398374,0.052314814814814814,984,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,active_full,command_pair,L0.350_H0.010,113,0.11483739837398374,0.052314814814814814,984,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,active_full,command_pair,L0.400_H0.020,109,0.11077235772357724,0.050462962962962966,984,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,active_full,command_pair,L0.400_H0.000,107,0.10873983739837398,0.04953703703703704,984,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,active_full,command_pair,L0.350_H0.020,105,0.10670731707317073,0.04861111111111111,984,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,active_full,command_pair,L0.400_H0.010,103,0.10467479674796748,0.047685185185185185,984,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,active_full,command_pair,L0.300_H0.010,102,0.10365853658536585,0.04722222222222222,984,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,active_full,valid_for_cmt,False,510,0.5182926829268293,0.2361111111111111,984,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,active_full,valid_for_cmt,True,474,0.4817073170731707,0.21944444444444444,984,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,active_full,terminal_reason,success,978,0.9939024390243902,0.4527777777777778,984,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,active_full,terminal_reason,success+touchdown_event,6,0.006097560975609756,0.002777777777777778,984,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,active_full,passive_selected_from,none,984,1.0,0.45555555555555555,984,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,passive_oracle_envelope,reset_phase,touchdown,914,0.9241658240647118,0.42314814814814816,989,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,passive_oracle_envelope,reset_phase,mid_cross,72,0.07280080889787664,0.03333333333333333,989,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,passive_oracle_envelope,reset_phase,pre_cross,3,0.003033367037411527,0.001388888888888889,989,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,passive_oracle_envelope,walk_direction,backward,615,0.621840242669363,0.2847222222222222,989,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,passive_oracle_envelope,walk_direction,forward,374,0.378159757330637,0.17314814814814813,989,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,passive_oracle_envelope,commanded_step_length_m,0.300,338,0.3417593528816987,0.15648148148148147,989,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,passive_oracle_envelope,commanded_step_length_m,0.350,330,0.33367037411526795,0.1527777777777778,989,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,passive_oracle_envelope,commanded_step_length_m,0.400,321,0.32457027300303337,0.1486111111111111,989,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,passive_oracle_envelope,commanded_step_height_m,0.000,337,0.34074823053589487,0.15601851851851853,989,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,passive_oracle_envelope,commanded_step_height_m,0.020,334,0.33771486349848334,0.15462962962962962,989,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,passive_oracle_envelope,commanded_step_height_m,0.010,318,0.32153690596562184,0.14722222222222223,989,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,passive_oracle_envelope,command_pair,L0.300_H0.000,117,0.11830131445904954,0.05416666666666667,989,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,passive_oracle_envelope,command_pair,L0.300_H0.020,116,0.1172901921132457,0.053703703703703705,989,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,passive_oracle_envelope,command_pair,L0.350_H0.000,111,0.1122345803842265,0.05138888888888889,989,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,passive_oracle_envelope,command_pair,L0.350_H0.010,110,0.11122345803842265,0.05092592592592592,989,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,passive_oracle_envelope,command_pair,L0.350_H0.020,109,0.1102123356926188,0.050462962962962966,989,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,passive_oracle_envelope,command_pair,L0.400_H0.000,109,0.1102123356926188,0.050462962962962966,989,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,passive_oracle_envelope,command_pair,L0.400_H0.020,109,0.1102123356926188,0.050462962962962966,989,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,passive_oracle_envelope,command_pair,L0.300_H0.010,105,0.10616784630940344,0.04861111111111111,989,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,passive_oracle_envelope,command_pair,L0.400_H0.010,103,0.10414560161779575,0.047685185185185185,989,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,passive_oracle_envelope,valid_for_cmt,True,508,0.5136501516683518,0.2351851851851852,989,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,passive_oracle_envelope,valid_for_cmt,False,481,0.4863498483316481,0.22268518518518518,989,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,passive_oracle_envelope,terminal_reason,success,987,0.9979777553083923,0.45694444444444443,989,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,passive_oracle_envelope,terminal_reason,success+touchdown_event,2,0.0020222446916076846,0.000925925925925926,989,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,passive_oracle_envelope,passive_selected_from,negative,502,0.5075834175935288,0.2324074074074074,989,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,passive_oracle_envelope,passive_selected_from,positive,487,0.4924165824064712,0.22546296296296298,989,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,per_step_sign,reset_phase,touchdown,906,0.9216683621566633,0.41944444444444445,983,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,per_step_sign,reset_phase,mid_cross,75,0.0762970498474059,0.034722222222222224,983,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,per_step_sign,reset_phase,pre_cross,2,0.002034587995930824,0.000925925925925926,983,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,per_step_sign,walk_direction,backward,622,0.6327568667344863,0.287962962962963,983,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,per_step_sign,walk_direction,forward,361,0.3672431332655137,0.16712962962962963,983,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,per_step_sign,commanded_step_length_m,0.350,337,0.34282807731434384,0.15601851851851853,983,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,per_step_sign,commanded_step_length_m,0.300,327,0.3326551373346897,0.15138888888888888,983,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,per_step_sign,commanded_step_length_m,0.400,319,0.32451678535096645,0.1476851851851852,983,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,per_step_sign,commanded_step_height_m,0.000,335,0.340793489318413,0.1550925925925926,983,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,per_step_sign,commanded_step_height_m,0.020,333,0.3387589013224822,0.15416666666666667,983,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,per_step_sign,commanded_step_height_m,0.010,315,0.32044760935910477,0.14583333333333334,983,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,per_step_sign,command_pair,L0.350_H0.000,117,0.1190233977619532,0.05416666666666667,983,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,per_step_sign,command_pair,L0.300_H0.020,114,0.11597151576805696,0.05277777777777778,983,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,per_step_sign,command_pair,L0.350_H0.020,111,0.11291963377416073,0.05138888888888889,983,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,per_step_sign,command_pair,L0.300_H0.000,110,0.11190233977619532,0.05092592592592592,983,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,per_step_sign,command_pair,L0.350_H0.010,109,0.11088504577822991,0.050462962962962966,983,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,per_step_sign,command_pair,L0.400_H0.000,108,0.10986775178026449,0.05,983,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,per_step_sign,command_pair,L0.400_H0.020,108,0.10986775178026449,0.05,983,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,per_step_sign,command_pair,L0.300_H0.010,103,0.10478128179043744,0.047685185185185185,983,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,per_step_sign,command_pair,L0.400_H0.010,103,0.10478128179043744,0.047685185185185185,983,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,per_step_sign,valid_for_cmt,False,510,0.5188199389623601,0.2361111111111111,983,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,per_step_sign,valid_for_cmt,True,473,0.4811800610376399,0.21898148148148147,983,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,per_step_sign,terminal_reason,success,979,0.9959308240081384,0.4532407407407407,983,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,per_step_sign,terminal_reason,success+touchdown_event,4,0.004069175991861648,0.001851851851851852,983,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,per_step_sign,passive_selected_from,none,983,1.0,0.4550925925925926,983,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,reset_phase,touchdown,884,0.911340206185567,0.40925925925925927,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,reset_phase,mid_cross,82,0.08453608247422681,0.03796296296296296,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,reset_phase,pre_cross,4,0.004123711340206186,0.001851851851851852,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,walk_direction,backward,603,0.6216494845360825,0.2791666666666667,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,walk_direction,forward,367,0.3783505154639175,0.1699074074074074,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,commanded_step_length_m,0.300,332,0.3422680412371134,0.1537037037037037,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,commanded_step_length_m,0.350,329,0.3391752577319588,0.15231481481481482,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,commanded_step_length_m,0.400,309,0.3185567010309278,0.14305555555555555,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,commanded_step_height_m,0.020,333,0.34329896907216495,0.15416666666666667,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,commanded_step_height_m,0.000,325,0.33505154639175255,0.15046296296296297,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,commanded_step_height_m,0.010,312,0.3216494845360825,0.14444444444444443,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,command_pair,L0.300_H0.020,117,0.12061855670103093,0.05416666666666667,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,command_pair,L0.300_H0.000,112,0.1154639175257732,0.05185185185185185,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,command_pair,L0.350_H0.000,111,0.11443298969072165,0.05138888888888889,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,command_pair,L0.350_H0.010,109,0.11237113402061856,0.050462962962962966,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,command_pair,L0.350_H0.020,109,0.11237113402061856,0.050462962962962966,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,command_pair,L0.400_H0.020,107,0.11030927835051546,0.04953703703703704,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,command_pair,L0.300_H0.010,103,0.10618556701030928,0.047685185185185185,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,command_pair,L0.400_H0.000,102,0.10515463917525773,0.04722222222222222,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,command_pair,L0.400_H0.010,100,0.10309278350515463,0.046296296296296294,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,valid_for_cmt,True,492,0.5072164948453608,0.22777777777777777,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,valid_for_cmt,False,478,0.4927835051546392,0.2212962962962963,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,terminal_reason,success,967,0.9969072164948454,0.4476851851851852,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,terminal_reason,success+touchdown_event,3,0.003092783505154639,0.001388888888888889,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_negative_p0.875,6,0.006185567010309278,0.002777777777777778,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_negative_p0.800,5,0.005154639175257732,0.0023148148148148147,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_negative_p0.826,5,0.005154639175257732,0.0023148148148148147,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_negative_p0.983,5,0.005154639175257732,0.0023148148148148147,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_positive_p0.876,5,0.005154639175257732,0.0023148148148148147,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_positive_p0.939,5,0.005154639175257732,0.0023148148148148147,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_positive_p0.940,5,0.005154639175257732,0.0023148148148148147,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_positive_p0.959,5,0.005154639175257732,0.0023148148148148147,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_negative_p0.589,4,0.004123711340206186,0.001851851851851852,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_negative_p0.736,4,0.004123711340206186,0.001851851851851852,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_negative_p0.764,4,0.004123711340206186,0.001851851851851852,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_negative_p0.778,4,0.004123711340206186,0.001851851851851852,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_negative_p0.827,4,0.004123711340206186,0.001851851851851852,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_negative_p0.867,4,0.004123711340206186,0.001851851851851852,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_negative_p0.869,4,0.004123711340206186,0.001851851851851852,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_negative_p0.961,4,0.004123711340206186,0.001851851851851852,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_negative_p0.972,4,0.004123711340206186,0.001851851851851852,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_positive_p0.632,4,0.004123711340206186,0.001851851851851852,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_positive_p0.724,4,0.004123711340206186,0.001851851851851852,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_positive_p0.781,4,0.004123711340206186,0.001851851851851852,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_positive_p0.808,4,0.004123711340206186,0.001851851851851852,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_positive_p0.827,4,0.004123711340206186,0.001851851851851852,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_positive_p0.848,4,0.004123711340206186,0.001851851851851852,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_positive_p0.877,4,0.004123711340206186,0.001851851851851852,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_positive_p0.908,4,0.004123711340206186,0.001851851851851852,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_positive_p0.936,4,0.004123711340206186,0.001851851851851852,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_positive_p0.945,4,0.004123711340206186,0.001851851851851852,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_positive_p0.962,4,0.004123711340206186,0.001851851851851852,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_positive_p0.967,4,0.004123711340206186,0.001851851851851852,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_positive_p0.969,4,0.004123711340206186,0.001851851851851852,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_positive_p0.973,4,0.004123711340206186,0.001851851851851852,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_positive_p0.981,4,0.004123711340206186,0.001851851851851852,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_negative_p0.504,3,0.003092783505154639,0.001388888888888889,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_negative_p0.543,3,0.003092783505154639,0.001388888888888889,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_negative_p0.551,3,0.003092783505154639,0.001388888888888889,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_negative_p0.599,3,0.003092783505154639,0.001388888888888889,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_negative_p0.661,3,0.003092783505154639,0.001388888888888889,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_negative_p0.681,3,0.003092783505154639,0.001388888888888889,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_negative_p0.692,3,0.003092783505154639,0.001388888888888889,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_negative_p0.694,3,0.003092783505154639,0.001388888888888889,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_negative_p0.740,3,0.003092783505154639,0.001388888888888889,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_negative_p0.743,3,0.003092783505154639,0.001388888888888889,970,2160
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,three_expert_selector,passive_selected_from,three_expert_negative_p0.759,3,0.003092783505154639,0.001388888888888889,970,2160
