eval_label,seed,episode_index,walk_direction,reset_phase,commanded_step_length_m,commanded_step_height_m,passive_controller,passive_policy_mode,passive_selected_from,active_success,passive_success,active_valid,passive_valid,active_cmt,passive_cmt,active_support_knee_cmt,active_hip_cmt,active_swing_knee_cmt,passive_support_knee_cmt,passive_hip_cmt,passive_swing_knee_cmt,active_energy_j,passive_energy_j,active_support_knee_energy_j,active_hip_energy_j,active_swing_knee_energy_j,passive_support_knee_energy_j,passive_hip_energy_j,passive_swing_knee_energy_j,active_displacement_m,passive_displacement_m,initial_q1_deg,initial_q2_deg,initial_q3_deg,initial_q4_deg,initial_dq1_rad_s,initial_dq2_rad_s,initial_dq3_rad_s,initial_dq4_rad_s,active_terminal_reason,passive_terminal_reason,active_minus_passive_cmt,min_pair_displacement_m,displacement_balance_ratio,representative_score
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260803,1955,-1.0,mid_cross,0.35,0.0,three_expert_selector,three_expert_selector,three_expert_negative_p0.979,True,True,True,True,1.219531392168392,0.46960174692885864,0.009459188723052115,1.1882010839382358,0.021871119507103944,0.0,0.4552792861212307,0.014322460807627961,2.439360377237239,0.9702648165464443,0.018920685699443277,2.376692115481891,0.04374757605590449,0.0,0.9406725505489499,0.029592265997494288,0.08016123356041882,0.08280222177843619,65.16405761018474,37.77162285744266,-6.900642955300251,97.1492136853141,0.9213576726342712,0.7733129931689724,-0.17357263609274498,0.41415615354472013,success,success,0.7499296452395332,0.08016123356041882,0.9681048628733155,0.7700933548326037
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260719,1412,-1.0,touchdown,0.4,0.02,three_expert_selector,three_expert_selector,three_expert_negative_p0.983,True,True,True,True,0.7237454624100483,0.05017281348890457,0.02921445701294327,0.5255804493135628,0.1689505560835422,0.0,0.0,0.05017281348890457,0.6353416248388947,0.04434706392116793,0.02564597852618153,0.46138201065673334,0.14831363565597977,0.0,0.0,0.04434706392116793,0.03518056953844278,0.03542238729574594,54.799517601279945,59.78280919621937,-70.27017109903703,8.11484480078611,0.9097273315596011,-0.04974209165867394,-0.7400875952410835,-0.1238841988329038,success,success,0.6735726489211438,0.03518056953844278,0.9931733071719815,0.6937879207599678
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260803,1960,-1.0,mid_cross,0.35,0.0,three_expert_selector,three_expert_selector,three_expert_negative_p0.818,True,True,True,True,0.9364157013012575,0.34651704090035906,0.03918432534558054,0.8736836552317111,0.023547720723965725,0.0,0.32238547883550556,0.02413156206485354,1.0911904333759452,0.42997891489024914,0.0456608757157441,1.018089770452347,0.027439787207854012,0.0,0.400035040140851,0.029943874749398143,0.04669961210037253,0.049728341222430736,63.1076902466156,48.04789849561324,-24.8855865803769,84.47359646499173,0.9696341990206279,-0.045867016887914724,-0.637694380490184,-0.49873625281121536,success,success,0.5898986604008984,0.04669961210037253,0.9390945073250895,0.609147546668404
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,584,-1.0,touchdown,0.35,0.02,three_expert_selector,three_expert_selector,three_expert_negative_p0.867,True,True,True,True,0.6244200878835096,0.04220667567734492,0.017100135161546636,0.4964113089215412,0.11090864380042183,0.0,0.0,0.04220667567734492,0.5878396426621213,0.03344916547997911,0.016098356759965182,0.4673300108569123,0.10441127504524386,0.0,0.0,0.03344916547997911,0.03772796800013841,0.03176036979416586,60.31850510508285,46.99471180467578,-52.994997114071666,16.418496192718006,0.7852731870114174,0.46293408473623665,-0.5131421960192579,-0.20535573438961818,success,success,0.5822134122061646,0.03176036979416586,0.8418256131379602,0.5993675281668654
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260803,1522,1.0,mid_cross,0.3,0.02,three_expert_selector,three_expert_selector,three_expert_positive_p0.773,True,True,True,True,1.0581491310088265,0.5906500020738299,0.009307995161670243,1.0291278715459897,0.01971326430116646,0.0034651431673436883,0.5583135103561965,0.02887134855028975,2.0003108617370584,1.1390653318138402,0.017595708655106068,1.9454494638266748,0.03726568925527734,0.006682509841419471,1.0767045825736539,0.05567823939876683,0.07575861459295849,0.07728582277090568,57.0608161699352,30.486989176705094,8.955284707380144,97.91375547271457,-0.7476022227886383,-0.002207693589763915,0.3101748144252874,0.3110534315206417,success,success,0.46749912893499657,0.07575861459295849,0.9802394783002543,0.48786150464693123
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260803,1494,1.0,mid_cross,0.3,0.01,three_expert_selector,three_expert_selector,three_expert_positive_p0.890,True,True,True,True,0.9879743649150415,0.5320953197662152,0.0,0.9879743649150415,0.0,0.0,0.5267610783919674,0.005334241374247746,1.1042757020154217,0.560662337533934,0.0,1.1042757020154217,0.0,0.0,0.5550417125692755,0.005620624964658556,0.04479331978843282,0.04222730401146815,49.94238124752054,34.90373940585025,21.246189077076995,73.45808509703598,-0.15833409791119468,-0.04018696473378358,-0.30214927893769294,-0.08103955232894355,success,success,0.4558790451488264,0.04222730401146815,0.9427143201467444,0.47515560459187595
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260719,1212,-1.0,touchdown,0.35,0.0,three_expert_selector,three_expert_selector,three_expert_negative_p0.891,True,True,True,True,0.325937812388198,0.025316560454628337,0.014667109227050496,0.21819770586254514,0.0930729972986024,0.0,0.0,0.025316560454628337,0.36220303791736524,0.02326633236876756,0.016299034102788466,0.2424753094798498,0.10342869433472696,0.0,0.0,0.02326633236876756,0.04453472272457786,0.036830247464229506,60.3245640574883,49.16946520218879,-54.841224715987224,16.21375168687667,0.9300999446933842,0.7934722048834137,-0.4434972387848686,0.024903588019131062,success,success,0.3006212519335697,0.036830247464229506,0.8270007133984826,0.31752956867618165
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260803,1860,-1.0,touchdown,0.3,0.01,three_expert_selector,three_expert_selector,three_expert_negative_p0.715,True,True,True,True,0.356665862417783,0.09401962096433715,0.01294754299416301,0.2925290638668364,0.05118925555678353,0.0,0.05073591034457705,0.04328371061976011,0.27199036446897246,0.0717772334798546,0.009873686576247181,0.22308018535765853,0.03903649253506674,0.0,0.03873322658891609,0.033044006890938504,0.03056140989985027,0.030594941683354516,46.338809846256034,60.30468476946359,-59.948589191644935,9.506463896526146,0.9688512133701019,0.30065779536862514,0.5474149027278419,-0.2659752409170768,success,success,0.26264624145344584,0.03056140989985027,0.9989040089093391,0.28292993573063113
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,520,-1.0,touchdown,0.35,0.0,three_expert_selector,three_expert_selector,three_expert_negative_p0.543,True,True,True,True,0.23768676550322781,0.025322708305660916,0.027350987571466815,0.1829868832425874,0.027348894689173568,0.0,0.0,0.025322708305660916,0.21381693599825183,0.022753457357448957,0.024604248985742892,0.16461032073015677,0.02460236628235215,0.0,0.0,0.022753457357448957,0.03605109925654241,0.0360096296372986,72.48379214880222,40.16327743950106,-39.22241025209297,41.38152047477956,0.8139050104241203,0.5628296742867316,-0.70528108512189,0.20049392116336862,success,success,0.2123640571975669,0.0360096296372986,0.998849698896871,0.2327011474718773
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260803,1472,1.0,touchdown,0.3,0.0,three_expert_selector,three_expert_selector,three_expert_positive_p0.787,True,True,True,True,0.22313432460764945,0.011259294407273598,0.0,0.18757752494833338,0.03555679965931607,0.0,0.0,0.011259294407273598,0.18673078379696334,0.011253486253361766,0.0,0.15697494465670372,0.02975583914025961,0.0,0.0,0.011253486253361766,0.03353752025663789,0.04005505386319097,61.07304764264683,26.242288971637738,52.05605456427131,63.89190330241439,-0.9866308337556153,-0.33717052375209344,0.5587519940281296,0.08677654440715943,success,success,0.21187503020037585,0.03353752025663789,0.8372856112286385,0.228956117627515
