eval_label,seed,episode_index,walk_direction,reset_phase,commanded_step_length_m,commanded_step_height_m,reference_controller,comparison_controller,reference_policy_name,comparison_policy_name,reference_success,comparison_success,reference_valid,comparison_valid,reference_cmt,comparison_cmt,reference_support_knee_cmt,reference_hip_cmt,reference_swing_knee_cmt,comparison_support_knee_cmt,comparison_hip_cmt,comparison_swing_knee_cmt,reference_energy_j,comparison_energy_j,reference_displacement_m,comparison_displacement_m,initial_q1_deg,initial_q2_deg,initial_q3_deg,initial_q4_deg,initial_dq1_rad_s,initial_dq2_rad_s,initial_dq3_rad_s,initial_dq4_rad_s,reference_terminal_reason,comparison_terminal_reason
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,11,1.0,mid_cross,0.3,0.0,true_action_mask_scratch,three_expert_selector,v22_3_true_action_mask_scratch_c090_epoch1275,v22_3_active_bidirectional_4Nm_grid,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,1.567152249845909,1.9219602936208475,0.1259380188255689,0.14942392251776604,69.65666223500146,33.563519883364094,-10.636592441027739,88.2587545025531,-0.18845970636435405,-0.9344504082762992,0.3085730130237849,0.04597047225341433,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_before_ready
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,12,1.0,touchdown,0.3,0.0,true_action_mask_scratch,three_expert_selector,v22_3_true_action_mask_scratch_c090_epoch1275,v22_3_active_bidirectional_4Nm_grid,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,0.048001864273964766,0.11436053653381661,0.0058197198995214305,0.005497180729400419,57.2252133583826,30.808849399790848,46.98349925759238,62.583887859294784,0.02945083757535727,0.01178344404111309,-0.9832877245559231,-0.2650817985977705,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_before_ready
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,13,1.0,touchdown,0.3,0.0,true_action_mask_scratch,three_expert_selector,v22_3_true_action_mask_scratch_c090_epoch1275,v22_3_active_bidirectional_4Nm_grid,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,0.8821902951321079,0.5108477040059065,-0.04601696960012752,-0.04868927576770346,54.18216910500422,34.515349117157115,57.28113391577824,68.90629504185623,0.9346469741811363,0.2854906125658705,-0.23853199874733888,0.292922583932552,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_before_ready
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,14,1.0,touchdown,0.3,0.0,true_action_mask_scratch,three_expert_selector,v22_3_true_action_mask_scratch_c090_epoch1275,v22_3_active_bidirectional_4Nm_grid,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,0.48025669762060935,0.3251075380091743,-0.00851065902828313,-0.006933200928207289,52.32499267800712,33.854473708188586,48.09867829761406,62.46159617157774,-0.13245295179599403,0.7827293307782628,-0.8486803439813619,0.40815004925536336,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_before_ready
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,15,1.0,touchdown,0.3,0.0,true_action_mask_scratch,three_expert_selector,v22_3_true_action_mask_scratch_c090_epoch1275,v22_3_passive_positive_4Nm_grid,True,True,False,False,nan,nan,nan,nan,nan,nan,nan,nan,0.9141574415995947,0.00876032080996911,-0.009368090950755747,-0.001786869196356955,47.441556665009585,21.274360139228893,72.74851650513972,82.32472863011338,0.6258747078035023,-0.657341361825742,-0.393616191402991,0.25396264081292386,success,success
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,16,1.0,touchdown,0.3,0.0,true_action_mask_scratch,three_expert_selector,v22_3_true_action_mask_scratch_c090_epoch1275,v22_3_passive_positive_4Nm_grid,True,True,True,True,5.8058938680612036,0.056802394579858785,0.16577132215191617,5.333528519848361,0.30659402606092556,0.0033089527523705135,0.0,0.05349344182748827,0.38482918028906193,0.013901524455754566,0.0026563195190114908,0.009807926310130805,65.64235893881931,17.03530774462917,56.25865968989096,47.96722326856721,0.15692188031236332,-0.7980531062564615,-0.842133600877498,0.49794368137090494,success,success
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,17,1.0,mid_cross,0.3,0.0,true_action_mask_scratch,three_expert_selector,v22_3_true_action_mask_scratch_c090_epoch1275,v22_3_active_bidirectional_4Nm_grid,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,1.141868038656142,0.740814224351575,-0.002585392507392547,-0.003017439450629676,54.847660576164465,61.649529386554164,-1.6166907149738627,77.77071382912997,0.16829954529746316,0.6841537003512075,-0.6628971301818765,-0.07890368686266125,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_before_ready
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,18,1.0,touchdown,0.3,0.0,true_action_mask_scratch,three_expert_selector,v22_3_true_action_mask_scratch_c090_epoch1275,v22_3_passive_positive_4Nm_grid,True,True,True,True,0.8877327306163856,0.004510392790385533,0.014084996324823471,0.8163143090965818,0.05733342519498029,0.0017293017150527461,0.0,0.002781091075332787,0.2692170356729764,0.0037071455698583586,0.01215350981051716,0.0329387175484481,49.99139985112016,37.27300302335545,54.375483284323565,61.73257232953932,-0.9011858690845804,-0.9716733785198457,-0.727634958782279,0.41497608802445685,success,success
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,19,1.0,mid_cross,0.3,0.0,true_action_mask_scratch,three_expert_selector,v22_3_true_action_mask_scratch_c090_epoch1275,v22_3_active_bidirectional_4Nm_grid,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,1.4404787772684644,1.7946477424662601,0.06840182067783446,0.06878770032022546,53.19424989272037,24.274377495785007,-4.9770920218160954,93.65763227967341,-0.7876460270092487,0.4119782201437989,0.18907670715860148,0.02432411888964303,clearance_ground+foot_ground_bad_clearance,clearance_ground+foot_ground_bad_clearance
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,20,1.0,touchdown,0.3,0.0,true_action_mask_scratch,three_expert_selector,v22_3_true_action_mask_scratch_c090_epoch1275,v22_3_passive_positive_4Nm_grid,True,True,True,True,0.3143804755242875,0.004327609859243194,0.0,0.28981480395892023,0.02456567156536724,8.59842082665678e-05,0.0,0.004241625650976626,0.09006659878760544,0.0025557275164063355,0.011481261446881774,0.023667253242607517,51.79835920286255,18.91684930915175,62.99343920977764,74.56825341859884,-0.941459972565377,0.09669261574838495,-0.6519142673603306,0.46265099224042117,success,success
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,21,1.0,touchdown,0.3,0.0,true_action_mask_scratch,three_expert_selector,v22_3_true_action_mask_scratch_c090_epoch1275,v22_3_active_bidirectional_4Nm_grid,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,0.34100108382587524,0.45008965557173186,-0.015815072978346972,-0.016260854428071014,50.05426241922607,34.939601522183835,47.93642001869537,68.77580147493566,0.4527204056186147,0.5925402055712161,0.9324304242546955,-0.29729003887392436,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_before_ready
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,22,1.0,mid_cross,0.3,0.0,true_action_mask_scratch,three_expert_selector,v22_3_true_action_mask_scratch_c090_epoch1275,v22_3_passive_positive_4Nm_grid,True,False,True,False,0.4326245287171482,nan,0.0,0.43200242206703754,0.0006221066501106517,nan,nan,nan,0.7244889329086884,1.0521936848702762,0.06711228520469381,0.09111718684821793,51.29829179746749,33.417550910361676,15.719287215048304,93.09536147634157,-0.14023805498191622,-0.8111988704852897,0.2777335585751133,0.16297803601741323,success,clearance_ground+foot_ground_before_ready
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,23,1.0,mid_cross,0.3,0.0,true_action_mask_scratch,three_expert_selector,v22_3_true_action_mask_scratch_c090_epoch1275,v22_3_active_bidirectional_4Nm_grid,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,0.8778612340742716,1.875419036076325,-0.10974605216360475,-0.10135239818100733,87.69160187896861,38.81066393023882,12.00079797950688,102.89990109414984,0.618489492189435,0.9795005507167505,-0.9763476686019326,0.3749565255957862,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_before_ready
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,24,1.0,mid_cross,0.3,0.0,true_action_mask_scratch,three_expert_selector,v22_3_true_action_mask_scratch_c090_epoch1275,v22_3_active_bidirectional_4Nm_grid,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,1.4167622059263145,0.533235742864145,0.050740949545318735,0.04545157305456424,88.80960980691898,33.44267652590038,17.008466773676446,82.46819298334063,-0.4627742753430335,-0.21153890063862724,-0.09198112688240867,0.05612456429196977,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_before_ready
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,25,1.0,mid_cross,0.3,0.0,true_action_mask_scratch,three_expert_selector,v22_3_true_action_mask_scratch_c090_epoch1275,v22_3_active_bidirectional_4Nm_grid,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,0.9496861659664995,1.2650239442523332,0.08513985705174405,0.11290245966921765,58.05317358658515,54.528664191565056,-0.9046650420407653,100.85522287571571,-0.6469274101869427,-0.5635012381298821,-0.23745552891702393,-0.4922006657199467,clearance_ground+foot_ground_before_ready,q1_low_limit
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,26,1.0,pre_cross,0.3,0.0,true_action_mask_scratch,three_expert_selector,v22_3_true_action_mask_scratch_c090_epoch1275,v22_3_active_bidirectional_4Nm_grid,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,0.8750328835969382,1.5859411690451242,0.01437463435710698,0.016190232151231998,46.32145413122258,54.39613329924936,-5.893057911453531,91.4431431567062,-0.09243729166586334,0.7408823596807341,-0.2834371023425588,0.10036874646194849,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_before_ready
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,27,1.0,mid_cross,0.3,0.0,true_action_mask_scratch,three_expert_selector,v22_3_true_action_mask_scratch_c090_epoch1275,v22_3_active_bidirectional_4Nm_grid,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,1.0783860748280738,1.0306385711180075,0.0026440593553996583,0.000363534813539651,46.15096746981734,46.44393426715452,0.30152229324025337,58.360430879414686,0.7328407095690266,0.16459476746268664,0.38971834112366643,-0.1989149869483332,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_before_ready
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,28,1.0,mid_cross,0.3,0.0,true_action_mask_scratch,three_expert_selector,v22_3_true_action_mask_scratch_c090_epoch1275,v22_3_active_bidirectional_4Nm_grid,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,2.2110854069233095,0.37942709002995634,-0.0074544682586659,-0.00929043973004494,74.66462844710786,26.836946207408833,13.411503734275815,86.36693901919985,0.029349518127065544,0.6531123767284426,-0.9463470756601089,0.3863279694251024,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_before_ready
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,29,1.0,pre_cross,0.3,0.0,true_action_mask_scratch,three_expert_selector,v22_3_true_action_mask_scratch_c090_epoch1275,v22_3_active_bidirectional_4Nm_grid,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,1.740262310457723,2.369573377726181,0.02422059873119964,0.027218446267126703,55.81378036919947,36.37485869944592,-31.06751040366221,81.97015682551542,-0.07955579809478586,0.5993350555296137,0.38843245689742134,-0.22988736185827585,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_before_ready
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,30,1.0,mid_cross,0.3,0.0,true_action_mask_scratch,three_expert_selector,v22_3_true_action_mask_scratch_c090_epoch1275,v22_3_active_bidirectional_4Nm_grid,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,1.565405436575327,0.18998386278919466,-0.054383952488210305,-0.04905268628538243,61.016364331749365,49.542640967190835,19.796700697902573,67.66234681263288,0.6762807762263143,0.7064057804203754,-0.843091051169589,0.22156407976192172,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_before_ready
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,31,1.0,touchdown,0.3,0.0,true_action_mask_scratch,three_expert_selector,v22_3_true_action_mask_scratch_c090_epoch1275,v22_3_passive_negative_4Nm_grid,True,True,False,True,nan,2.801675598193403,nan,nan,nan,0.0,2.0603193150307066,0.7413562831626967,0.6443429796655831,0.1886723374126689,-0.0016776312893558853,0.0026988067816263728,45.912781558044756,36.48503943913641,64.6051045582201,83.63658791896762,-0.08463286852001084,-0.2224455744830336,0.6838698343819907,-0.20279472506813379,success,success
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,32,1.0,mid_cross,0.3,0.0,true_action_mask_scratch,three_expert_selector,v22_3_true_action_mask_scratch_c090_epoch1275,v22_3_passive_positive_4Nm_grid,False,True,False,True,nan,0.7319856109845008,nan,nan,nan,0.008162863922392566,0.683456014393295,0.04036673266881329,0.6898339273963086,0.4538452671974778,0.037960076758354194,0.024847727603018316,58.25825825317933,25.2447181168118,23.46791079665975,71.14200203109586,0.19235818863038312,0.20796716940268656,-0.8415921245241265,-0.48904573766473547,clearance_ground+foot_ground_before_ready,success
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,33,1.0,mid_cross,0.3,0.0,true_action_mask_scratch,three_expert_selector,v22_3_true_action_mask_scratch_c090_epoch1275,v22_3_active_bidirectional_4Nm_grid,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,2.050623731536425,1.007388394373784,-0.10127642140025646,-0.07763856675990402,73.83305331344133,34.36075001033744,-0.5831247881120486,99.92243103823564,0.76988347327712,0.9064413009064631,-0.9409344404507329,-0.01519607215222718,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_before_ready
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,34,1.0,touchdown,0.3,0.0,true_action_mask_scratch,three_expert_selector,v22_3_true_action_mask_scratch_c090_epoch1275,v22_3_passive_positive_4Nm_grid,True,True,True,True,0.04079748331409578,0.019961232905092198,0.0,0.02947437062056479,0.011323112693530986,0.00015462678600651415,0.0,0.01980660611908568,0.011335146035856497,0.008542015103016479,0.011134613760494516,0.01714961534331247,51.2802675927147,31.65371220070454,51.407148415174895,66.91423725353535,-0.3642098604190247,-0.4466773864925744,0.9804696979504752,0.3627238855178375,success,success
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,35,1.0,mid_cross,0.3,0.0,true_action_mask_scratch,three_expert_selector,v22_3_true_action_mask_scratch_c090_epoch1275,v22_3_active_bidirectional_4Nm_grid,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,1.5207211806971768,0.8053189256837437,0.06690425125208851,0.06482392465949624,46.5118854055942,22.212218717659987,5.6428314927403544,74.3666895159069,-0.8182775934326008,-0.9987658067754677,0.621211123196937,-0.2333115490657226,clearance_ground+foot_ground_bad_clearance,clearance_ground+foot_ground_bad_clearance
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,36,1.0,pre_cross,0.3,0.0,true_action_mask_scratch,three_expert_selector,v22_3_true_action_mask_scratch_c090_epoch1275,v22_3_active_bidirectional_4Nm_grid,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,3.0871012704688905,1.8429580485498325,-0.0028413791551676454,-0.003084857757335997,60.645850676701436,50.861584277047065,-38.39190089547768,70.6142499506953,0.9865668423855025,-0.6052690335433795,0.9655437971314207,-0.18621090183963918,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_before_ready
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,37,1.0,touchdown,0.3,0.0,true_action_mask_scratch,three_expert_selector,v22_3_true_action_mask_scratch_c090_epoch1275,v22_3_passive_negative_4Nm_grid,True,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,0.9447222306280335,0.37060799269332845,-0.02294200955328249,-0.02461680452436782,53.36560476173328,20.302277962821247,71.6837737840515,83.19125279972485,0.34764746413117975,0.5486983246735948,-0.3817257612549283,-0.41809913678630284,success,clearance_ground+foot_ground_after_ready
4DoF_V22_3_3x3_grid_4Nm_three_expert_selector_primary_2160,20260702,38,1.0,touchdown,0.3,0.0,true_action_mask_scratch,three_expert_selector,v22_3_true_action_mask_scratch_c090_epoch1275,v22_3_active_bidirectional_4Nm_grid,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,0.4633624420812723,0.7621060392611032,-0.007223863765717209,-0.007598743142317038,54.07834485996617,32.21454037708429,60.42196344786347,68.69592790462904,-0.5308107575567449,0.9697561492566786,-0.016601186405855284,0.425524723290328,clearance_ground+foot_ground_before_ready,clearance_ground+foot_ground_before_ready
