eval_label,seed,episode_index,walk_direction,reset_phase,controller,policy_name,passive_mode,passive_selected_from,curriculum_progress,hip_torque_nm,knee_torque_nm,commanded_step_length_m,commanded_step_height_m,success,valid_for_cmt,terminal_reason,steps,nonzero_torque_steps,energy_j,support_knee_energy_j,hip_energy_j,swing_knee_energy_j,signed_com_displacement_m,cmt,support_knee_cmt,hip_cmt,swing_knee_cmt,initial_q1_deg,initial_q2_deg,initial_q3_deg,initial_q4_deg,initial_dq1_rad_s,initial_dq2_rad_s,initial_dq3_rad_s,initial_dq4_rad_s,final_q1_deg,final_q2_deg,final_q3_deg,final_q4_deg,candidate_for_mode
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260702,4,1.0,touchdown,passive_oracle_candidate,v22_3_passive_positive_4Nm_grid,oracle_best_cmt,positive,1.0,4.0,0.2,0.3,0.0,True,True,success,6,6,0.009467581411630045,0.0,0.0,0.009467581411630045,0.025080550054330825,0.015128065695130435,0.0,0.0,0.015128065695130435,54.908059785390925,21.313759138702984,61.74329484257774,64.6835834156522,-0.9551598553085852,-0.1054132594870325,-0.871233472203875,0.19543372275914028,47.73145046535552,26.118472462143544,57.27259191531027,61.88333440386828,oracle_best_cmt
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260702,4,1.0,touchdown,passive_oracle_candidate,v22_3_passive_negative_4Nm_grid,oracle_best_cmt,negative,1.0,4.0,0.2,0.3,0.0,True,True,success,5,5,0.032603639949708635,0.0,0.0,0.032603639949708635,0.018085852121232454,0.07224512111093183,0.0,0.0,0.07224512111093183,54.908059785390925,21.313759138702984,61.74329484257774,64.6835834156522,-0.9551598553085852,-0.1054132594870325,-0.871233472203875,0.19543372275914028,48.21161308459682,27.145744488425247,54.593362556842834,55.352671490724966,oracle_best_cmt
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260702,5,1.0,pre_cross,passive_sign_selector,v22_3_passive_positive_4Nm_grid,sign_selector,selector_positive_p0.994,1.0,4.0,0.2,0.3,0.0,False,False,clearance_ground+foot_ground_before_ready,13,13,0.9110087563926046,0.0,0.870166347186246,0.04084240920635861,0.016357125994552166,nan,nan,nan,nan,57.94658852696728,56.01083194188467,-28.56325562978115,63.016851333237426,-0.3567012636203519,0.8544797981299785,-0.7106791737699811,0.25566031722938265,49.18334719703642,78.33112660376617,4.084557910954838,77.11320135057203,sign_selector
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260702,5,1.0,pre_cross,passive_oracle_candidate,v22_3_passive_positive_4Nm_grid,oracle_best_cmt,positive,1.0,4.0,0.2,0.3,0.0,False,False,clearance_ground+foot_ground_before_ready,13,13,0.9110087563926046,0.0,0.870166347186246,0.04084240920635861,0.016357125994552166,nan,nan,nan,nan,57.94658852696728,56.01083194188467,-28.56325562978115,63.016851333237426,-0.3567012636203519,0.8544797981299785,-0.7106791737699811,0.25566031722938265,49.18334719703642,78.33112660376617,4.084557910954838,77.11320135057203,oracle_best_cmt
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260702,5,1.0,pre_cross,passive_oracle_candidate,v22_3_passive_negative_4Nm_grid,oracle_best_cmt,negative,1.0,4.0,0.2,0.3,0.0,False,False,clearance_ground+foot_ground_before_ready,8,8,0.06796654915411524,0.0,0.0,0.06796654915411524,-0.0022384893835764256,nan,nan,nan,nan,57.94658852696728,56.01083194188467,-28.56325562978115,63.016851333237426,-0.3567012636203519,0.8544797981299785,-0.7106791737699811,0.25566031722938265,49.57712236685046,71.28009610394156,-40.1727426640176,43.75294161072203,oracle_best_cmt
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260702,6,1.0,touchdown,passive_sign_selector,v22_3_passive_positive_4Nm_grid,sign_selector,selector_positive_p0.715,1.0,4.0,0.2,0.3,0.0,True,True,success,2,2,0.028473198591803923,0.0015425820454258105,0.026930616546378114,0.0,0.008222273960043491,0.1387796297959878,0.007518613144353748,0.13126101665163406,0.0,59.84078924812002,17.501845962940788,50.03885053246253,45.811933964065794,-0.6688456976475936,-0.7101693985657469,0.09956599454175441,-0.3842858040427144,58.75672813140362,17.065678554668192,50.37640828493751,46.562988238438734,sign_selector
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260702,6,1.0,touchdown,passive_oracle_candidate,v22_3_passive_positive_4Nm_grid,oracle_best_cmt,positive,1.0,4.0,0.2,0.3,0.0,True,True,success,2,2,0.028473198591803923,0.0015425820454258105,0.026930616546378114,0.0,0.008222273960043491,0.1387796297959878,0.007518613144353748,0.13126101665163406,0.0,59.84078924812002,17.501845962940788,50.03885053246253,45.811933964065794,-0.6688456976475936,-0.7101693985657469,0.09956599454175441,-0.3842858040427144,58.75672813140362,17.065678554668192,50.37640828493751,46.562988238438734,oracle_best_cmt
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260702,6,1.0,touchdown,passive_oracle_candidate,v22_3_passive_negative_4Nm_grid,oracle_best_cmt,negative,1.0,4.0,0.2,0.3,0.0,True,True,success,1,1,0.0031855853116914716,0.0006898711852270481,0.0,0.0024957141264644236,0.003822840432512492,0.03339523316222529,0.007232080396027795,0.0,0.0261631527661975,59.84078924812002,17.501845962940788,50.03885053246253,45.811933964065794,-0.6688456976475936,-0.7101693985657469,0.09956599454175441,-0.3842858040427144,59.32146405474443,17.304616961520228,49.880847583301964,45.09874981743008,oracle_best_cmt
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260702,7,1.0,mid_cross,passive_sign_selector,v22_3_passive_positive_4Nm_grid,sign_selector,selector_positive_p0.983,1.0,4.0,0.2,0.3,0.0,True,True,success,13,13,0.946064992639151,0.008574036625892099,0.8735945465152535,0.06389640949800547,0.08342389395579375,0.4544770168389121,0.0041188529523037715,0.4196631801367474,0.03069498374986095,57.97530155279033,28.40249509614897,10.47440112955593,95.66176999109317,-0.83887887506476,-0.07251046074681278,0.6248172322740067,-0.09520487866960414,44.89849099687751,36.681123127281026,45.911633826465504,61.506130012802224,sign_selector
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260702,7,1.0,mid_cross,passive_oracle_candidate,v22_3_passive_positive_4Nm_grid,oracle_best_cmt,positive,1.0,4.0,0.2,0.3,0.0,True,True,success,13,13,0.946064992639151,0.008574036625892099,0.8735945465152535,0.06389640949800547,0.08342389395579375,0.4544770168389121,0.0041188529523037715,0.4196631801367474,0.03069498374986095,57.97530155279033,28.40249509614897,10.47440112955593,95.66176999109317,-0.83887887506476,-0.07251046074681278,0.6248172322740067,-0.09520487866960414,44.89849099687751,36.681123127281026,45.911633826465504,61.506130012802224,oracle_best_cmt
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260702,7,1.0,mid_cross,passive_oracle_candidate,v22_3_passive_negative_4Nm_grid,oracle_best_cmt,negative,1.0,4.0,0.2,0.3,0.0,False,False,clearance_ground+foot_ground_bad_clearance,12,12,0.1496173582526769,0.0,0.0,0.1496173582526769,0.04806696902576407,nan,nan,nan,nan,57.97530155279033,28.40249509614897,10.47440112955593,95.66176999109317,-0.83887887506476,-0.07251046074681278,0.6248172322740067,-0.09520487866960414,33.95428164279675,54.70946561457052,-0.6033077795644466,54.05658444847725,oracle_best_cmt
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260702,8,1.0,mid_cross,passive_sign_selector,v22_3_passive_positive_4Nm_grid,sign_selector,selector_positive_p0.971,1.0,4.0,0.2,0.3,0.0,False,False,clearance_ground+foot_ground_before_ready,23,23,0.4924987755220152,0.0,0.43009924308207526,0.06239953243993994,0.00671157774279944,nan,nan,nan,nan,60.448536403729996,61.11083448682826,-5.3740965945260335,85.97901810757776,0.23380332954172056,0.20395858102760056,-0.9905715415240453,-0.4100723215637704,34.453862286064194,129.57935942765963,-7.877473327883596,0.0,sign_selector
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260702,8,1.0,mid_cross,passive_oracle_candidate,v22_3_passive_positive_4Nm_grid,oracle_best_cmt,positive,1.0,4.0,0.2,0.3,0.0,False,False,clearance_ground+foot_ground_before_ready,23,23,0.4924987755220152,0.0,0.43009924308207526,0.06239953243993994,0.00671157774279944,nan,nan,nan,nan,60.448536403729996,61.11083448682826,-5.3740965945260335,85.97901810757776,0.23380332954172056,0.20395858102760056,-0.9905715415240453,-0.4100723215637704,34.453862286064194,129.57935942765963,-7.877473327883596,0.0,oracle_best_cmt
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260702,8,1.0,mid_cross,passive_oracle_candidate,v22_3_passive_negative_4Nm_grid,oracle_best_cmt,negative,1.0,4.0,0.2,0.3,0.0,False,False,clearance_ground+foot_ground_before_ready,8,8,0.06442592437847669,0.0,0.0,0.06442592437847669,-0.009695011556812374,nan,nan,nan,nan,60.448536403729996,61.11083448682826,-5.3740965945260335,85.97901810757776,0.23380332954172056,0.20395858102760056,-0.9905715415240453,-0.4100723215637704,56.43537790280339,71.26625817659703,-15.889342996235179,70.36457871229547,oracle_best_cmt
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260702,9,1.0,touchdown,passive_sign_selector,v22_3_passive_positive_4Nm_grid,sign_selector,selector_positive_p0.937,1.0,4.0,0.2,0.3,0.0,True,True,success,3,3,0.027622813376247682,0.001162765055772479,0.02257878638439212,0.0038812619360830847,0.01047347545926619,0.10569598742443166,0.004449206496039809,0.08639551262347997,0.014851268304911876,47.71778750380839,37.98538097665226,47.78480175767103,61.25158985027718,-0.40808381073669464,-0.9556718816555063,-0.7299946172610385,-0.49211036810685593,45.924344670682984,37.88073063109569,47.1440354432922,60.80805519622309,sign_selector
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260702,9,1.0,touchdown,passive_oracle_candidate,v22_3_passive_positive_4Nm_grid,oracle_best_cmt,positive,1.0,4.0,0.2,0.3,0.0,True,True,success,3,3,0.027622813376247682,0.001162765055772479,0.02257878638439212,0.0038812619360830847,0.01047347545926619,0.10569598742443166,0.004449206496039809,0.08639551262347997,0.014851268304911876,47.71778750380839,37.98538097665226,47.78480175767103,61.25158985027718,-0.40808381073669464,-0.9556718816555063,-0.7299946172610385,-0.49211036810685593,45.924344670682984,37.88073063109569,47.1440354432922,60.80805519622309,oracle_best_cmt
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260702,9,1.0,touchdown,passive_oracle_candidate,v22_3_passive_negative_4Nm_grid,oracle_best_cmt,negative,1.0,4.0,0.2,0.3,0.0,True,True,success,2,2,0.008317866019052354,0.001160156151667574,0.0,0.007157709867384779,0.006028907046375848,0.055291037997291445,0.007711862359614127,0.0,0.047579175637677315,47.71778750380839,37.98538097665226,47.78480175767103,61.25158985027718,-0.40808381073669464,-0.9556718816555063,-0.7299946172610385,-0.49211036810685593,46.69071538251634,37.74995936203985,46.31117291402512,59.20434141984942,oracle_best_cmt
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260702,10,1.0,touchdown,passive_sign_selector,v22_3_passive_negative_4Nm_grid,sign_selector,selector_negative_p0.999,1.0,4.0,0.2,0.3,0.0,False,False,clearance_ground+foot_ground_before_ready,8,8,0.2762653890881766,0.0,0.2604693633603031,0.015796025727873534,-0.015269174855832512,nan,nan,nan,nan,50.39775126994908,34.652498739783546,56.86643919188664,65.78277986860259,0.1759468048061914,0.42831748134339875,0.9042866304821078,-0.17001766381283379,41.995181431055286,51.932820277378326,38.766385917923664,38.652071788393464,sign_selector
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260702,10,1.0,touchdown,passive_oracle_candidate,v22_3_passive_positive_4Nm_grid,oracle_best_cmt,positive,1.0,4.0,0.2,0.3,0.0,False,False,clearance_ground+foot_ground_before_ready,15,15,0.013239637520901373,0.0,0.0,0.013239637520901373,-0.0060017275707336115,nan,nan,nan,nan,50.39775126994908,34.652498739783546,56.86643919188664,65.78277986860259,0.1759468048061914,0.42831748134339875,0.9042866304821078,-0.17001766381283379,24.29509903226785,78.3621818904019,46.93621778420055,56.19137729831643,oracle_best_cmt
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260702,10,1.0,touchdown,passive_oracle_candidate,v22_3_passive_negative_4Nm_grid,oracle_best_cmt,negative,1.0,4.0,0.2,0.3,0.0,False,False,clearance_ground+foot_ground_before_ready,8,8,0.2762653890881766,0.0,0.2604693633603031,0.015796025727873534,-0.015269174855832512,nan,nan,nan,nan,50.39775126994908,34.652498739783546,56.86643919188664,65.78277986860259,0.1759468048061914,0.42831748134339875,0.9042866304821078,-0.17001766381283379,41.995181431055286,51.932820277378326,38.766385917923664,38.652071788393464,oracle_best_cmt
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260702,11,1.0,mid_cross,passive_sign_selector,v22_3_passive_positive_4Nm_grid,sign_selector,selector_positive_p0.993,1.0,4.0,0.2,0.3,0.0,False,False,clearance_ground+foot_ground_before_ready,25,24,1.272187746044059,0.015007510341086463,1.1552334736119239,0.10194676209104861,0.11278145296445982,nan,nan,nan,nan,69.65666223500146,33.563519883364094,-10.636592441027739,88.2587545025531,-0.18845970636435405,-0.9344504082762992,0.3085730130237849,0.04597047225341433,29.30008867324491,85.42904069401172,25.055772031953154,14.654259270210297,sign_selector
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260702,11,1.0,mid_cross,passive_oracle_candidate,v22_3_passive_positive_4Nm_grid,oracle_best_cmt,positive,1.0,4.0,0.2,0.3,0.0,False,False,clearance_ground+foot_ground_before_ready,25,24,1.272187746044059,0.015007510341086463,1.1552334736119239,0.10194676209104861,0.11278145296445982,nan,nan,nan,nan,69.65666223500146,33.563519883364094,-10.636592441027739,88.2587545025531,-0.18845970636435405,-0.9344504082762992,0.3085730130237849,0.04597047225341433,29.30008867324491,85.42904069401172,25.055772031953154,14.654259270210297,oracle_best_cmt
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260702,11,1.0,mid_cross,passive_oracle_candidate,v22_3_passive_negative_4Nm_grid,oracle_best_cmt,negative,1.0,4.0,0.2,0.3,0.0,False,False,clearance_ground+foot_ground_before_ready,14,14,0.15102248231260096,0.0009731782459042454,0.0,0.15004930406669673,0.03861591598065625,nan,nan,nan,nan,69.65666223500146,33.563519883364094,-10.636592441027739,88.2587545025531,-0.18845970636435405,-0.9344504082762992,0.3085730130237849,0.04597047225341433,46.51041839984642,63.03262113738521,-30.76853365487086,36.10488385644822,oracle_best_cmt
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260702,12,1.0,touchdown,passive_sign_selector,v22_3_passive_positive_4Nm_grid,sign_selector,selector_positive_p0.718,1.0,4.0,0.2,0.3,0.0,False,False,clearance_ground+foot_ground_before_ready,10,10,0.013989190655451926,0.0,0.0,0.013989190655451926,0.005305524113339732,nan,nan,nan,nan,57.2252133583826,30.808849399790848,46.98349925759238,62.583887859294784,0.02945083757535727,0.01178344404111309,-0.9832877245559231,-0.2650817985977705,45.24013602864711,49.647083607319495,34.71272219658009,46.68814153348859,sign_selector
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260702,12,1.0,touchdown,passive_oracle_candidate,v22_3_passive_positive_4Nm_grid,oracle_best_cmt,positive,1.0,4.0,0.2,0.3,0.0,False,False,clearance_ground+foot_ground_before_ready,10,10,0.013989190655451926,0.0,0.0,0.013989190655451926,0.005305524113339732,nan,nan,nan,nan,57.2252133583826,30.808849399790848,46.98349925759238,62.583887859294784,0.02945083757535727,0.01178344404111309,-0.9832877245559231,-0.2650817985977705,45.24013602864711,49.647083607319495,34.71272219658009,46.68814153348859,oracle_best_cmt
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260702,12,1.0,touchdown,passive_oracle_candidate,v22_3_passive_negative_4Nm_grid,oracle_best_cmt,negative,1.0,4.0,0.2,0.3,0.0,False,False,clearance_ground+foot_ground_before_ready,8,8,0.05141534862397738,0.0,0.0,0.05141534862397738,-0.00044343778498817654,nan,nan,nan,nan,57.2252133583826,30.808849399790848,46.98349925759238,62.583887859294784,0.02945083757535727,0.01178344404111309,-0.9832877245559231,-0.2650817985977705,49.534343658405554,43.39420978104131,32.95157036217796,40.487653815404514,oracle_best_cmt
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260702,13,1.0,touchdown,passive_sign_selector,v22_3_passive_negative_4Nm_grid,sign_selector,selector_negative_p0.997,1.0,4.0,0.2,0.3,0.0,False,False,clearance_ground+foot_ground_before_ready,12,12,0.29141600208587687,0.0,0.2527381365690294,0.03867786551684747,-0.04950900035903874,nan,nan,nan,nan,54.18216910500422,34.515349117157115,57.28113391577824,68.90629504185623,0.9346469741811363,0.2854906125658705,-0.23853199874733888,0.292922583932552,43.53868925066947,64.4915230310905,21.308739680635302,14.936299508688807,sign_selector
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260702,13,1.0,touchdown,passive_oracle_candidate,v22_3_passive_positive_4Nm_grid,oracle_best_cmt,positive,1.0,4.0,0.2,0.3,0.0,False,False,clearance_ground+foot_ground_before_ready,17,17,0.008528537616111229,0.0,0.0,0.008528537616111229,-0.054171747307958956,nan,nan,nan,nan,54.18216910500422,34.515349117157115,57.28113391577824,68.90629504185623,0.9346469741811363,0.2854906125658705,-0.23853199874733888,0.292922583932552,34.54513128836395,82.36458838377015,27.197474395774606,35.70171145520087,oracle_best_cmt
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260702,13,1.0,touchdown,passive_oracle_candidate,v22_3_passive_negative_4Nm_grid,oracle_best_cmt,negative,1.0,4.0,0.2,0.3,0.0,False,False,clearance_ground+foot_ground_before_ready,12,12,0.29141600208587687,0.0,0.2527381365690294,0.03867786551684747,-0.04950900035903874,nan,nan,nan,nan,54.18216910500422,34.515349117157115,57.28113391577824,68.90629504185623,0.9346469741811363,0.2854906125658705,-0.23853199874733888,0.292922583932552,43.53868925066947,64.4915230310905,21.308739680635302,14.936299508688807,oracle_best_cmt
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260702,14,1.0,touchdown,passive_sign_selector,v22_3_passive_negative_4Nm_grid,sign_selector,selector_negative_p0.920,1.0,4.0,0.2,0.3,0.0,False,False,clearance_ground+foot_ground_before_ready,7,7,0.05580427247905537,0.0,0.0,0.05580427247905537,-0.006866967869094909,nan,nan,nan,nan,52.32499267800712,33.854473708188586,48.09867829761406,62.46159617157774,-0.13245295179599403,0.7827293307782628,-0.8486803439813619,0.40815004925536336,45.292222581186344,47.161012806762116,36.82828255122878,46.52770343852474,sign_selector
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260702,14,1.0,touchdown,passive_oracle_candidate,v22_3_passive_positive_4Nm_grid,oracle_best_cmt,positive,1.0,4.0,0.2,0.3,0.0,False,False,clearance_ground+foot_ground_before_ready,8,8,0.01632454390594034,0.0,0.0,0.01632454390594034,-0.006996983470492157,nan,nan,nan,nan,52.32499267800712,33.854473708188586,48.09867829761406,62.46159617157774,-0.13245295179599403,0.7827293307782628,-0.8486803439813619,0.40815004925536336,44.60841975241138,48.309833635904,36.69904126713864,48.59976621202263,oracle_best_cmt
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260702,14,1.0,touchdown,passive_oracle_candidate,v22_3_passive_negative_4Nm_grid,oracle_best_cmt,negative,1.0,4.0,0.2,0.3,0.0,False,False,clearance_ground+foot_ground_before_ready,7,7,0.05580427247905537,0.0,0.0,0.05580427247905537,-0.006866967869094909,nan,nan,nan,nan,52.32499267800712,33.854473708188586,48.09867829761406,62.46159617157774,-0.13245295179599403,0.7827293307782628,-0.8486803439813619,0.40815004925536336,45.292222581186344,47.161012806762116,36.82828255122878,46.52770343852474,oracle_best_cmt
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260702,15,1.0,touchdown,passive_sign_selector,v22_3_passive_negative_4Nm_grid,sign_selector,selector_negative_p0.628,1.0,4.0,0.2,0.3,0.0,True,False,success,9,9,0.014417321691771526,0.0,0.0,0.014417321691771526,-0.0030777926883339135,nan,nan,nan,nan,47.441556665009585,21.274360139228893,72.74851650513972,82.32472863011338,0.6258747078035023,-0.657341361825742,-0.393616191402991,0.25396264081292386,36.51594526141209,39.419781238070925,59.609592444539636,71.77316433347056,sign_selector
