eval_label,seed,episode_index,walk_direction,reset_phase,controller,policy_name,passive_mode,passive_selected_from,curriculum_progress,hip_torque_nm,knee_torque_nm,commanded_step_length_m,commanded_step_height_m,success,valid_for_cmt,terminal_reason,steps,nonzero_torque_steps,energy_j,support_knee_energy_j,hip_energy_j,swing_knee_energy_j,signed_com_displacement_m,cmt,support_knee_cmt,hip_cmt,swing_knee_cmt,initial_q1_deg,initial_q2_deg,initial_q3_deg,initial_q4_deg,initial_dq1_rad_s,initial_dq2_rad_s,initial_dq3_rad_s,initial_dq4_rad_s,final_q1_deg,final_q2_deg,final_q3_deg,final_q4_deg
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260719,747,1.0,pre_cross,active,v22_3_active_bidirectional_4Nm_grid,,,1.0,4.0,0.2,0.3,0.0,True,True,success,17,17,1.7807201562923505,0.03207693321571224,1.717738700636894,0.030904522439744078,0.0916739790207729,0.7784505022743498,0.014022587819291499,0.7509178517252365,0.013510062729821776,64.72561905696887,23.556762220296882,-24.865516232872913,49.52216918975257,-0.6586022781234271,0.3374379560143601,0.5390311221335518,0.04243616105286141,63.061718795070234,16.04458619895362,39.14267409451693,27.996069465885796
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260702,341,1.0,mid_cross,active,v22_3_active_bidirectional_4Nm_grid,,,1.0,4.0,0.2,0.4,0.02,True,True,success,15,15,2.1804073041210583,0.005106631552698096,2.0909438332890775,0.08435683927928261,0.08710487267057491,1.0031747409127043,0.002349489370693343,0.9620138559700621,0.038811395571948855,56.126243344576146,34.30635517570267,-0.21887718009235088,102.73845379839231,-0.5045079227473015,-0.18304535201699146,-0.1984011021395904,-0.06447457343192087,44.06864766459657,43.48580393602499,45.93635963071707,26.191845318336277
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260803,1955,-1.0,mid_cross,active,v22_3_active_bidirectional_4Nm_grid,,,1.0,4.0,0.2,0.35,0.0,True,True,success,15,15,2.439360377237239,0.018920685699443277,2.376692115481891,0.04374757605590449,0.08016123356041882,1.219531392168392,0.009459188723052115,1.1882010839382358,0.021871119507103944,65.16405761018474,37.77162285744266,-6.900642955300251,97.1492136853141,0.9213576726342712,0.7733129931689724,-0.17357263609274498,0.41415615354472013,43.50536434249908,95.72790153294147,-73.44594702844631,48.31418150053506
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260719,766,1.0,mid_cross,active,v22_3_active_bidirectional_4Nm_grid,,,1.0,4.0,0.2,0.3,0.01,True,True,success+touchdown_event,16,16,1.460984603984224,0.061173826954383594,1.3869077052980898,0.012903071731750653,0.07974279885832636,0.7342358321496533,0.03074366123855179,0.6970075730690622,0.00648459784203921,54.128731406817074,27.389694279924232,15.83401860305277,69.92427459264688,0.036566372549464266,-0.9472166713598877,-0.9842580571194104,-0.15791382113999508,56.313767009752716,8.032466102098645,56.99723381135254,58.26087219440247
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260803,1522,1.0,mid_cross,active,v22_3_active_bidirectional_4Nm_grid,,,1.0,4.0,0.2,0.3,0.02,True,True,success,12,12,2.0003108617370584,0.017595708655106068,1.9454494638266748,0.03726568925527734,0.07575861459295849,1.0581491310088265,0.009307995161670243,1.0291278715459897,0.01971326430116646,57.0608161699352,30.486989176705094,8.955284707380144,97.91375547271457,-0.7476022227886383,-0.002207693589763915,0.3101748144252874,0.3110534315206417,51.86564188244946,28.35097778217779,52.451909789905756,61.057378857806036
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260719,850,1.0,pre_cross,active,v22_3_active_bidirectional_4Nm_grid,,,1.0,4.0,0.2,0.35,0.0,True,True,success,19,19,2.7976999710693837,0.01727310126826211,2.7653790156862836,0.015047854114837953,0.06853340784125236,1.6359884042384767,0.010100651846992824,1.6170883403404708,0.008799412051013172,54.8372902277393,28.55111631619704,-31.64428673307517,48.568825983377195,0.5322027739407584,-0.6608205502160713,-0.5635308536168617,-0.4055640962005338,53.6790002050464,29.101488667866374,41.8715662301576,32.8186782004802
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260702,337,1.0,mid_cross,active,v22_3_active_bidirectional_4Nm_grid,,,1.0,4.0,0.2,0.4,0.02,True,True,success,13,13,2.23535001758528,0.005701178210256252,2.178015669393381,0.05163316998164298,0.06685019816838214,1.340060010570011,0.003417773893392533,1.3056888979300953,0.030953338746523156,52.31454310363972,30.40184398727348,7.524154055188715,96.89362635435599,-0.577939407392094,0.5457623039934489,-0.26248466504756407,0.2840461304959633,46.049965224296216,33.840001385630345,53.061222786666455,48.04771971082554
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260702,524,-1.0,mid_cross,active,v22_3_active_bidirectional_4Nm_grid,,,1.0,4.0,0.2,0.35,0.01,True,True,success,12,12,1.8632052888914672,0.03235204820793229,1.8035585439611426,0.027294696722392278,0.06624407537695327,1.1271846765565168,0.01957204244353302,1.091100141324257,0.016512492788726785,66.41065526751802,43.502912747442615,-13.67054508135847,92.41148968196458,0.8769589411994996,0.9905088025346365,-0.7752545772518897,-0.3693008558257659,54.01478744140464,83.64527554800758,-61.06905418926334,57.92038692337544
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260702,670,-1.0,mid_cross,active,v22_3_active_bidirectional_4Nm_grid,,,1.0,4.0,0.2,0.4,0.01,True,True,success,14,14,2.7812530405845663,0.0,2.6592633306758175,0.1219897099087487,0.06571720667653157,1.6960662735136767,0.0,1.6216743970203178,0.07439187649335886,64.9740228197536,45.40793905142391,6.721829603521966,100.92183229650594,0.6971967714962881,0.610753298047241,0.05305327759481626,-0.3325793134496887,39.878180603597116,101.00385382752702,-77.04232959834977,50.299897336445866
4DoF_V22_3_3x3_grid_4Nm_curriculum1_extended_active_passive_selector,20260702,228,1.0,mid_cross,active,v22_3_active_bidirectional_4Nm_grid,,,1.0,4.0,0.2,0.35,0.02,True,True,success,16,16,1.2949886397727677,0.034037588192740484,1.201742747510283,0.059208304069744234,0.06463683765208803,0.802910742579921,0.02110377216610817,0.7450970086987219,0.03670996171509102,61.826568823790396,27.176990452761107,5.2954882655635815,83.12174221118019,0.030210046485925846,-0.43392389379759555,-0.24661968286993874,0.04311063020556494,61.278004946022214,20.598676362477665,47.859879221752216,34.92910604542045
