epoch,script,checkpoint_prefix,experiment,initialization,checkpoint_source_kind,old_policy_checkpoint,old_critic_checkpoint,selector_refresh,mask_rule,action_dim_before_mask,valid_actions_after_mask,ppo_probability,learned_sign_selector,action_value_weight,policy_entropy_coefficient,curriculum_progress,curriculum_bucket,angle_settle_deg,distance_settle_m,height_settle_m,playing_times,success_count,success_rate,success_rate_ema,q1_failure_rate,q3_failure_rate,clearance_failure_rate,ground_failure_rate,speed_failure_rate,negative_sign_count,positive_sign_count,negative_sign_fraction,positive_sign_fraction,policy_loss,critic_loss,joint_entropy,ppo_ratio_mean,terminal_reasons,directional_terminal_reasons,directional_phase_terminal_reasons,reset_phase_quota_targets,reset_readiness_summary,curriculum_decision,curriculum_step
11,pydevconsole.py,V22_3V9TrueActionMaskScratch400Grid,true_per_step_action_mask,scratch,random_initialization,,,every_simulation_step,hip_sign == 0 or hip_sign == selected_sign,27,18,joint_selector_and_masked_action,True,0.026,0.001,0.06749999999999999,7,11.5275,0.0762875,0.05649,500,414,0.828,0.8138090915139691,0.002,0.006,0.02,0.144,0.0,1519,1317,0.5356135401974612,0.4643864598025388,-0.015360403805971146,60.63565444946289,3.009089469909668,1.000756025314331,"{""clearance"": 10, ""clearance_ground+foot_ground_after_ready"": 19, ""clearance_ground+foot_ground_bad_clearance"": 9, ""clearance_ground+foot_ground_before_ready"": 43, ""clearance_ground+knee_ground"": 1, ""q1_low_limit"": 1, ""q3_low_limit"": 3, ""success"": 414}","{""backward_clearance_ground+foot_ground_after_ready"": 2, ""backward_clearance_ground+foot_ground_before_ready"": 8, ""backward_clearance_ground+knee_ground"": 1, ""backward_q1_low_limit"": 1, ""backward_q3_low_limit"": 3, ""backward_success"": 242, ""forward_clearance"": 10, ""forward_clearance_ground+foot_ground_after_ready"": 17, ""forward_clearance_ground+foot_ground_bad_clearance"": 9, ""forward_clearance_ground+foot_ground_before_ready"": 35, ""forward_success"": 172}","{""backward_touchdown_clearance_ground+foot_ground_after_ready"": 2, ""backward_touchdown_clearance_ground+foot_ground_before_ready"": 8, ""backward_touchdown_clearance_ground+knee_ground"": 1, ""backward_touchdown_q1_low_limit"": 1, ""backward_touchdown_q3_low_limit"": 3, ""backward_touchdown_success"": 242, ""forward_touchdown_clearance"": 10, ""forward_touchdown_clearance_ground+foot_ground_after_ready"": 17, ""forward_touchdown_clearance_ground+foot_ground_bad_clearance"": 9, ""forward_touchdown_clearance_ground+foot_ground_before_ready"": 35, ""forward_touchdown_success"": 172}",{},"touchdown:n=500,ready=1.00,near=0.87,low_not_ready=0.00",progress,0.006749999999999999
12,pydevconsole.py,V22_3V9TrueActionMaskScratch400Grid,true_per_step_action_mask,scratch,random_initialization,,,every_simulation_step,hip_sign == 0 or hip_sign == selected_sign,27,18,joint_selector_and_masked_action,True,0.026,0.001,0.07424999999999998,7,11.480250000000002,0.07591625,0.056139,500,409,0.818,0.8152759094840798,0.004,0.0,0.022,0.156,0.0,1549,1230,0.5573947463116229,0.4426052536883771,-0.014546435326337814,56.119712829589844,3.0271387100219727,0.9993652105331421,"{""clearance"": 11, ""clearance_ground+foot_ground_after_ready"": 21, ""clearance_ground+foot_ground_bad_clearance"": 8, ""clearance_ground+foot_ground_before_ready"": 48, ""clearance_ground+knee_ground"": 1, ""q1_low_limit"": 2, ""success"": 409}","{""backward_clearance_ground+foot_ground_after_ready"": 1, ""backward_clearance_ground+foot_ground_before_ready"": 2, ""backward_clearance_ground+knee_ground"": 1, ""backward_q1_low_limit"": 2, ""backward_success"": 234, ""forward_clearance"": 11, ""forward_clearance_ground+foot_ground_after_ready"": 20, ""forward_clearance_ground+foot_ground_bad_clearance"": 8, ""forward_clearance_ground+foot_ground_before_ready"": 46, ""forward_success"": 175}","{""backward_touchdown_clearance_ground+foot_ground_after_ready"": 1, ""backward_touchdown_clearance_ground+foot_ground_before_ready"": 2, ""backward_touchdown_clearance_ground+knee_ground"": 1, ""backward_touchdown_q1_low_limit"": 2, ""backward_touchdown_success"": 234, ""forward_touchdown_clearance"": 11, ""forward_touchdown_clearance_ground+foot_ground_after_ready"": 20, ""forward_touchdown_clearance_ground+foot_ground_bad_clearance"": 8, ""forward_touchdown_clearance_ground+foot_ground_before_ready"": 46, ""forward_touchdown_success"": 175}",{},"touchdown:n=500,ready=1.00,near=0.88,low_not_ready=0.00",progress,0.006749999999999999
13,pydevconsole.py,V22_3V9TrueActionMaskScratch400Grid,true_per_step_action_mask,scratch,random_initialization,,,every_simulation_step,hip_sign == 0 or hip_sign == selected_sign,27,18,joint_selector_and_masked_action,True,0.026,0.001,0.08099999999999999,8,11.433000000000002,0.075545,0.055788000000000004,500,422,0.844,0.8253293411646518,0.002,0.0,0.024,0.13,0.0,1457,1275,0.5333089311859444,0.46669106881405564,-0.01428750716149807,48.44279479980469,2.9211225509643555,0.9991970062255859,"{""clearance"": 12, ""clearance_ground+foot_ground_after_ready"": 16, ""clearance_ground+foot_ground_bad_clearance"": 3, ""clearance_ground+foot_ground_before_ready"": 45, ""clearance_ground+knee_ground"": 1, ""q1_low_limit"": 1, ""success"": 422}","{""backward_clearance_ground+foot_ground_before_ready"": 4, ""backward_q1_low_limit"": 1, ""backward_success"": 235, ""forward_clearance"": 12, ""forward_clearance_ground+foot_ground_after_ready"": 16, ""forward_clearance_ground+foot_ground_bad_clearance"": 3, ""forward_clearance_ground+foot_ground_before_ready"": 41, ""forward_clearance_ground+knee_ground"": 1, ""forward_success"": 187}","{""backward_pre_cross_clearance_ground+foot_ground_before_ready"": 1, ""backward_touchdown_clearance_ground+foot_ground_before_ready"": 3, ""backward_touchdown_q1_low_limit"": 1, ""backward_touchdown_success"": 235, ""forward_mid_cross_clearance_ground+foot_ground_before_ready"": 1, ""forward_mid_cross_clearance_ground+knee_ground"": 1, ""forward_touchdown_clearance"": 12, ""forward_touchdown_clearance_ground+foot_ground_after_ready"": 16, ""forward_touchdown_clearance_ground+foot_ground_bad_clearance"": 3, ""forward_touchdown_clearance_ground+foot_ground_before_ready"": 40, ""forward_touchdown_success"": 187}",{},"pre_cross:n=1,ready=0.00,near=0.00,low_not_ready=0.00; mid_cross:n=2,ready=0.00,near=0.00,low_not_ready=0.00; touchdown:n=497,ready=1.00,near=0.87,low_not_ready=0.00",progress,0.006749999999999999
14,pydevconsole.py,V22_3V9TrueActionMaskScratch400Grid,true_per_step_action_mask,scratch,random_initialization,,,every_simulation_step,hip_sign == 0 or hip_sign == selected_sign,27,18,joint_selector_and_masked_action,True,0.026,0.001,0.08775,9,11.385750000000002,0.07517375,0.055437,500,425,0.85,0.8339640717570237,0.0,0.0,0.016,0.134,0.0,1415,1230,0.5349716446124764,0.46502835538752363,-0.015402264893054962,53.63152313232422,2.786816120147705,1.003976583480835,"{""clearance"": 8, ""clearance_ground+foot_ground_after_ready"": 21, ""clearance_ground+foot_ground_bad_clearance"": 6, ""clearance_ground+foot_ground_before_ready"": 40, ""success"": 423, ""success+touchdown_event"": 2}","{""backward_clearance_ground+foot_ground_after_ready"": 2, ""backward_clearance_ground+foot_ground_before_ready"": 2, ""backward_success"": 242, ""forward_clearance"": 8, ""forward_clearance_ground+foot_ground_after_ready"": 19, ""forward_clearance_ground+foot_ground_bad_clearance"": 6, ""forward_clearance_ground+foot_ground_before_ready"": 38, ""forward_success"": 181, ""forward_success+touchdown_event"": 2}","{""backward_touchdown_clearance_ground+foot_ground_after_ready"": 2, ""backward_touchdown_clearance_ground+foot_ground_before_ready"": 2, ""backward_touchdown_success"": 242, ""forward_touchdown_clearance"": 8, ""forward_touchdown_clearance_ground+foot_ground_after_ready"": 19, ""forward_touchdown_clearance_ground+foot_ground_bad_clearance"": 6, ""forward_touchdown_clearance_ground+foot_ground_before_ready"": 38, ""forward_touchdown_success"": 181, ""forward_touchdown_success+touchdown_event"": 2}",{},"touchdown:n=500,ready=1.00,near=0.87,low_not_ready=0.00",progress,0.006749999999999999
15,pydevconsole.py,V22_3V9TrueActionMaskScratch400Grid,true_per_step_action_mask,scratch,random_initialization,,,every_simulation_step,hip_sign == 0 or hip_sign == selected_sign,27,18,joint_selector_and_masked_action,True,0.026,0.001,0.0945,9,11.338500000000002,0.07480250000000001,0.055085999999999996,500,410,0.82,0.8290766466420654,0.004,0.0,0.02,0.156,0.0,1299,1174,0.5252729478366357,0.47472705216336436,-0.01357326377183199,58.500450134277344,2.765331268310547,1.0044218301773071,"{""clearance"": 10, ""clearance_ground+foot_ground_after_ready"": 25, ""clearance_ground+foot_ground_bad_clearance"": 6, ""clearance_ground+foot_ground_before_ready"": 47, ""q1_low_limit"": 2, ""success"": 410}","{""backward_clearance_ground+foot_ground_after_ready"": 1, ""backward_clearance_ground+foot_ground_before_ready"": 2, ""backward_q1_low_limit"": 2, ""backward_success"": 234, ""forward_clearance"": 10, ""forward_clearance_ground+foot_ground_after_ready"": 24, ""forward_clearance_ground+foot_ground_bad_clearance"": 6, ""forward_clearance_ground+foot_ground_before_ready"": 45, ""forward_success"": 176}","{""backward_mid_cross_clearance_ground+foot_ground_before_ready"": 2, ""backward_touchdown_clearance_ground+foot_ground_after_ready"": 1, ""backward_touchdown_q1_low_limit"": 2, ""backward_touchdown_success"": 234, ""forward_touchdown_clearance"": 10, ""forward_touchdown_clearance_ground+foot_ground_after_ready"": 24, ""forward_touchdown_clearance_ground+foot_ground_bad_clearance"": 6, ""forward_touchdown_clearance_ground+foot_ground_before_ready"": 45, ""forward_touchdown_success"": 176}",{},"mid_cross:n=2,ready=0.00,near=0.00,low_not_ready=0.00; touchdown:n=498,ready=1.00,near=0.89,low_not_ready=0.00",progress,0.006749999999999999
16,pydevconsole.py,V22_3V9TrueActionMaskScratch400Grid,true_per_step_action_mask,scratch,random_initialization,,,every_simulation_step,hip_sign == 0 or hip_sign == selected_sign,27,18,joint_selector_and_masked_action,True,0.026,0.001,0.10125,10,11.29125,0.07443124999999999,0.05473499999999999,500,423,0.846,0.8349998203173425,0.0,0.002,0.026,0.126,0.0,1238,1281,0.49146486701071856,0.5085351329892814,-0.014136498793959618,47.36384963989258,2.607675790786743,1.0055028200149536,"{""clearance"": 13, ""clearance_ground+foot_ground_after_ready"": 19, ""clearance_ground+foot_ground_bad_clearance"": 6, ""clearance_ground+foot_ground_before_ready"": 38, ""q3_low_limit"": 1, ""success"": 422, ""success+touchdown_event"": 1}","{""backward_clearance_ground+foot_ground_after_ready"": 1, ""backward_clearance_ground+foot_ground_bad_clearance"": 1, ""backward_clearance_ground+foot_ground_before_ready"": 3, ""backward_q3_low_limit"": 1, ""backward_success"": 243, ""forward_clearance"": 13, ""forward_clearance_ground+foot_ground_after_ready"": 18, ""forward_clearance_ground+foot_ground_bad_clearance"": 5, ""forward_clearance_ground+foot_ground_before_ready"": 35, ""forward_success"": 179, ""forward_success+touchdown_event"": 1}","{""backward_mid_cross_clearance_ground+foot_ground_bad_clearance"": 1, ""backward_touchdown_clearance_ground+foot_ground_after_ready"": 1, ""backward_touchdown_clearance_ground+foot_ground_before_ready"": 3, ""backward_touchdown_q3_low_limit"": 1, ""backward_touchdown_success"": 243, ""forward_touchdown_clearance"": 13, ""forward_touchdown_clearance_ground+foot_ground_after_ready"": 18, ""forward_touchdown_clearance_ground+foot_ground_bad_clearance"": 5, ""forward_touchdown_clearance_ground+foot_ground_before_ready"": 35, ""forward_touchdown_success"": 179, ""forward_touchdown_success+touchdown_event"": 1}",{},"mid_cross:n=1,ready=0.00,near=0.00,low_not_ready=0.00; touchdown:n=499,ready=1.00,near=0.84,low_not_ready=0.00",progress,0.006749999999999999
17,pydevconsole.py,V22_3V9TrueActionMaskScratch400Grid,true_per_step_action_mask,scratch,random_initialization,,,every_simulation_step,hip_sign == 0 or hip_sign == selected_sign,27,18,joint_selector_and_masked_action,True,0.026,0.001,0.10800000000000001,11,11.244000000000002,0.07406,0.054383999999999995,500,423,0.846,0.8388498832062727,0.0,0.0,0.022,0.132,0.0,1198,1150,0.510221465076661,0.489778534923339,-0.014917788095772266,46.45226287841797,2.595271587371826,0.9979462027549744,"{""clearance"": 11, ""clearance_ground+foot_ground_after_ready"": 20, ""clearance_ground+foot_ground_bad_clearance"": 8, ""clearance_ground+foot_ground_before_ready"": 38, ""success"": 421, ""success+touchdown_event"": 2}","{""backward_clearance_ground+foot_ground_before_ready"": 1, ""backward_success"": 236, ""backward_success+touchdown_event"": 1, ""forward_clearance"": 11, ""forward_clearance_ground+foot_ground_after_ready"": 20, ""forward_clearance_ground+foot_ground_bad_clearance"": 8, ""forward_clearance_ground+foot_ground_before_ready"": 37, ""forward_success"": 185, ""forward_success+touchdown_event"": 1}","{""backward_touchdown_clearance_ground+foot_ground_before_ready"": 1, ""backward_touchdown_success"": 236, ""backward_touchdown_success+touchdown_event"": 1, ""forward_touchdown_clearance"": 11, ""forward_touchdown_clearance_ground+foot_ground_after_ready"": 20, ""forward_touchdown_clearance_ground+foot_ground_bad_clearance"": 8, ""forward_touchdown_clearance_ground+foot_ground_before_ready"": 37, ""forward_touchdown_success"": 185, ""forward_touchdown_success+touchdown_event"": 1}",{},"touchdown:n=500,ready=1.00,near=0.86,low_not_ready=0.00",progress,0.006749999999999999
18,pydevconsole.py,V22_3V9TrueActionMaskScratch400Grid,true_per_step_action_mask,scratch,random_initialization,,,every_simulation_step,hip_sign == 0 or hip_sign == selected_sign,27,18,joint_selector_and_masked_action,True,0.026,0.001,0.11475000000000002,11,11.196750000000002,0.07368875,0.054033,500,416,0.832,0.8364524240840772,0.0,0.002,0.018,0.148,0.0,1257,1244,0.5025989604158336,0.4974010395841663,-0.013318565674126148,34.05120849609375,2.5633769035339355,0.9999964833259583,"{""clearance"": 9, ""clearance_ground+foot_ground_after_ready"": 31, ""clearance_ground+foot_ground_bad_clearance"": 6, ""clearance_ground+foot_ground_before_ready"": 37, ""q3_low_limit"": 1, ""success"": 416}","{""backward_q3_low_limit"": 1, ""backward_success"": 240, ""forward_clearance"": 9, ""forward_clearance_ground+foot_ground_after_ready"": 31, ""forward_clearance_ground+foot_ground_bad_clearance"": 6, ""forward_clearance_ground+foot_ground_before_ready"": 37, ""forward_success"": 176}","{""backward_touchdown_q3_low_limit"": 1, ""backward_touchdown_success"": 240, ""forward_mid_cross_clearance_ground+foot_ground_before_ready"": 2, ""forward_touchdown_clearance"": 9, ""forward_touchdown_clearance_ground+foot_ground_after_ready"": 31, ""forward_touchdown_clearance_ground+foot_ground_bad_clearance"": 6, ""forward_touchdown_clearance_ground+foot_ground_before_ready"": 35, ""forward_touchdown_success"": 176}",{},"mid_cross:n=2,ready=0.00,near=0.00,low_not_ready=0.00; touchdown:n=498,ready=1.00,near=0.84,low_not_ready=0.00",progress,0.006749999999999999
19,pydevconsole.py,V22_3V9TrueActionMaskScratch400Grid,true_per_step_action_mask,scratch,random_initialization,,,every_simulation_step,hip_sign == 0 or hip_sign == selected_sign,27,18,joint_selector_and_masked_action,True,0.026,0.001,0.12150000000000002,12,11.149500000000002,0.0733175,0.053681999999999994,500,428,0.856,0.8432940756546502,0.0,0.0,0.014,0.13,0.0,1251,1244,0.5014028056112224,0.49859719438877753,-0.011557265184819698,41.8192024230957,2.542806625366211,1.0015944242477417,"{""clearance"": 7, ""clearance_ground+foot_ground_after_ready"": 20, ""clearance_ground+foot_ground_bad_clearance"": 8, ""clearance_ground+foot_ground_before_ready"": 37, ""success"": 426, ""success+touchdown_event"": 2}","{""backward_clearance_ground+foot_ground_after_ready"": 1, ""backward_clearance_ground+foot_ground_before_ready"": 2, ""backward_success"": 233, ""forward_clearance"": 7, ""forward_clearance_ground+foot_ground_after_ready"": 19, ""forward_clearance_ground+foot_ground_bad_clearance"": 8, ""forward_clearance_ground+foot_ground_before_ready"": 35, ""forward_success"": 193, ""forward_success+touchdown_event"": 2}","{""backward_touchdown_clearance_ground+foot_ground_after_ready"": 1, ""backward_touchdown_clearance_ground+foot_ground_before_ready"": 2, ""backward_touchdown_success"": 233, ""forward_touchdown_clearance"": 7, ""forward_touchdown_clearance_ground+foot_ground_after_ready"": 19, ""forward_touchdown_clearance_ground+foot_ground_bad_clearance"": 8, ""forward_touchdown_clearance_ground+foot_ground_before_ready"": 35, ""forward_touchdown_success"": 193, ""forward_touchdown_success+touchdown_event"": 2}",{},"touchdown:n=500,ready=1.00,near=0.85,low_not_ready=0.00",progress,0.006749999999999999
20,pydevconsole.py,V22_3V9TrueActionMaskScratch400Grid,true_per_step_action_mask,scratch,random_initialization,,,every_simulation_step,hip_sign == 0 or hip_sign == selected_sign,27,18,joint_selector_and_masked_action,True,0.026,0.001,0.12825000000000003,13,11.102250000000002,0.07294625000000002,0.053330999999999996,500,410,0.82,0.8351411491755227,0.002,0.0,0.012,0.166,0.0,1309,1225,0.5165745856353591,0.48342541436464087,-0.012306973338127136,51.03572463989258,2.5911316871643066,0.9964615702629089,"{""clearance"": 6, ""clearance_ground+foot_ground_after_ready"": 23, ""clearance_ground+foot_ground_bad_clearance"": 11, ""clearance_ground+foot_ground_before_ready"": 49, ""q1_low_limit"": 1, ""success"": 408, ""success+touchdown_event"": 2}","{""backward_clearance_ground+foot_ground_after_ready"": 2, ""backward_clearance_ground+foot_ground_before_ready"": 5, ""backward_q1_low_limit"": 1, ""backward_success"": 215, ""forward_clearance"": 6, ""forward_clearance_ground+foot_ground_after_ready"": 21, ""forward_clearance_ground+foot_ground_bad_clearance"": 11, ""forward_clearance_ground+foot_ground_before_ready"": 44, ""forward_success"": 193, ""forward_success+touchdown_event"": 2}","{""backward_touchdown_clearance_ground+foot_ground_after_ready"": 2, ""backward_touchdown_clearance_ground+foot_ground_before_ready"": 5, ""backward_touchdown_q1_low_limit"": 1, ""backward_touchdown_success"": 215, ""forward_touchdown_clearance"": 6, ""forward_touchdown_clearance_ground+foot_ground_after_ready"": 21, ""forward_touchdown_clearance_ground+foot_ground_bad_clearance"": 11, ""forward_touchdown_clearance_ground+foot_ground_before_ready"": 44, ""forward_touchdown_success"": 193, ""forward_touchdown_success+touchdown_event"": 2}",{},"touchdown:n=500,ready=1.00,near=0.85,low_not_ready=0.00",progress,0.006749999999999999
21,pydevconsole.py,V22_3V9TrueActionMaskScratch400Grid,true_per_step_action_mask,scratch,random_initialization,,,every_simulation_step,hip_sign == 0 or hip_sign == selected_sign,27,18,joint_selector_and_masked_action,True,0.026,0.001,0.13500000000000004,14,11.055,0.072575,0.05297999999999999,500,428,0.856,0.8424417469640898,0.0,0.0,0.014,0.13,0.0,1301,1231,0.5138230647709321,0.4861769352290679,-0.015382477082312107,42.16471481323242,2.4717047214508057,0.9970787167549133,"{""clearance"": 7, ""clearance_ground+foot_ground_after_ready"": 17, ""clearance_ground+foot_ground_bad_clearance"": 6, ""clearance_ground+foot_ground_before_ready"": 42, ""success"": 428}","{""backward_clearance_ground+foot_ground_before_ready"": 2, ""backward_success"": 247, ""forward_clearance"": 7, ""forward_clearance_ground+foot_ground_after_ready"": 17, ""forward_clearance_ground+foot_ground_bad_clearance"": 6, ""forward_clearance_ground+foot_ground_before_ready"": 40, ""forward_success"": 181}","{""backward_touchdown_clearance_ground+foot_ground_before_ready"": 2, ""backward_touchdown_success"": 247, ""forward_touchdown_clearance"": 7, ""forward_touchdown_clearance_ground+foot_ground_after_ready"": 17, ""forward_touchdown_clearance_ground+foot_ground_bad_clearance"": 6, ""forward_touchdown_clearance_ground+foot_ground_before_ready"": 40, ""forward_touchdown_success"": 181}",{},"touchdown:n=500,ready=1.00,near=0.81,low_not_ready=0.00",progress,0.006749999999999999
22,pydevconsole.py,V22_3V9TrueActionMaskScratch400Grid,true_per_step_action_mask,scratch,random_initialization,,,every_simulation_step,hip_sign == 0 or hip_sign == selected_sign,27,18,joint_selector_and_masked_action,True,0.026,0.001,0.14175000000000004,14,11.00775,0.07220375,0.052628999999999995,500,418,0.836,0.8401871355266584,0.0,0.0,0.018,0.146,0.0,1243,1229,0.502831715210356,0.49716828478964403,-0.01206241175532341,39.11579132080078,2.3637256622314453,1.0026590824127197,"{""clearance"": 9, ""clearance_ground+foot_ground_after_ready"": 30, ""clearance_ground+foot_ground_bad_clearance"": 7, ""clearance_ground+foot_ground_before_ready"": 36, ""success"": 417, ""success+touchdown_event"": 1}","{""backward_clearance_ground+foot_ground_before_ready"": 3, ""backward_success"": 248, ""forward_clearance"": 9, ""forward_clearance_ground+foot_ground_after_ready"": 30, ""forward_clearance_ground+foot_ground_bad_clearance"": 7, ""forward_clearance_ground+foot_ground_before_ready"": 33, ""forward_success"": 169, ""forward_success+touchdown_event"": 1}","{""backward_mid_cross_clearance_ground+foot_ground_before_ready"": 1, ""backward_touchdown_clearance_ground+foot_ground_before_ready"": 2, ""backward_touchdown_success"": 248, ""forward_touchdown_clearance"": 9, ""forward_touchdown_clearance_ground+foot_ground_after_ready"": 30, ""forward_touchdown_clearance_ground+foot_ground_bad_clearance"": 7, ""forward_touchdown_clearance_ground+foot_ground_before_ready"": 33, ""forward_touchdown_success"": 169, ""forward_touchdown_success+touchdown_event"": 1}",{},"mid_cross:n=1,ready=0.00,near=0.00,low_not_ready=0.00; touchdown:n=499,ready=1.00,near=0.79,low_not_ready=0.00",progress,0.006749999999999999
23,pydevconsole.py,V22_3V9TrueActionMaskScratch400Grid,true_per_step_action_mask,scratch,random_initialization,,,every_simulation_step,hip_sign == 0 or hip_sign == selected_sign,27,18,joint_selector_and_masked_action,True,0.026,0.001,0.14850000000000005,15,10.9605,0.07183250000000001,0.052278,500,425,0.85,0.8436216380923279,0.0,0.0,0.02,0.13,0.0,1273,1219,0.5108346709470305,0.4891653290529695,-0.014690177515149117,36.067283630371094,2.3056299686431885,1.0044426918029785,"{""clearance"": 10, ""clearance_ground+foot_ground_after_ready"": 15, ""clearance_ground+foot_ground_bad_clearance"": 4, ""clearance_ground+foot_ground_before_ready"": 46, ""success"": 421, ""success+touchdown_event"": 4}","{""backward_clearance_ground+foot_ground_before_ready"": 1, ""backward_success"": 234, ""forward_clearance"": 10, ""forward_clearance_ground+foot_ground_after_ready"": 15, ""forward_clearance_ground+foot_ground_bad_clearance"": 4, ""forward_clearance_ground+foot_ground_before_ready"": 45, ""forward_success"": 187, ""forward_success+touchdown_event"": 4}","{""backward_touchdown_clearance_ground+foot_ground_before_ready"": 1, ""backward_touchdown_success"": 234, ""forward_mid_cross_clearance_ground+foot_ground_before_ready"": 1, ""forward_pre_cross_clearance_ground+foot_ground_before_ready"": 1, ""forward_touchdown_clearance"": 10, ""forward_touchdown_clearance_ground+foot_ground_after_ready"": 15, ""forward_touchdown_clearance_ground+foot_ground_bad_clearance"": 4, ""forward_touchdown_clearance_ground+foot_ground_before_ready"": 43, ""forward_touchdown_success"": 187, ""forward_touchdown_success+touchdown_event"": 4}",{},"pre_cross:n=1,ready=0.00,near=0.00,low_not_ready=0.00; mid_cross:n=1,ready=0.00,near=0.00,low_not_ready=0.00; touchdown:n=498,ready=1.00,near=0.82,low_not_ready=0.00",progress,0.006749999999999999
