split,seed,episode_index,walk_direction,reset_phase,commanded_step_length_m,commanded_step_height_m,label,label_name,label_reason,pos_success,pos_valid,pos_cmt,pos_energy_j,pos_displacement_m,pos_reason,neg_success,neg_valid,neg_cmt,neg_energy_j,neg_displacement_m,neg_reason
train,20260811,60,1.0,touchdown,0.3,0.0,0,positive,both_success_positive_valid_only,True,True,0.06178571797405578,0.074323961715524,0.04820833849500264,success,True,False,nan,0.059835219906547374,0.002311544302398577,success
train,20260811,61,1.0,touchdown,0.3,0.0,,,both_success_no_valid_cmt,True,False,nan,0.0023494352378466317,0.0007953880230051613,success,True,False,nan,0.014058901311502824,-0.0003222940558476606,success
train,20260811,62,1.0,touchdown,0.3,0.0,,,ambiguous_valid_cmt,True,True,0.03655243856795201,0.020453944061055596,0.022425499154078155,success,True,True,0.036471855337035786,0.010476500252157477,0.011511708442714375,success
train,20260811,63,1.0,pre_cross,0.3,0.0,,,no_success,False,False,nan,0.7296329926804506,0.04347401127164256,clearance_ground+foot_ground_before_ready,False,False,nan,0.08609491561337422,0.012367429650785074,clearance_ground+foot_ground_before_ready
train,20260811,64,1.0,touchdown,0.3,0.0,0,positive,positive_lower_cmt,True,True,0.0063899542886872735,0.0035162616599380657,0.0220528561407643,success,True,True,0.40585411189205317,0.1592132593079332,0.015721381015488617,success
train,20260811,65,1.0,touchdown,0.3,0.0,,,no_success,False,False,nan,0.0057546162764555205,-0.02969425192598002,clearance_ground+foot_ground_before_ready,False,False,nan,0.7625451585919075,-0.037503670285044755,clearance_ground+foot_ground_before_ready
train,20260811,66,1.0,mid_cross,0.3,0.0,,,no_success,False,False,nan,0.22766642868306572,-0.0423322385174221,clearance_ground+foot_ground_before_ready,False,False,nan,0.040961413922888094,-0.015623800246437128,clearance_ground+foot_ground_bad_clearance
train,20260811,67,1.0,mid_cross,0.3,0.0,,,no_success,False,False,nan,0.30735008204621067,-0.0319430268595676,clearance_ground+foot_ground_before_ready,False,False,nan,0.038663377384389845,-0.007037155260833344,clearance
train,20260811,68,1.0,mid_cross,0.3,0.0,,,no_success,False,False,nan,0.8838812247248021,0.2319217696912662,q3_high_limit,False,False,nan,0.1603349905448298,0.04817874408966352,clearance
train,20260811,69,1.0,touchdown,0.3,0.0,0,positive,positive_lower_cmt,True,True,0.024280023601174712,0.00941569687987784,0.0155412080628608,success,True,True,0.7761980482290423,0.3370544354408538,0.01740239053852391,success
train,20260811,70,1.0,touchdown,0.3,0.0,,,no_success,False,False,nan,0.014629134614460184,-0.019502960275056713,clearance_ground+foot_ground_before_ready,False,False,nan,0.03972759060223925,-0.019496052212730597,clearance_ground+foot_ground_before_ready
train,20260811,71,1.0,mid_cross,0.3,0.0,,,no_success,False,False,nan,1.0086984227453846,0.06022879528946137,clearance_ground+foot_ground_before_ready,False,False,nan,0.08543265115357908,-0.006771607758639622,clearance_ground+foot_ground_before_ready
train,20260811,72,1.0,pre_cross,0.3,0.0,,,no_success,False,False,nan,1.368893390619469,0.021922676952543185,clearance_ground+foot_ground_bad_clearance,False,False,nan,0.168140073901242,0.006191827168118391,clearance_ground+foot_ground_before_ready
train,20260811,73,1.0,mid_cross,0.3,0.0,,,no_success,False,False,nan,1.132517819483661,0.06564953395228026,clearance_ground+foot_ground_before_ready,False,False,nan,0.1540887903099847,0.03899486987066453,clearance_ground+foot_ground_before_ready
train,20260811,74,1.0,touchdown,0.3,0.0,,,no_success,False,False,nan,0.005243064095788427,0.01704289794693764,clearance_ground+foot_ground_before_ready,False,False,nan,0.03322845176081934,0.007448615041492024,clearance_ground+foot_ground_before_ready
train,20260811,75,1.0,mid_cross,0.3,0.0,,,no_success,False,False,nan,1.0323373351670435,0.08368191771392458,clearance_ground+foot_ground_before_ready,False,False,nan,0.07749729442072983,0.02656364114367321,clearance_ground+foot_ground_before_ready
train,20260811,76,1.0,touchdown,0.3,0.0,1,negative,negative_success_only,False,False,nan,0.00780191730594019,-0.005373114037424687,clearance_ground+foot_ground_after_ready,True,False,nan,0.26962543243683956,-0.008698909775120583,success
train,20260811,77,1.0,pre_cross,0.3,0.0,,,no_success,False,False,nan,0.7545861638137739,-0.009981720879443531,clearance,False,False,nan,0.12684630644812192,-0.018848090970108117,clearance_ground+foot_ground_before_ready
train,20260811,78,1.0,mid_cross,0.3,0.0,,,no_success,False,False,nan,0.41617373578023537,0.03177671270452511,clearance_ground+foot_ground_before_ready,False,False,nan,0.08107176205287812,0.010977276841159804,clearance_ground+foot_ground_before_ready
train,20260811,79,1.0,mid_cross,0.3,0.0,,,no_success,False,False,nan,0.4536282404351282,-0.0011928768627750552,clearance_ground+foot_ground_before_ready,False,False,nan,0.04512157400670498,-0.012431273566934076,clearance
train,20260811,80,1.0,touchdown,0.3,0.0,1,negative,negative_success_only,False,False,nan,0.015923528609417748,-0.011941207450284846,clearance_ground+foot_ground_before_ready,True,False,nan,0.4797394692073457,-0.010903032929079792,success
train,20260811,81,1.0,touchdown,0.3,0.0,,,no_success,False,False,nan,0.010403061712716502,0.028950866345080234,clearance_ground+foot_ground_after_ready,False,False,nan,0.017108556126593698,0.028116439068049198,clearance_ground+foot_ground_before_ready
train,20260811,82,1.0,touchdown,0.3,0.0,,,ambiguous_valid_cmt,True,True,0.017378429287436672,0.007200150481491043,0.01660398997854018,success,True,True,0.01836486294366798,0.007635719926821493,0.01666263608345564,success
train,20260811,83,1.0,mid_cross,0.3,0.0,0,positive,positive_success_only,True,False,nan,0.6876833540862528,0.0024650798333633595,success+touchdown_event,False,False,nan,0.08989649037472505,-0.03109876177201798,clearance_ground+foot_ground_bad_clearance
train,20260811,84,1.0,touchdown,0.3,0.0,,,no_success,False,False,nan,0.008535413789538713,-0.03403725627824425,clearance_ground+foot_ground_before_ready,False,False,nan,0.2471448159325375,-0.03536925133275193,clearance_ground+foot_ground_before_ready
train,20260811,85,1.0,touchdown,0.3,0.0,,,no_success,False,False,nan,0.006677973679413932,0.004381384346642314,clearance_ground+foot_ground_before_ready,False,False,nan,0.30416714231921177,-0.006978624326000882,clearance_ground+foot_ground_before_ready
train,20260811,86,1.0,mid_cross,0.3,0.0,,,no_success,False,False,nan,1.2148228813820425,0.051647218712885384,clearance_ground+foot_ground_before_ready,False,False,nan,0.09200195160819473,0.019175360330667496,clearance_ground+foot_ground_before_ready
train,20260811,87,1.0,touchdown,0.3,0.0,1,negative,negative_success_only,False,False,nan,0.010583552039855173,-0.013729497365640164,clearance_ground+foot_ground_before_ready,True,False,nan,0.13549513796562634,-0.01378238426681258,success
train,20260811,88,1.0,touchdown,0.3,0.0,,,both_success_no_valid_cmt,True,False,nan,0.013799227523398856,-0.0016274144044125805,success,True,False,nan,0.015015548280561697,-0.0021284686660914265,success
train,20260811,89,1.0,mid_cross,0.3,0.0,,,no_success,False,False,nan,0.42763128492063796,0.05691294247504399,clearance_ground+foot_ground_before_ready,False,False,nan,0.1505141891217634,0.035164567854964364,clearance_ground+foot_ground_before_ready
train,20260811,90,1.0,touchdown,0.3,0.0,1,negative,negative_success_only,False,False,nan,0.028381515966949537,0.037537995102536026,clearance_ground+foot_ground_before_ready,True,True,0.9338217574623752,0.240890516120478,0.010338014194262307,success
train,20260811,91,1.0,pre_cross,0.3,0.0,,,no_success,False,False,nan,0.46816343194493365,-0.040295560283512916,clearance_ground+foot_ground_bad_clearance,False,False,nan,0.09955586501589304,-0.03986882143473966,clearance_ground+foot_ground_before_ready
train,20260811,92,1.0,touchdown,0.3,0.0,,,both_success_no_valid_cmt,True,False,nan,0.0027774184880298572,0.004805281986028337,success,True,False,nan,0.2880729417010456,0.005039915954650337,success
train,20260811,93,1.0,touchdown,0.3,0.0,1,negative,negative_success_only,False,False,nan,0.014962305934831355,-0.002116795691981088,clearance_ground+foot_ground_before_ready,True,False,nan,0.344427008458436,-0.012419700395117972,success
train,20260811,94,1.0,touchdown,0.3,0.0,,,both_success_no_valid_cmt,True,False,nan,0.023013327386127918,-0.011392821516768847,success,True,False,nan,0.05410570508171591,-0.011487756502636365,success
train,20260811,95,1.0,mid_cross,0.3,0.0,,,no_success,False,False,nan,0.4027315211021225,-0.02768993400975342,clearance_ground+foot_ground_before_ready,False,False,nan,0.049766595190827975,-0.007829262272051468,clearance_ground+foot_ground_bad_clearance
train,20260811,96,1.0,touchdown,0.3,0.0,,,no_success,False,False,nan,0.014359955560295526,0.005630811438360445,clearance_ground+foot_ground_before_ready,False,False,nan,0.15509580945628845,6.6490402007513e-05,clearance_ground+foot_ground_before_ready
train,20260811,97,1.0,mid_cross,0.3,0.0,,,no_success,False,False,nan,0.9845565075129407,0.1345930447490731,clearance_ground+foot_ground_before_ready,False,False,nan,0.1019875942880318,0.040941577465554706,clearance_ground+foot_ground_before_ready
train,20260811,98,1.0,touchdown,0.3,0.0,,,ambiguous_valid_cmt,True,True,0.013025030950008924,0.010313037367589177,0.03173140030447186,success,True,True,0.00696075076860545,0.005490451339503421,0.031610646152821664,success
train,20260811,99,1.0,mid_cross,0.3,0.0,,,no_success,False,False,nan,0.3792895310159635,0.015188139855448077,clearance_ground+foot_ground_before_ready,False,False,nan,0.05797978538109469,0.0045526042088576135,clearance_ground+foot_ground_bad_clearance
train,20260811,100,1.0,touchdown,0.3,0.0,,,no_success,False,False,nan,0.012871484930482945,0.0061057761882089,clearance_ground+foot_ground_before_ready,False,False,nan,0.13761922151761918,6.310346292504043e-05,clearance_ground+foot_ground_before_ready
train,20260811,101,1.0,touchdown,0.3,0.0,,,no_success,False,False,nan,0.014489329625712123,0.00769128650955489,clearance_ground+foot_ground_before_ready,False,False,nan,0.040387795290259806,0.007704233241612957,clearance_ground+foot_ground_before_ready
train,20260811,102,1.0,touchdown,0.3,0.0,1,negative,negative_success_only,False,False,nan,0.0188908026650991,-0.012569907001198338,clearance_ground+foot_ground_before_ready,True,False,nan,0.46293399966805876,-0.011614260600744525,success
train,20260811,103,1.0,touchdown,0.3,0.0,,,both_success_no_valid_cmt,True,False,nan,0.0038101422005631267,0.0017629822085958868,success,True,False,nan,0.010723652238184434,0.0008780494927950189,success
train,20260811,104,1.0,touchdown,0.3,0.0,,,no_success,False,False,nan,0.010952061608806291,-0.004369727040167359,clearance_ground+foot_ground_before_ready,False,False,nan,0.23200335874167924,-0.009198097435338365,clearance_ground+foot_ground_before_ready
train,20260811,105,1.0,mid_cross,0.3,0.0,,,no_success,False,False,nan,0.3421161186183621,0.020278775105538355,clearance_ground+foot_ground_before_ready,False,False,nan,0.10613169006035242,-0.006260642733918662,clearance_ground+foot_ground_before_ready
train,20260811,106,1.0,mid_cross,0.3,0.0,,,no_success,False,False,nan,0.5138097082645211,0.08810141973658099,clearance_ground+foot_ground_before_ready,False,False,nan,0.060356062825567595,0.017927727883885525,clearance_ground+foot_ground_before_ready
train,20260811,107,1.0,touchdown,0.3,0.0,,,no_success,False,False,nan,0.025329367556598183,0.031898211313808544,clearance_ground+foot_ground_before_ready,False,False,nan,0.11678952688551396,0.0157496396618953,clearance_ground+foot_ground_before_ready
train,20260811,108,1.0,mid_cross,0.3,0.0,,,no_success,False,False,nan,1.2435828652383347,0.123643684630902,clearance_ground+foot_ground_before_ready,False,False,nan,0.11467447208739483,0.035051853965521115,clearance_ground+foot_ground_before_ready
train,20260811,109,1.0,touchdown,0.3,0.0,,,both_success_no_valid_cmt,True,False,nan,0.017774676706534327,-0.0063053852313377234,success,True,False,nan,0.04003721417404163,-0.0063230460133182065,success
train,20260811,110,1.0,touchdown,0.3,0.0,,,both_success_no_valid_cmt,True,False,nan,0.006198541075949842,-0.014990876881267684,success,True,False,nan,0.1598807871041496,-0.01564699520843499,success
train,20260811,111,1.0,touchdown,0.3,0.0,1,negative,negative_success_only,False,False,nan,0.009145743025485818,0.04156964891049711,clearance_ground+foot_ground_after_ready,True,True,0.10546597400315454,0.0778738057063758,0.029591054505978015,success
train,20260811,112,1.0,pre_cross,0.3,0.0,,,no_success,False,False,nan,1.4285996756258343,0.07567377301183292,clearance_ground+foot_ground_before_ready,False,False,nan,0.16309522435364215,0.023417904482045587,clearance_ground+foot_ground_before_ready
train,20260811,113,1.0,mid_cross,0.3,0.0,,,no_success,False,False,nan,0.34305919783261307,-0.07061405086243246,clearance_ground+foot_ground_before_ready,False,False,nan,0.12663350964726164,-0.028658210284308858,clearance_ground+foot_ground_before_ready
train,20260811,114,1.0,pre_cross,0.3,0.0,,,no_success,False,False,nan,0.8804455526800177,0.061962751793202875,clearance_ground+foot_ground_before_ready,False,False,nan,0.16969182650157216,0.02180808799665668,clearance_ground+foot_ground_before_ready
train,20260811,115,1.0,pre_cross,0.3,0.0,,,no_success,False,False,nan,0.5518007847279991,-0.018575767632970197,clearance_ground+foot_ground_bad_clearance,False,False,nan,0.08379031418450676,-0.017278386430289228,clearance_ground+foot_ground_before_ready
train,20260811,116,1.0,mid_cross,0.3,0.0,,,no_success,False,False,nan,0.3429044322990117,-0.031831060454374366,clearance_ground+foot_ground_before_ready,False,False,nan,0.08502555922558824,-0.02128467979586656,clearance_ground+foot_ground_bad_clearance
train,20260811,117,1.0,mid_cross,0.3,0.0,,,no_success,False,False,nan,1.5932732697180987,0.16698515072997694,clearance_ground+foot_ground_before_ready,False,False,nan,0.11776060049966423,0.03623296049415735,clearance_ground+foot_ground_before_ready
train,20260811,118,1.0,pre_cross,0.3,0.0,,,no_success,False,False,nan,1.5080960103085717,0.06550653406485545,clearance_ground+foot_ground_before_ready,False,False,nan,0.15968146516018353,0.023732005848463047,clearance_ground+foot_ground_before_ready
train,20260811,119,1.0,pre_cross,0.3,0.0,,,no_success,False,False,nan,0.9304525106088486,-0.046084530429251355,speed,False,False,nan,0.12476651351004432,0.031119340323601793,clearance_ground+foot_ground_before_ready
train,20260811,120,1.0,touchdown,0.3,0.0,0,positive,positive_lower_cmt,True,True,0.034301853080071255,0.011156866804315296,0.01303485115597694,success,True,True,0.14289142430032042,0.04632770005876878,0.01299319587256631,success
